,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Tony Snell,0.503,7.2,5.0,0.0,0.1,0.005,14.4,0.9,2.6,0.371,0.495,0.5,2.6
Greg Brown III,0.515,11.6,8.1,-0.1,0.5,0.029,13.3,1.7,4.0,0.426,0.476,0.7,4.7
Cody Zeller,0.627,19.3,9.4,0.9,0.2,0.143,13.1,1.9,3.3,0.567,0.567,0.8,5.2
Keljin Blevins,0.41,7.1,7.7,-0.6,0.1,-0.066,11.3,1.1,3.6,0.306,0.401,0.6,3.1
Jarron Cumberland,0.5,13.7,11.6,0.0,0.0,0.079,4.0,0.3,0.7,0.5,0.5,0.3,0.7
Zavier Simpson,0.406,6.2,25.2,-0.2,0.1,-0.018,43.5,4.8,13.0,0.365,0.375,7.5,11.0
Georgios Kalaitzakis,0.536,4.0,11.4,-0.2,0.2,-0.028,41.5,6.5,14.0,0.464,0.536,3.0,17.5
Melvin Frazier,0.313,5.6,1.2,-0.4,0.0,-0.16,40.0,4.3,16.0,0.271,0.281,0.3,10.7
Shai Gilgeous-Alexander,0.557,7.4,31.1,2.8,1.8,0.113,34.7,8.5,18.8,0.453,0.496,5.9,24.5
Jaylen Hoard,0.536,18.0,11.6,0.3,0.3,0.118,34.3,6.3,12.9,0.489,0.539,2.4,14.7
Luguentz Dort,0.541,6.5,8.6,0.2,1.1,0.04,32.6,5.7,14.2,0.404,0.493,1.7,17.2
Josh Giddey,0.478,12.7,32.3,-1.3,1.7,0.01,31.5,5.2,12.4,0.419,0.461,6.4,12.5
Darius Bazley,0.515,11.6,7.7,-0.5,2.2,0.044,27.9,4.0,9.4,0.422,0.484,1.4,10.8
Aaron Wiggins,0.556,7.6,8.5,0.5,0.8,0.048,24.2,3.1,6.7,0.463,0.525,1.4,8.3
Vit Krejci,0.529,7.5,11.9,0.1,0.5,0.042,23.0,2.3,5.6,0.407,0.503,1.9,6.2
Tre Mann,0.501,6.4,10.7,-1.0,1.0,0.002,22.8,3.9,9.8,0.393,0.476,1.5,10.4
Jeremiah Robinson-Earl,0.526,13.0,6.7,0.4,1.0,0.065,22.2,2.7,6.6,0.414,0.503,1.0,7.5
Kenrich Williams,0.532,10.5,15.3,0.8,1.0,0.081,21.9,3.0,6.5,0.461,0.525,2.2,7.4
Isaiah Roby,0.607,11.8,12.1,1.8,1.1,0.147,21.1,3.7,7.2,0.514,0.582,1.6,10.1
Aleksej Pokusevski,0.485,13.3,16.5,-1.1,1.5,0.014,20.2,3.0,7.5,0.408,0.47,2.1,7.6
Olivier Sarr,0.672,11.4,6.9,0.7,0.3,0.116,19.1,2.6,4.6,0.574,0.639,0.9,7.0
Lindy Waters III,0.562,8.1,8.1,0.3,0.5,0.081,18.6,2.8,7.0,0.406,0.557,1.0,8.0
Scotty Hopson,0.5,2.9,8.1,-0.1,0.0,-0.132,18.0,2.0,4.0,0.5,0.5,1.0,4.0
Théo Maledon,0.5,7.4,18.5,-0.5,0.8,0.015,17.8,2.3,6.2,0.375,0.445,2.2,7.1
Paul Watson,0.432,8.9,7.2,-0.1,0.1,0.001,17.3,1.3,3.9,0.343,0.429,0.9,3.4
Ty Jerome,0.488,5.0,21.3,0.0,0.5,0.032,16.7,2.6,6.8,0.378,0.46,2.3,7.1
Derrick Favors,0.534,14.5,5.9,0.8,0.7,0.105,16.7,2.4,4.7,0.516,0.522,0.6,5.3
Mamadi Diakite,0.54,16.1,1.6,0.1,0.3,0.08,14.5,1.9,3.6,0.532,0.532,0.2,4.3
Mike Muscala,0.63,11.2,6.2,1.4,0.7,0.17,13.8,2.6,5.8,0.456,0.597,0.5,8.0
Gabriel Deck,0.643,5.5,13.7,0.1,0.0,0.08,8.0,1.1,2.0,0.571,0.643,0.7,2.6
Rob Edwards,0.375,14.0,0.0,-0.1,0.0,-0.181,5.5,0.5,2.0,0.25,0.375,0.0,1.5
Mikal Bridges,0.627,6.5,8.7,5.2,3.7,0.15,34.8,5.6,10.5,0.534,0.601,2.3,14.2
Devin Booker,0.576,7.8,22.4,4.3,3.3,0.156,34.5,9.7,20.9,0.466,0.53,4.8,26.8
Chris Paul,0.581,7.1,44.5,5.8,3.6,0.21,32.9,5.6,11.3,0.493,0.536,10.8,14.7
Deandre Ayton,0.656,18.6,7.6,4.1,3.1,0.203,29.5,7.6,12.0,0.634,0.639,1.4,17.2
Jae Crowder,0.541,10.1,8.3,0.9,3.4,0.11,28.1,3.2,8.1,0.399,0.516,1.9,9.4
Cameron Johnson,0.625,8.5,7.7,3.2,2.4,0.156,26.2,4.2,9.2,0.46,0.596,1.5,12.5
Cameron Payne,0.5,7.3,30.7,0.2,1.8,0.073,22.0,4.1,10.1,0.409,0.469,4.9,10.8
Torrey Craig,0.558,11.0,7.5,0.2,1.0,0.096,20.8,2.7,5.9,0.45,0.547,1.2,6.9
Landry Shamet,0.55,4.7,9.7,1.1,1.5,0.085,20.8,2.8,7.0,0.394,0.521,1.6,8.3
Frank Kaminsky,0.635,12.1,10.1,0.5,0.3,0.228,20.1,4.0,7.3,0.545,0.583,1.4,10.6
Aaron Holiday,0.538,8.2,27.4,0.4,0.5,0.125,16.3,2.3,5.6,0.411,0.476,3.4,6.8
JaVale McGee,0.651,22.7,5.4,2.4,2.6,0.201,15.8,3.9,6.2,0.629,0.631,0.6,9.2
Bismack Biyombo,0.596,17.7,6.2,0.9,0.9,0.17,14.1,2.4,4.0,0.593,0.593,0.6,5.8
Jalen Smith,0.547,19.5,2.1,0.4,0.7,0.137,13.2,2.2,4.7,0.46,0.493,0.2,6.0
Gabriel Lundberg,0.342,8.5,31.5,-0.1,0.1,-0.005,11.0,1.3,4.8,0.263,0.342,2.8,3.3
Elfrid Payton,0.397,8.6,23.0,-1.0,0.8,-0.014,11.0,1.3,3.5,0.383,0.394,2.0,3.0
Abdel Nader,0.431,10.0,5.9,-0.3,0.3,-0.009,10.4,0.9,2.5,0.343,0.4,0.5,2.4
Ish Wainright,0.494,8.1,5.3,0.0,0.6,0.079,8.0,0.9,2.3,0.394,0.486,0.3,2.4
Emanuel Terry,0.0,44.7,12.2,-0.1,0.0,-0.256,6.0,0.0,1.7,0.0,0.0,0.7,0.0
Justin Jackson,0.464,10.7,7.5,0.0,0.0,0.019,5.8,0.8,2.3,0.357,0.464,0.3,2.2
M.J. Walker,0.0,6.7,13.8,-0.1,0.0,-0.276,4.0,0.0,2.0,0.0,0.0,0.5,0.0
Chandler Hutchison,0.694,12.2,10.5,-0.1,0.0,-0.086,3.7,0.2,0.3,0.5,0.5,0.3,0.7
Paris Bass,0.436,30.6,0.0,0.0,0.0,-0.17,3.5,1.0,3.0,0.333,0.333,0.0,3.0
Stephen Curry,0.601,8.3,30.4,4.6,3.4,0.173,34.5,8.4,19.1,0.437,0.554,6.3,25.5
Andrew Wiggins,0.56,7.6,10.8,1.8,3.4,0.105,31.9,6.5,14.0,0.466,0.543,2.2,17.2
Jordan Poole,0.598,6.2,21.0,3.1,2.9,0.126,30.0,6.2,13.9,0.448,0.548,4.0,18.5
Klay Thompson,0.547,7.3,16.1,0.6,1.2,0.091,29.4,7.7,17.9,0.429,0.529,2.8,20.4
Draymond Green,0.582,13.8,32.5,0.8,2.8,0.131,28.9,2.9,5.6,0.525,0.556,7.0,7.5
Otto Porter Jr.,0.581,14.2,9.6,2.2,2.7,0.168,22.2,3.1,6.6,0.464,0.56,1.5,8.2
Kevon Looney,0.586,18.8,13.2,3.5,3.2,0.187,21.1,2.5,4.4,0.571,0.571,2.0,6.0
Damion Lee,0.561,8.8,7.1,0.9,1.8,0.102,19.9,2.7,6.1,0.441,0.523,1.0,7.4
Andre Iguodala,0.478,9.1,24.7,0.5,1.1,0.125,19.5,1.5,3.9,0.38,0.45,3.7,4.0
Gary Payton II,0.679,10.8,7.6,2.5,2.6,0.199,17.6,3.0,4.8,0.616,0.679,0.9,7.1
Jonathan Kuminga,0.6,10.8,8.4,1.3,1.8,0.123,16.9,3.4,6.6,0.513,0.567,0.9,9.3
Nemanja Bjelica,0.573,14.1,19.8,1.0,2.1,0.128,16.1,2.3,4.8,0.468,0.547,2.2,6.1
Juan Toscano-Anderson,0.561,9.7,17.6,0.3,1.8,0.098,13.6,1.6,3.2,0.489,0.549,1.7,4.1
Moses Moody,0.573,7.2,5.3,0.6,0.7,0.101,11.7,1.5,3.5,0.437,0.546,0.4,4.4
Chris Chiozza,0.407,5.3,22.5,-0.5,0.5,-0.004,10.9,0.7,2.4,0.296,0.401,1.9,2.0
Jeff Dowtin,0.5,13.7,14.6,0.0,0.0,0.089,7.0,0.8,1.5,0.5,0.5,0.8,1.5
Quinndary Weatherspoon,0.647,10.5,10.1,0.1,0.1,0.148,6.6,1.1,1.9,0.571,0.595,0.5,2.7
Paul George,0.538,10.5,28.1,-0.6,1.9,0.057,34.7,8.6,20.5,0.421,0.493,5.7,24.3
Reggie Jackson,0.488,6.1,24.6,-1.7,2.0,0.008,31.2,6.4,16.3,0.392,0.46,4.8,16.8
Marcus Morris,0.549,8.1,11.3,0.9,1.5,0.074,29.0,5.6,12.8,0.434,0.507,2.1,15.4
Terance Mann,0.572,9.7,13.1,3.1,2.4,0.113,28.6,4.1,8.5,0.484,0.539,2.6,10.8
Luke Kennard,0.619,6.3,11.2,2.8,1.7,0.113,27.4,4.1,9.1,0.449,0.598,2.1,11.9
Eric Bledsoe,0.514,7.1,24.1,-0.5,1.8,0.047,25.2,3.6,8.7,0.421,0.475,4.2,9.9
Norman Powell,0.682,5.9,19.5,0.6,0.1,0.272,25.0,6.4,12.6,0.508,0.611,2.8,21.4
Nicolas Batum,0.608,9.2,9.7,1.6,2.1,0.123,24.8,3.0,6.6,0.463,0.602,1.7,8.3
Ivica Zubac,0.66,18.4,9.8,4.3,2.9,0.187,24.4,4.1,6.5,0.626,0.626,1.6,10.3
Amir Coffey,0.598,6.7,11.4,2.3,1.5,0.116,22.7,3.1,6.8,0.453,0.556,1.8,9.0
Robert Covington,0.677,12.2,7.0,1.1,1.0,0.2,22.1,3.5,7.0,0.5,0.651,1.0,10.4
Isaiah Hartenstein,0.664,14.5,20.5,3.3,2.2,0.215,17.9,3.4,5.4,0.626,0.645,2.4,8.3
Serge Ibaka,0.567,14.8,10.2,0.3,0.8,0.096,15.4,2.7,5.5,0.49,0.552,1.0,6.6
Brandon Boston Jr.,0.481,7.7,10.1,-0.5,0.9,0.026,14.9,2.5,6.4,0.385,0.437,1.0,6.7
James Ennis III,0.784,9.5,0.0,0.1,0.0,0.277,14.0,3.5,5.5,0.636,0.727,0.0,10.0
Xavier Moon,0.545,5.4,27.0,0.2,0.2,0.121,13.7,2.5,5.1,0.49,0.539,2.4,5.8
Justise Winslow,0.49,14.7,15.5,-0.3,0.9,0.055,13.0,1.7,3.8,0.447,0.465,1.4,4.2
Semi Ojeleye,0.569,8.6,5.8,0.1,0.1,0.086,9.8,1.2,2.9,0.414,0.483,0.4,4.1
Rodney Hood,0.603,4.1,8.5,0.1,0.1,0.075,9.8,0.9,2.0,0.462,0.577,0.6,2.6
Keon Johnson,0.44,8.2,13.7,-0.1,0.2,0.018,9.0,1.1,3.4,0.333,0.363,0.9,3.5
Wenyen Gabriel,0.474,16.1,6.0,0.0,0.1,0.041,7.7,0.8,2.2,0.385,0.462,0.3,2.3
Jay Scrubb,0.486,7.0,9.7,-0.1,0.1,0.002,6.7,1.0,2.6,0.391,0.457,0.4,2.7
Moses Wright,,0.0,100.0,0.0,0.0,0.443,1.0,0.0,0.0,,,1.0,0.0
LeBron James,0.619,11.8,30.6,5.2,2.3,0.172,37.2,11.4,21.8,0.524,0.59,6.2,30.3
Anthony Davis,0.578,15.1,14.7,2.6,2.0,0.155,35.1,9.3,17.4,0.532,0.542,3.1,23.2
Russell Westbrook,0.512,11.6,31.6,-0.6,2.3,0.03,34.3,7.0,15.8,0.444,0.476,7.1,18.5
Malik Monk,0.597,6.4,15.2,2.3,1.4,0.081,28.1,5.1,10.9,0.473,0.578,2.9,13.8
Carmelo Anthony,0.579,8.6,5.6,2.2,1.4,0.097,26.0,4.6,10.5,0.441,0.544,1.0,13.3
Isaiah Thomas,0.422,4.3,8.1,-0.2,0.0,-0.084,25.3,3.0,9.8,0.308,0.372,1.5,9.3
Talen Horton-Tucker,0.503,6.9,14.9,-0.2,1.2,0.033,25.2,3.7,9.0,0.416,0.462,2.7,10.0
Austin Reaves,0.6,7.3,10.3,2.1,0.8,0.097,23.2,2.4,5.2,0.459,0.542,1.8,7.3
Stanley Johnson,0.564,7.6,9.8,0.9,0.9,0.079,22.8,2.4,5.2,0.466,0.532,1.7,6.7
Avery Bradley,0.55,5.2,4.5,0.3,0.9,0.04,22.7,2.4,5.6,0.423,0.54,0.8,6.4
Mac McClung,0.551,7.3,6.0,0.0,0.0,-0.015,22.0,2.0,5.0,0.4,0.5,1.0,6.0
Trevor Ariza,0.449,9.5,7.5,-0.2,0.4,0.02,19.3,1.4,4.1,0.333,0.434,1.1,4.0
Wayne Ellington,0.593,5.1,5.0,0.6,0.4,0.062,18.8,2.3,5.5,0.414,0.586,0.7,6.7
D.J. Augustin,0.635,3.9,11.8,0.5,0.1,0.079,17.8,1.9,4.1,0.453,0.622,1.6,5.3
Wenyen Gabriel,0.558,14.2,5.5,0.4,0.2,0.096,16.4,2.6,5.1,0.505,0.536,0.6,6.7
Dwight Howard,0.657,19.7,5.0,2.2,1.3,0.174,16.2,2.2,3.7,0.612,0.63,0.6,6.2
Rajon Rondo,0.383,9.1,29.9,-0.6,0.3,-0.053,16.1,1.3,3.9,0.324,0.38,3.7,3.1
Kent Bazemore,0.451,6.8,8.1,-0.4,0.5,0.006,14.0,1.2,3.6,0.324,0.428,0.9,3.4
Mason Jones,0.625,10.5,10.9,0.2,0.0,0.201,12.8,1.8,3.8,0.467,0.5,1.0,6.8
DeAndre Jordan,0.657,22.7,4.5,0.7,0.6,0.153,12.8,1.9,2.8,0.674,0.674,0.4,4.1
Darren Collison,0.286,5.8,6.8,-0.1,0.0,-0.07,12.3,0.7,2.3,0.286,0.286,0.7,1.3
Chaundee Brown Jr.,0.143,5.1,0.0,-0.1,0.0,-0.306,10.5,0.5,3.5,0.143,0.143,0.0,1.0
Sekou Doumbouya,0.717,20.2,0.0,0.0,0.1,0.3,8.0,2.5,4.0,0.625,0.688,0.0,7.0
Jemerrio Jones,0.667,10.8,0.0,0.0,0.0,0.17,7.5,1.0,1.5,0.667,0.667,0.0,2.0
Jay Huff,0.0,10.8,5.9,-0.1,0.0,-0.117,5.0,0.0,0.8,0.0,0.0,0.3,0.0
De'Aaron Fox,0.549,6.0,26.8,1.5,1.0,0.058,35.3,8.7,18.5,0.473,0.506,5.6,23.2
Tyrese Haliburton,0.575,6.2,31.4,2.7,1.2,0.109,34.5,5.3,11.5,0.457,0.546,7.4,14.3
Domantas Sabonis,0.603,20.0,28.0,0.9,0.5,0.132,33.6,7.5,13.5,0.554,0.564,5.8,18.9
Harrison Barnes,0.623,9.1,10.5,5.0,1.0,0.112,33.5,5.1,10.8,0.469,0.554,2.4,16.4
Buddy Hield,0.54,7.6,10.0,0.0,0.8,0.023,28.6,4.8,12.6,0.382,0.514,1.9,14.4
Davion Mitchell,0.489,4.4,22.5,-0.5,0.6,0.003,27.7,4.7,11.2,0.418,0.477,4.2,11.5
Donte DiVincenzo,0.532,9.0,18.6,0.2,0.6,0.058,26.6,3.2,8.7,0.362,0.484,3.6,10.3
Justin Holiday,0.488,4.7,8.1,-0.3,0.3,0.004,25.6,2.8,8.2,0.348,0.471,1.5,8.3
Richaun Holmes,0.689,16.1,6.8,2.4,0.9,0.145,23.9,4.4,6.7,0.66,0.663,1.1,10.4
Trey Lyles,0.612,13.4,8.1,1.1,0.3,0.12,22.8,3.6,7.4,0.489,0.553,1.3,10.6
Marvin Bagley III,0.521,17.8,3.9,0.5,0.4,0.067,22.1,3.8,8.2,0.463,0.494,0.6,9.3
Chimezie Metu,0.546,14.3,6.9,0.1,1.4,0.056,21.3,3.4,7.5,0.452,0.516,1.0,8.9
Jeremy Lamb,0.514,10.1,13.5,0.1,0.2,0.051,18.9,2.8,7.0,0.403,0.471,1.8,7.9
Maurice Harkless,0.561,7.1,3.6,-0.1,0.6,0.026,18.4,1.8,3.9,0.459,0.544,0.5,4.6
Damian Jones,0.701,13.2,10.2,2.4,0.9,0.156,18.2,3.1,4.8,0.658,0.677,1.2,8.1
Terence Davis,0.543,9.5,11.9,0.0,0.5,0.044,17.9,3.8,8.9,0.423,0.515,1.3,10.4
Alex Len,0.577,14.1,10.6,0.4,0.5,0.07,15.9,2.4,4.5,0.534,0.551,1.2,6.0
Tristan Thompson,0.521,19.3,5.9,0.3,0.4,0.065,15.2,2.5,5.0,0.503,0.507,0.6,6.2
Louis King,0.438,6.3,12.5,0.0,0.0,0.0,10.4,1.5,4.7,0.319,0.404,0.9,4.5
Josh Jackson,0.446,8.0,5.8,-0.3,0.1,-0.067,10.3,1.4,4.1,0.347,0.378,0.4,4.3
Neemias Queta,0.495,14.1,7.2,0.0,0.1,0.051,8.0,1.1,2.5,0.447,0.447,0.4,3.0
Jahmi'us Ramsey,0.468,5.3,7.9,-0.1,0.0,-0.047,7.1,1.3,3.1,0.414,0.457,0.4,3.2
Emmanuel Mudiay,0.399,0.0,43.4,0.0,0.0,0.023,5.5,0.0,1.0,0.0,0.0,2.0,1.5
Justin Robinson,0.125,3.6,17.3,-0.1,0.0,-0.459,5.0,0.3,2.7,0.125,0.125,0.7,0.7
Robert Woodard II,0.207,14.3,9.0,-0.2,0.0,-0.147,3.5,0.2,1.3,0.125,0.156,0.3,0.6
Ade Murkey,,0.0,0.0,0.0,0.0,-0.017,1.0,0.0,0.0,,,0.0,0.0
Ja Morant,0.575,9.0,34.1,4.6,2.1,0.171,33.1,10.2,20.6,0.493,0.53,6.7,27.4
Desmond Bane,0.592,7.7,13.5,4.5,2.7,0.153,29.8,6.7,14.5,0.461,0.565,2.7,18.2
Dillon Brooks,0.515,6.0,15.4,0.7,0.9,0.087,27.7,7.1,16.4,0.432,0.475,2.8,18.4
Jaren Jackson Jr.,0.535,11.2,5.8,1.7,3.7,0.121,27.3,5.5,13.3,0.415,0.477,1.1,16.3
Steven Adams,0.56,19.9,16.1,3.8,3.0,0.163,26.3,2.8,5.1,0.547,0.547,3.4,6.9
De'Anthony Melton,0.529,10.4,16.0,0.9,2.8,0.107,22.7,3.8,9.5,0.404,0.504,2.7,10.8
Ziaire Williams,0.559,5.0,6.3,1.1,1.1,0.08,21.7,3.1,6.8,0.45,0.54,1.0,8.1
Kyle Anderson,0.506,13.0,16.2,1.0,2.5,0.113,21.5,3.0,6.8,0.446,0.484,2.7,7.6
Tyus Jones,0.544,5.9,28.2,3.4,1.6,0.158,21.2,3.4,7.6,0.451,0.524,4.4,8.7
Brandon Clarke,0.66,14.4,10.3,4.4,1.9,0.241,19.5,4.5,7.0,0.644,0.65,1.3,10.4
John Konchar,0.615,13.3,10.6,2.4,1.8,0.155,17.9,1.9,3.6,0.515,0.615,1.5,4.8
Xavier Tillman Sr.,0.51,12.0,11.6,0.6,1.2,0.121,13.2,1.8,4.1,0.454,0.477,1.2,4.8
Killian Tillie,0.452,6.8,5.9,-0.1,0.6,0.058,12.8,1.2,3.5,0.339,0.445,0.6,3.3
Santi Aldama,0.452,12.6,7.7,-0.1,0.4,0.044,11.3,1.7,4.1,0.402,0.424,0.7,4.1
Sam Merrill,0.485,6.3,9.0,0.0,0.0,0.029,9.7,1.3,4.0,0.333,0.479,0.7,4.2
Jarrett Culver,0.433,7.4,13.0,-0.4,0.5,0.012,9.1,1.4,3.6,0.378,0.422,0.9,3.5
Yves Pons,0.385,8.8,1.7,0.0,0.1,0.03,5.9,0.4,1.3,0.313,0.406,0.1,1.1
Shaq Buchanan,0.25,10.5,24.9,-0.1,0.0,-0.23,5.0,0.5,2.0,0.25,0.25,1.0,1.0
Xavier Sneed,0.0,13.1,0.0,0.0,0.0,-0.143,4.0,0.0,1.0,0.0,0.0,0.0,0.0
DaQuan Jeffries,0.5,11.6,14.0,0.0,0.0,0.099,3.0,0.3,0.7,0.5,0.5,0.3,0.7
Dakota Mathias,0.5,6.5,8.0,0.0,0.0,0.114,2.7,0.3,1.0,0.333,0.5,0.2,1.0
Jon Teske,0.0,13.1,13.8,0.0,0.0,-0.08,2.7,0.0,0.3,0.0,0.0,0.3,0.0
Tyrell Terry,1.0,0.0,0.0,0.0,0.0,0.222,1.5,0.5,0.5,1.0,1.0,0.0,1.0
Luka Dončić,0.571,14.3,46.0,3.8,3.8,0.159,35.4,9.9,21.6,0.457,0.529,8.7,28.4
Dorian Finney-Smith,0.604,7.9,8.2,3.4,3.2,0.121,33.1,4.1,8.7,0.471,0.595,1.9,11.0
Jalen Brunson,0.583,6.8,24.3,4.9,2.7,0.143,31.9,6.4,12.8,0.502,0.549,4.8,16.3
Tim Hardaway Jr.,0.52,7.0,11.4,0.5,1.5,0.077,29.6,5.0,12.6,0.394,0.491,2.2,14.2
Kristaps Porziņģis,0.561,14.5,11.7,1.6,1.8,0.161,29.5,6.7,14.9,0.451,0.499,2.0,19.2
Spencer Dinwiddie,0.624,6.2,22.0,1.8,0.7,0.182,28.3,5.3,10.6,0.498,0.584,3.9,15.8
Reggie Bullock,0.558,7.0,6.1,1.2,2.0,0.08,28.0,3.0,7.4,0.401,0.542,1.2,8.6
Maxi Kleber,0.537,13.4,6.5,0.7,2.3,0.098,24.6,2.4,6.0,0.398,0.516,1.2,7.0
Dwight Powell,0.725,12.5,8.1,6.0,2.2,0.219,21.9,3.3,4.9,0.671,0.687,1.2,8.7
Josh Green,0.578,8.6,11.0,1.0,1.4,0.111,15.5,1.9,3.8,0.508,0.563,1.2,4.8
Dāvis Bertāns,0.54,10.2,7.1,0.2,0.4,0.098,13.9,1.8,4.7,0.375,0.524,0.7,5.3
Isaiah Thomas,0.375,0.0,52.6,0.0,0.0,0.006,13.0,3.0,8.0,0.375,0.375,4.0,6.0
Brandon Knight,0.561,6.8,18.6,0.1,0.1,0.091,13.0,2.0,5.0,0.4,0.48,1.6,6.4
Sterling Brown,0.495,13.2,7.5,-0.1,0.9,0.061,12.8,1.2,3.2,0.381,0.471,0.7,3.3
Frank Ntilikina,0.513,6.4,14.7,0.1,0.9,0.065,11.8,1.5,3.8,0.399,0.484,1.2,4.1
Trey Burke,0.475,4.2,20.7,-0.4,0.4,0.003,10.5,2.0,5.1,0.391,0.451,1.4,5.1
Marquese Chriss,0.518,16.5,7.7,0.2,0.6,0.108,10.2,1.8,3.9,0.463,0.493,0.5,4.5
Willie Cauley-Stein,0.474,11.9,7.0,0.0,0.2,0.063,9.8,0.9,1.9,0.457,0.471,0.5,1.9
Theo Pinson,0.553,7.9,15.9,0.2,0.2,0.122,7.8,0.7,2.1,0.359,0.487,0.9,2.5
Moses Brown,0.588,20.1,0.9,0.1,0.3,0.111,6.5,1.0,1.9,0.54,0.54,0.0,3.1
Carlik Jones,0.127,8.8,32.3,-0.2,0.0,-0.338,6.3,0.0,2.3,0.0,0.0,1.7,0.7
Boban Marjanović,0.615,16.9,4.8,-0.1,0.2,0.045,5.6,1.8,3.0,0.6,0.607,0.1,4.3
Charlie Brown Jr.,0.2,3.7,8.9,-0.1,0.0,-0.05,5.0,0.3,1.7,0.2,0.2,0.3,0.7
George King,0.085,14.6,0.0,-0.1,0.0,-0.296,4.8,0.0,1.3,0.0,0.0,0.0,0.3
Eugene Omoruyi,0.518,21.6,15.8,0.1,0.0,0.201,4.5,0.5,1.3,0.4,0.5,0.5,1.8
Moses Wright,0.47,12.8,10.4,0.0,0.0,0.16,4.3,0.3,1.3,0.25,0.25,0.3,1.7
JaQuori McLaughlin,0.0,0.0,22.3,0.0,0.0,-0.101,2.8,0.0,0.5,0.0,0.0,0.5,0.0
Brandon Ingram,0.554,9.5,27.8,2.5,1.3,0.099,34.0,8.2,17.9,0.461,0.498,5.6,22.7
CJ McCollum,0.58,7.3,31.3,1.9,0.7,0.14,33.8,9.5,19.2,0.493,0.564,5.8,24.3
Josh Hart,0.604,12.8,17.7,2.1,1.4,0.119,33.5,4.8,9.4,0.505,0.56,4.1,13.4
Jonas Valančiūnas,0.617,20.8,14.0,4.6,2.7,0.156,30.3,6.9,12.7,0.544,0.574,2.6,17.8
Herbert Jones,0.573,7.0,10.0,2.1,2.5,0.096,29.9,3.5,7.4,0.476,0.525,2.1,9.5
Devonte' Graham,0.514,4.5,21.0,1.6,1.2,0.062,28.4,3.9,10.7,0.363,0.481,4.2,11.9
Nickeil Alexander-Walker,0.474,6.9,16.1,-1.1,0.9,-0.005,26.3,4.7,12.6,0.375,0.45,2.8,12.8
Larry Nance Jr.,0.628,11.9,6.4,0.2,0.2,0.104,20.2,3.0,5.4,0.551,0.592,0.9,7.3
Jaxson Hayes,0.68,12.5,4.7,3.7,1.3,0.174,20.0,3.5,5.7,0.616,0.641,0.6,9.3
Garrett Temple,0.494,7.2,9.2,-0.1,1.0,0.037,18.6,1.9,5.0,0.376,0.476,1.3,5.2
Tony Snell,0.591,6.2,4.0,0.2,0.2,0.058,18.5,2.2,4.9,0.446,0.588,0.5,5.9
Willy Hernangómez,0.582,22.3,11.9,2.2,0.9,0.18,16.8,3.4,6.5,0.52,0.526,1.3,9.1
Jose Alvarado,0.52,6.6,26.9,1.0,1.1,0.121,15.4,2.4,5.4,0.446,0.5,2.8,6.1
Tomáš Satoranský,0.373,7.4,20.6,-0.3,0.3,-0.003,15.0,1.0,3.3,0.299,0.322,2.4,2.8
Kira Lewis Jr.,0.466,6.3,21.7,-0.3,0.2,-0.017,14.2,2.5,6.1,0.404,0.449,2.0,5.9
Trey Murphy III,0.558,9.4,6.2,1.3,0.6,0.104,13.9,1.8,4.5,0.394,0.522,0.6,5.4
Naji Marshall,0.505,10.7,12.3,0.0,0.7,0.05,13.4,2.0,4.9,0.405,0.444,1.1,5.7
Tyrone Wallace,0.383,5.9,1.8,-0.2,0.1,-0.057,12.5,1.2,3.3,0.35,0.4,0.2,2.8
Gary Clark,0.547,13.2,6.4,0.3,0.4,0.092,9.9,0.9,2.3,0.375,0.534,0.5,2.7
Jared Harper,0.666,2.6,64.1,0.3,0.1,0.422,8.6,2.8,5.2,0.538,0.635,2.8,7.4
Alize Johnson,0.383,25.7,4.9,0.0,0.0,0.088,7.0,0.8,2.5,0.3,0.3,0.3,2.3
Didi Louzada,0.0,15.8,17.1,0.0,0.0,-0.238,3.5,0.0,1.5,0.0,0.0,0.5,0.0
Dejounte Murray,0.533,12.5,40.6,3.9,3.4,0.149,34.8,8.4,18.3,0.462,0.5,9.2,21.1
Keldon Johnson,0.574,10.0,9.5,2.9,2.0,0.098,31.9,6.3,13.5,0.466,0.545,2.1,17.0
Derrick White,0.551,6.1,25.2,2.0,1.3,0.107,30.3,5.0,11.6,0.426,0.497,5.6,14.4
Jakob Poeltl,0.613,16.9,14.0,4.4,2.5,0.168,29.0,6.0,9.8,0.618,0.619,2.8,13.5
Devin Vassell,0.54,8.3,9.7,1.3,2.0,0.082,27.3,4.6,10.8,0.427,0.516,1.9,12.3
Josh Richardson,0.577,6.1,13.0,0.5,0.4,0.091,24.4,3.9,9.1,0.429,0.534,2.3,11.4
Doug McDermott,0.593,4.9,7.3,1.1,0.5,0.062,24.0,4.2,9.1,0.462,0.578,1.3,11.3
Lonnie Walker IV,0.512,5.9,13.4,0.1,1.1,0.037,23.0,4.4,10.9,0.407,0.48,2.2,12.1
Joshua Primo,0.487,6.1,10.6,-0.6,0.6,0.001,19.3,2.0,5.4,0.374,0.452,1.6,5.8
Zach Collins,0.594,16.0,16.3,0.6,0.7,0.118,17.9,2.7,5.5,0.49,0.535,2.2,7.8
