,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Pace Mannion,0.479,6.3,19.3,-0.1,0.3,0.055,5.6,0.8,1.9,0.429,0.429,0.8,2.1
Kenny Natt,0.444,8.0,0.0,-0.1,0.0,-0.201,3.3,0.5,1.3,0.4,0.4,0.0,1.5
Mike Mitchell,0.533,8.3,8.0,4.4,1.6,0.101,34.8,9.5,19.0,0.497,0.499,1.8,22.2
Artis Gilmore,0.68,17.4,6.4,7.1,3.3,0.183,34.0,6.6,10.5,0.623,0.623,1.6,19.1
Johnny Moore,0.513,7.9,38.9,3.7,3.5,0.128,32.8,5.1,11.1,0.457,0.471,10.0,12.8
George Gervin,0.564,6.3,13.1,3.2,1.4,0.106,29.0,8.3,16.4,0.508,0.508,2.5,21.2
David Thirdkill,0.55,7.6,6.9,0.1,0.0,0.103,26.0,2.5,5.5,0.455,0.455,1.5,7.5
Gene Banks,0.642,12.0,14.0,3.9,1.8,0.13,25.5,3.5,6.0,0.586,0.587,2.9,9.5
Alvin Robertson,0.538,8.9,21.5,1.1,2.0,0.087,21.3,3.8,7.6,0.498,0.502,3.5,9.2
Marc Iavaroni,0.506,13.2,11.9,-0.3,1.1,0.036,20.7,2.6,5.7,0.464,0.464,2.0,6.7
Edgar Jones,0.569,10.9,7.0,0.1,0.3,0.072,17.9,2.4,5.1,0.484,0.484,1.0,7.2
John Paxson,0.566,3.1,21.9,1.7,0.6,0.088,16.1,2.5,4.9,0.509,0.522,2.8,6.2
Jeff Cook,0.562,14.0,5.6,1.0,0.8,0.1,15.7,1.7,3.2,0.529,0.529,0.7,4.0
Fred Roberts,0.51,6.5,9.1,0.0,0.2,0.043,13.9,2.0,4.5,0.449,0.449,1.0,5.3
Ozell Jones,0.566,15.2,7.7,0.1,1.2,0.073,13.3,1.6,2.7,0.589,0.589,0.8,3.7
Billy Knight,0.501,8.9,13.2,0.0,0.3,0.027,11.8,2.4,5.5,0.439,0.456,1.1,6.0
Ron Brewer,0.445,2.1,9.6,0.0,0.0,-0.008,9.0,1.4,3.8,0.382,0.382,0.7,3.7
Linton Townes,0.145,7.1,0.0,-0.1,0.0,-0.403,8.0,0.0,6.0,0.0,0.0,0.0,2.0
Mark McNamara,0.637,15.3,0.0,0.1,0.1,0.092,5.3,1.0,1.5,0.667,0.667,0.0,2.8
Eddie Johnson,0.542,7.7,13.4,4.4,0.9,0.083,36.9,9.4,19.1,0.491,0.496,3.3,22.9
Larry Drew,0.538,3.9,27.8,2.9,0.7,0.073,33.0,6.3,12.7,0.501,0.504,6.7,14.9
Reggie Theus,0.559,6.1,35.3,3.7,0.9,0.086,31.0,6.1,12.5,0.487,0.489,8.0,16.4
LaSalle Thompson,0.579,19.8,6.8,2.3,3.0,0.103,30.0,4.5,8.5,0.531,0.531,1.6,11.8
Mark Olberding,0.603,12.9,13.2,2.8,1.3,0.085,28.1,3.3,6.5,0.502,0.502,3.0,10.2
Mike Woodson,0.548,5.7,10.8,3.0,1.2,0.101,25.6,6.8,13.7,0.496,0.499,1.8,17.0
Otis Thorpe,0.62,16.5,8.1,2.8,1.3,0.1,23.4,5.0,8.4,0.6,0.6,1.4,12.8
Don Buse,0.504,3.7,25.7,1.0,0.2,0.064,14.4,1.3,3.1,0.404,0.48,3.1,3.4
Joe Meriweather,0.57,14.1,3.1,1.3,0.6,0.083,14.0,1.6,3.2,0.498,0.5,0.4,4.5
Billy Knight,0.5,6.6,14.6,0.1,0.0,0.021,11.8,1.9,4.3,0.449,0.457,1.3,4.8
Ed Nealy,0.592,11.2,9.9,0.2,0.1,0.058,10.2,1.2,2.0,0.591,0.591,0.8,2.8
Pete Verhoeven,0.517,9.8,5.9,0.2,0.2,0.053,6.8,0.9,2.0,0.472,0.472,0.3,2.3
Mark McNamara,0.511,15.5,3.6,0.1,0.1,0.053,6.4,0.8,1.8,0.483,0.483,0.2,2.4
David Pope,0.349,8.0,4.9,-0.3,0.0,-0.088,5.9,0.8,2.4,0.321,0.321,0.2,1.9
Kenny Natt,0.0,3.6,20.2,0.0,0.0,0.049,4.0,0.0,0.3,0.0,0.0,0.8,0.0
Dane Suttle,0.504,7.1,12.3,0.0,0.0,0.072,4.0,1.0,2.2,0.462,0.462,0.3,2.3
Magic Johnson,0.637,9.7,42.5,9.5,3.2,0.22,36.1,6.5,11.7,0.561,0.565,12.6,18.3
James Worthy,0.601,10.8,9.6,4.6,2.9,0.134,33.7,7.6,13.3,0.572,0.572,2.5,17.6
Kareem Abdul-Jabbar,0.628,13.5,13.1,7.6,3.6,0.204,33.3,9.2,15.3,0.599,0.599,3.2,22.0
Byron Scott,0.587,5.2,13.8,4.8,2.1,0.143,28.5,6.7,12.4,0.539,0.552,3.0,16.0
Michael Cooper,0.539,6.6,22.4,2.3,2.3,0.102,26.7,3.4,7.2,0.465,0.495,5.2,8.6
Kurt Rambis,0.577,18.6,4.8,1.3,2.8,0.12,19.7,2.2,4.0,0.554,0.554,0.8,5.2
Bob McAdoo,0.559,13.4,6.9,1.4,1.5,0.11,19.0,4.3,8.3,0.52,0.52,1.0,10.5
Jamaal Wilkes,0.523,7.0,6.7,0.3,0.5,0.056,18.1,3.5,7.2,0.488,0.488,1.0,8.3
Larry Spriggs,0.598,10.0,12.0,1.2,1.4,0.095,17.2,2.6,4.7,0.548,0.548,1.8,6.7
Mike McGee,0.567,8.0,8.4,2.1,0.9,0.122,15.4,4.3,8.1,0.538,0.556,0.9,10.2
Mitch Kupchak,0.539,14.6,3.5,0.5,0.9,0.094,12.3,2.1,4.2,0.504,0.504,0.4,5.3
Ronnie Lester,0.465,5.3,32.8,-0.1,0.3,0.039,8.7,1.1,2.6,0.415,0.415,2.5,2.8
Chuck Nevitt,0.292,19.3,5.6,-0.3,0.1,-0.158,5.4,0.5,1.5,0.294,0.294,0.3,1.1
Earl Jones,0.0,0.0,0.0,0.0,0.0,-0.307,3.5,0.0,0.5,0.0,0.0,0.0,0.0
Kiki Vandeweghe,0.603,5.1,6.2,7.2,1.2,0.161,34.8,8.6,16.1,0.534,0.538,1.5,22.4
Jim Paxson,0.555,5.5,16.6,4.6,1.9,0.138,33.1,7.5,14.5,0.514,0.517,3.9,17.9
Mychal Thompson,0.554,13.2,11.0,2.9,3.1,0.111,33.1,7.2,14.1,0.515,0.515,2.6,18.4
Clyde Drexler,0.534,10.4,24.4,4.0,3.5,0.141,31.9,7.2,14.5,0.494,0.497,5.5,17.2
Darnell Valentine,0.541,5.4,28.9,2.6,2.4,0.106,30.4,4.3,9.1,0.473,0.473,7.0,11.6
Sam Bowie,0.578,16.6,12.2,2.2,3.5,0.123,29.2,3.9,7.3,0.537,0.537,2.8,10.0
Kenny Carr,0.572,16.1,6.6,0.7,1.4,0.091,23.3,4.0,7.6,0.523,0.523,1.2,10.4
Steve Colter,0.52,5.7,21.2,0.9,1.4,0.076,18.7,2.8,6.1,0.453,0.48,3.1,7.1
Audie Norris,0.6,12.5,5.2,0.6,1.4,0.083,14.3,1.7,3.1,0.543,0.543,0.6,5.1
Jerome Kersey,0.524,12.0,8.8,1.0,1.2,0.111,12.4,2.3,4.8,0.478,0.478,0.8,6.1
Bernard Thompson,0.42,8.0,12.4,-0.3,0.6,0.022,9.1,1.3,3.6,0.373,0.373,0.9,3.3
Tom Scheffler,0.435,15.9,4.8,-0.2,0.4,0.037,6.9,0.5,1.3,0.412,0.412,0.3,1.3
Larry Nance,0.612,13.8,11.1,4.7,3.2,0.173,36.1,8.4,14.4,0.587,0.588,2.6,19.9
Kyle Macy,0.555,5.0,25.3,2.7,1.9,0.11,31.0,4.3,9.0,0.485,0.504,5.8,11.0
Maurice Lucas,0.517,18.9,12.8,0.1,2.4,0.072,26.5,5.5,11.5,0.476,0.476,2.3,13.4
Alvan Adams,0.578,13.3,21.8,3.5,3.3,0.152,26.0,5.8,11.2,0.52,0.52,3.8,14.7
Jay Humphries,0.502,4.5,22.6,-0.2,2.2,0.044,25.8,3.5,7.8,0.446,0.449,4.4,8.8
James Edwards,0.562,12.3,12.8,1.7,2.0,0.099,25.5,5.5,10.9,0.501,0.501,2.2,14.9
Walter Davis,0.506,3.5,26.8,0.2,0.4,0.05,24.8,6.0,13.4,0.45,0.455,4.3,15.0
Michael Holton,0.497,4.2,15.2,-0.6,1.4,0.023,23.8,3.5,7.8,0.446,0.458,2.7,8.4
Charles Jones,0.566,14.3,11.1,0.8,2.1,0.089,20.1,3.0,5.8,0.52,0.52,1.6,8.4
Mike Sanders,0.535,12.1,10.2,0.3,0.6,0.093,19.9,4.0,8.3,0.486,0.486,1.4,10.2
Rod Foster,0.508,3.4,21.1,-0.2,1.2,0.034,16.7,3.6,8.1,0.45,0.482,2.4,8.8
Alvin Scott,0.473,7.4,12.9,-0.1,1.2,0.045,16.1,1.4,3.4,0.429,0.431,1.6,3.6
Charles Pittman,0.555,12.8,8.9,-0.1,1.0,0.044,14.7,1.6,3.3,0.471,0.471,1.0,4.8
Rick Robey,0.253,9.4,12.3,-0.2,0.1,-0.191,12.0,0.5,2.3,0.222,0.222,1.3,1.3
Michael Young,0.333,10.3,0.0,0.0,0.0,-0.072,5.5,1.0,3.0,0.333,0.333,0.0,2.0
Tom Chambers,0.56,11.5,11.6,3.1,2.9,0.098,36.1,7.8,16.1,0.483,0.485,2.6,21.5
Jack Sikma,0.564,17.4,18.6,4.6,3.7,0.166,35.3,6.8,13.9,0.489,0.49,4.2,18.5
Gerald Henderson,0.529,4.2,31.5,1.4,2.3,0.067,33.5,5.4,11.3,0.479,0.484,7.1,13.4
Al Wood,0.521,6.4,14.7,2.2,2.1,0.08,31.8,6.4,13.3,0.485,0.489,3.0,15.0
Danny Vranes,0.48,11.7,9.4,-0.6,2.4,0.039,28.5,2.4,5.3,0.463,0.464,2.0,5.8
Ricky Sobers,0.501,4.0,26.3,-0.9,1.0,0.002,21.0,3.9,8.8,0.446,0.452,3.5,9.9
Tim McCormick,0.606,14.6,7.4,2.3,1.5,0.114,20.3,3.4,6.2,0.557,0.557,1.0,9.3
Jon Sundvold,0.47,3.5,26.2,-0.5,0.7,0.008,15.8,2.3,5.5,0.425,0.44,2.8,5.5
Scooter McCray,0.638,10.6,9.8,-0.1,0.1,-0.012,15.5,1.0,1.7,0.6,0.6,1.2,2.5
Joe Cooper,0.482,11.6,6.6,0.1,0.1,0.117,15.0,2.3,5.0,0.467,0.467,0.7,5.7
Frank Brickowski,0.533,13.5,12.9,-0.3,1.3,0.042,14.3,1.9,3.9,0.492,0.492,1.3,4.9
Reggie King,0.477,8.2,8.1,-0.2,0.7,0.028,14.3,1.1,2.5,0.423,0.423,0.9,2.8
Cory Blackwell,0.387,10.1,7.0,-1.5,0.5,-0.081,9.2,1.5,4.0,0.367,0.367,0.4,3.4
Danny Young,0.2,6.7,10.2,-0.2,0.0,-0.188,8.7,0.7,3.3,0.2,0.2,0.7,1.3
John Schweitz,0.364,11.1,27.1,-0.5,0.1,-0.191,5.8,1.3,3.9,0.338,0.338,0.9,3.0
Norm Nixon,0.507,4.2,35.7,2.5,1.2,0.061,35.7,7.4,15.8,0.465,0.478,8.8,17.2
Derek Smith,0.592,8.6,12.1,6.3,1.7,0.139,34.5,8.5,15.9,0.537,0.538,2.7,22.1
Marques Johnson,0.489,9.7,14.6,1.2,1.5,0.053,34.0,6.9,15.2,0.452,0.453,3.4,16.4
James Donaldson,0.679,15.5,2.7,2.5,2.5,0.101,29.2,4.3,6.7,0.637,0.637,0.6,11.3
Junior Bridgeman,0.516,6.2,12.5,2.2,0.9,0.074,25.5,5.8,12.4,0.465,0.472,2.1,13.9
Bill Walton,0.558,20.2,13.0,0.6,2.7,0.097,24.6,4.0,7.7,0.521,0.521,2.3,10.1
Michael Cage,0.582,13.5,4.2,1.8,1.4,0.096,21.5,2.9,5.3,0.543,0.543,0.7,7.1
Harvey Catchings,0.539,13.8,1.6,0.1,1.0,0.05,15.0,1.0,2.1,0.483,0.483,0.2,2.9
Rory White,0.562,9.8,4.0,0.3,0.7,0.045,13.8,1.8,3.5,0.516,0.516,0.4,4.7
Franklin Edwards,0.594,3.9,27.0,0.4,0.2,0.134,12.4,2.3,4.1,0.545,0.545,2.4,5.7
Bryan Warrick,0.543,4.5,27.7,0.2,0.4,0.035,12.3,1.5,3.0,0.491,0.494,2.6,3.7
Lancaster Gordon,0.42,5.0,17.6,-1.2,0.4,-0.055,10.8,1.7,4.6,0.383,0.387,1.4,4.1
Jay Murphy,0.236,15.2,3.2,-0.6,0.1,-0.154,6.5,0.3,2.2,0.16,0.16,0.2,1.2
Dale Wilkinson,0.41,4.4,6.7,-0.1,0.0,-0.11,3.8,0.4,1.4,0.286,0.286,0.2,1.4
Purvis Short,0.533,7.2,12.3,5.4,0.8,0.097,39.5,10.5,22.8,0.46,0.473,3.0,28.0
Sleepy Floyd,0.514,3.9,21.1,2.3,0.8,0.052,35.0,7.4,16.7,0.445,0.46,5.0,19.5
Jerome Whitehead,0.553,13.7,2.9,2.7,0.9,0.069,32.1,5.3,10.4,0.51,0.51,0.7,13.0
Larry Smith,0.553,19.5,5.2,3.1,1.6,0.09,31.2,4.6,8.6,0.53,0.53,1.2,11.1
Lester Conner,0.508,6.1,21.2,1.5,1.3,0.06,28.6,3.1,6.9,0.451,0.454,4.7,8.1
Mickey Johnson,0.513,14.2,13.9,1.6,1.1,0.083,23.7,4.6,10.8,0.426,0.431,2.3,13.3
Terry Teagle,0.575,7.0,6.1,0.7,0.1,0.108,18.1,3.8,7.1,0.541,0.548,0.7,9.1
Othell Wilson,0.501,5.8,22.2,0.1,0.7,0.028,17.0,1.8,3.9,0.46,0.466,2.9,4.4
Chuck Aleksinas,0.509,13.6,4.4,0.1,0.4,0.019,15.1,2.2,4.6,0.478,0.478,0.5,5.1
Mike Bratz,0.502,4.4,22.1,0.4,0.4,0.05,13.3,1.9,4.5,0.424,0.436,2.2,5.1
Gary Plummer,0.459,10.7,4.9,-0.4,0.2,-0.012,10.6,1.4,3.5,0.397,0.399,0.4,3.8
Peter Thibeaux,0.515,8.4,5.4,0.1,0.1,0.027,9.0,1.8,3.8,0.482,0.482,0.3,4.5
Steve Burtt,0.444,3.8,6.8,-0.5,0.1,-0.043,8.9,1.5,4.0,0.383,0.383,0.4,4.2
