,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Mo Bamba,0.539,16.3,7.4,0.3,1.4,0.106,16.3,2.5,5.2,0.481,0.525,0.8,6.2
Jerian Grant,0.526,5.6,22.4,0.5,1.1,0.085,15.7,1.5,3.7,0.418,0.509,2.6,4.2
Isaiah Briscoe,0.455,7.1,21.0,-0.3,0.5,0.023,14.3,1.4,3.5,0.399,0.438,2.2,3.5
Khem Birch,0.64,15.8,8.5,1.8,1.0,0.212,12.9,1.8,3.0,0.603,0.603,0.8,4.8
Jarell Martin,0.528,11.9,7.8,0.1,0.4,0.073,7.8,1.0,2.5,0.413,0.51,0.4,2.7
Amile Jefferson,0.692,16.5,6.4,0.2,0.1,0.258,5.7,0.8,1.3,0.625,0.625,0.3,2.3
Melvin Frazier,0.33,6.1,3.3,-0.2,0.0,-0.133,4.4,0.7,2.1,0.333,0.333,0.1,1.5
Troy Caupain,0.625,10.0,42.5,0.1,0.0,0.347,4.0,1.0,2.0,0.5,0.625,1.0,2.5
Kemba Walker,0.558,6.8,29.4,5.5,1.9,0.123,34.9,8.9,20.5,0.434,0.511,5.9,25.6
Nicolas Batum,0.581,8.9,14.5,2.0,1.7,0.076,31.4,3.4,7.5,0.45,0.553,3.3,9.3
Jeremy Lamb,0.552,10.4,11.9,3.3,2.0,0.113,28.5,5.5,12.4,0.44,0.499,2.2,15.3
Marvin Williams,0.548,10.3,6.1,1.9,1.9,0.086,28.4,3.7,8.7,0.422,0.529,1.2,10.1
Cody Zeller,0.611,14.5,12.1,2.6,1.2,0.15,25.4,3.9,7.0,0.551,0.559,2.1,10.1
Miles Bridges,0.548,10.3,8.1,1.4,1.5,0.083,21.2,3.0,6.4,0.464,0.527,1.2,7.5
Michael Kidd-Gilchrist,0.553,11.3,7.4,1.5,1.0,0.1,18.4,2.5,5.2,0.476,0.5,1.0,6.7
Tony Parker,0.512,4.5,33.3,0.6,0.3,0.044,17.9,3.8,8.3,0.46,0.474,3.7,9.5
Dwayne Bacon,0.57,6.3,9.2,0.9,0.3,0.073,17.7,2.8,6.0,0.475,0.549,1.1,7.3
Malik Monk,0.518,5.9,14.3,-0.4,0.7,0.012,17.2,3.1,8.0,0.387,0.48,1.6,8.9
Frank Kaminsky,0.587,11.7,12.9,1.3,0.5,0.114,16.1,2.9,6.3,0.463,0.547,1.3,8.6
Devonte' Graham,0.459,5.0,24.8,0.2,0.3,0.035,14.7,1.6,4.7,0.343,0.421,2.6,4.7
Bismack Biyombo,0.602,17.0,5.9,1.2,0.8,0.125,14.5,1.6,2.9,0.571,0.571,0.6,4.4
Willy Hernangómez,0.587,20.7,11.5,1.8,0.8,0.153,14.0,2.6,5.1,0.519,0.544,1.0,7.3
Shelvin Mack,0.251,2.6,3.0,-0.3,0.0,-0.304,10.5,0.5,3.5,0.143,0.143,0.3,2.3
J.P. Macura,0.333,9.5,18.0,0.0,0.0,-0.11,8.5,1.5,4.5,0.333,0.333,1.0,3.0
Joe Chealey,0.333,0.0,17.7,0.0,0.0,-0.08,8.0,1.0,3.0,0.333,0.333,1.0,2.0
Josh Richardson,0.536,5.5,17.9,3.0,2.6,0.106,34.8,5.8,14.1,0.412,0.492,4.1,16.6
Justise Winslow,0.513,9.6,21.9,0.2,2.6,0.067,29.7,4.9,11.3,0.433,0.497,4.3,12.6
Goran Dragić,0.517,6.0,27.3,0.6,1.0,0.079,27.5,5.0,12.0,0.413,0.479,4.8,13.7
Dwyane Wade,0.51,8.0,26.5,0.1,2.3,0.061,26.2,5.8,13.3,0.433,0.478,4.2,15.0
Dion Waiters,0.53,5.4,16.4,0.1,1.1,0.052,25.9,4.5,10.9,0.414,0.528,2.8,12.0
Tyler Johnson,0.54,5.7,14.9,0.5,1.3,0.075,25.5,3.9,9.1,0.426,0.516,2.5,10.8
Rodney McGruder,0.51,8.2,10.3,0.4,1.6,0.059,23.5,2.8,7.0,0.403,0.489,1.7,7.6
Bam Adebayo,0.623,16.6,14.2,3.4,3.4,0.171,23.3,3.4,5.9,0.576,0.579,2.2,8.9
Hassan Whiteside,0.564,25.9,5.6,2.3,4.0,0.18,23.3,5.4,9.4,0.571,0.572,0.8,12.3
Kelly Olynyk,0.61,11.0,11.4,2.3,2.5,0.126,22.9,3.3,7.1,0.463,0.563,1.8,10.0
Wayne Ellington,0.547,4.7,7.8,0.4,0.6,0.091,21.3,2.8,7.4,0.375,0.53,1.2,8.4
James Johnson,0.522,8.0,17.0,0.0,1.5,0.062,21.2,3.0,6.9,0.433,0.499,2.5,7.8
Derrick Jones Jr.,0.559,11.1,4.7,1.2,1.7,0.121,19.2,2.7,5.4,0.494,0.537,0.6,7.0
Duncan Robinson,0.514,6.3,4.4,0.0,0.2,0.051,10.7,1.2,3.1,0.391,0.5,0.3,3.3
Udonis Haslem,0.36,19.4,4.0,-0.2,0.1,-0.075,7.4,1.1,3.3,0.333,0.333,0.2,2.5
Yante Maten,0.25,12.3,0.0,0.0,0.0,-0.026,6.5,0.5,2.0,0.25,0.25,0.0,1.0
Ryan Anderson,0.354,10.9,5.8,0.0,0.0,-0.009,4.4,0.2,0.9,0.222,0.333,0.2,0.7
Emanuel Terry,0.266,17.7,40.5,0.0,0.0,0.045,3.0,0.0,1.0,0.0,0.0,1.0,1.0
Bradley Beal,0.581,7.4,24.1,5.9,1.7,0.12,36.9,9.3,19.6,0.475,0.54,5.5,25.6
John Wall,0.527,5.7,39.2,0.5,0.7,0.051,34.5,7.7,17.3,0.444,0.49,8.7,20.7
Trevor Ariza,0.538,8.4,15.5,1.1,0.8,0.062,34.1,4.8,11.8,0.409,0.502,3.8,14.1
Otto Porter Jr.,0.551,10.5,9.6,1.0,1.1,0.085,29.0,4.9,10.8,0.457,0.531,2.0,12.6
Bobby Portis,0.53,17.1,8.4,0.2,0.7,0.058,27.4,5.6,12.8,0.44,0.507,1.5,14.3
Jabari Parker,0.587,14.3,15.4,0.3,0.6,0.063,27.3,6.0,11.4,0.523,0.565,2.7,15.0
Jeff Green,0.608,8.0,9.2,2.8,0.8,0.083,27.2,4.2,8.9,0.475,0.555,1.8,12.3
Tomáš Satoranský,0.59,7.0,24.6,3.8,0.9,0.104,27.1,3.2,6.6,0.485,0.545,5.0,8.9
Markieff Morris,0.543,10.7,9.6,0.4,0.5,0.051,26.0,4.2,9.6,0.436,0.509,1.8,11.5
Kelly Oubre Jr.,0.545,9.3,3.8,0.3,0.5,0.053,26.0,4.6,10.5,0.433,0.5,0.7,12.9
Dwight Howard,0.638,19.6,2.6,0.4,0.2,0.124,25.6,4.8,7.7,0.623,0.623,0.4,12.8
Austin Rivers,0.49,5.6,11.2,-0.4,0.2,-0.014,23.6,2.6,6.7,0.392,0.477,2.0,7.2
Thomas Bryant,0.674,16.5,9.3,4.3,1.3,0.178,20.8,4.3,7.0,0.616,0.648,1.3,10.5
Sam Dekker,0.514,10.1,8.4,0.4,0.4,0.059,16.3,2.6,5.5,0.471,0.505,1.0,6.1
Chasson Randle,0.555,4.1,17.5,0.4,0.2,0.041,15.2,1.9,4.4,0.419,0.525,2.0,5.5
Ian Mahinmi,0.531,13.9,6.5,0.5,0.5,0.092,14.6,1.4,3.1,0.452,0.466,0.7,4.1
Troy Brown Jr.,0.487,10.8,14.9,0.2,0.4,0.039,14.0,1.9,4.5,0.415,0.462,1.5,4.8
Devin Robinson,0.616,11.4,9.5,0.2,0.1,0.175,13.6,2.7,4.6,0.594,0.594,0.9,6.7
Wesley Johnson,0.372,6.2,5.6,-0.3,0.0,-0.075,13.1,0.8,3.3,0.25,0.325,0.6,2.8
Jordan McRae,0.55,6.5,13.2,0.3,0.2,0.066,12.3,2.3,4.8,0.469,0.508,1.1,5.9
Ron Baker,0.0,4.8,5.1,-0.1,0.0,-0.12,11.3,0.0,1.0,0.0,0.0,0.5,0.0
Jason Smith,0.52,15.4,12.3,0.1,0.1,0.07,10.8,1.3,3.1,0.405,0.459,1.0,3.7
Gary Payton II,0.688,6.8,45.1,0.1,0.0,0.358,5.3,1.7,2.7,0.625,0.688,1.3,3.7
John Jenkins,1.5,3.9,9.9,0.1,0.0,0.202,3.5,0.5,0.5,1.0,1.5,0.3,1.5
Okaro White,0.0,18.1,0.0,0.0,0.0,-0.251,2.0,0.0,0.7,0.0,0.0,0.0,0.0
Trae Young,0.539,6.3,40.5,2.5,0.7,0.062,30.9,6.5,15.5,0.418,0.48,8.1,19.1
John Collins,0.627,17.1,11.0,5.0,1.0,0.158,30.0,7.6,13.6,0.56,0.593,2.0,19.5
Taurean Prince,0.575,6.7,11.1,0.8,0.7,0.047,28.2,4.8,10.8,0.441,0.545,2.1,13.5
Kevin Huerter,0.533,6.3,14.5,0.7,0.7,0.034,27.3,3.7,8.8,0.419,0.522,2.9,9.7
Dewayne Dedmon,0.602,15.7,8.1,2.1,1.9,0.119,25.1,4.0,8.2,0.492,0.571,1.4,10.8
Kent Bazemore,0.507,8.3,13.5,-0.7,1.4,0.021,24.5,4.1,10.3,0.402,0.472,2.3,11.6
DeAndre' Bembry,0.508,9.7,14.7,-0.9,1.7,0.022,23.5,3.4,7.5,0.446,0.487,2.5,8.4
Alex Len,0.575,14.4,8.6,2.2,1.0,0.1,20.1,4.2,8.4,0.494,0.551,1.1,11.1
Jeremy Lin,0.594,6.2,26.7,1.5,0.4,0.092,19.7,3.5,7.6,0.466,0.523,3.5,10.7
Vince Carter,0.565,7.7,9.3,1.2,0.7,0.07,17.5,2.6,6.2,0.419,0.55,1.1,7.4
Omari Spellman,0.516,12.7,8.0,0.6,0.5,0.07,17.5,2.1,5.3,0.402,0.492,1.0,5.9
Alex Poythress,0.571,13.1,7.7,0.4,0.2,0.086,14.5,1.9,3.9,0.494,0.549,0.8,5.1
Deyonta Davis,0.682,16.0,5.8,0.3,0.1,0.145,13.1,1.7,2.4,0.682,0.682,0.6,4.0
Jaylen Adams,0.474,7.4,19.8,-0.1,0.2,0.011,12.6,1.1,3.2,0.345,0.459,1.9,3.2
Isaac Humphries,0.357,10.3,0.0,-0.1,0.0,-0.047,11.2,1.2,4.2,0.286,0.357,0.0,3.0
Daniel Hamilton,0.455,12.1,14.5,-0.2,0.1,-0.024,10.7,1.2,3.2,0.383,0.45,1.2,3.0
Justin Anderson,0.516,9.5,6.9,0.1,0.4,0.043,9.6,1.3,3.3,0.408,0.484,0.5,3.7
Miles Plumlee,0.654,11.8,14.7,0.4,0.1,0.145,9.6,1.8,2.7,0.667,0.667,0.9,4.4
Tyler Dorsey,0.448,9.0,9.3,-0.2,0.1,-0.01,9.3,1.2,3.3,0.36,0.416,0.6,3.3
B.J. Johnson,0.622,9.8,0.0,0.0,0.0,0.076,7.2,1.3,2.7,0.5,0.594,0.0,3.5
Tyler Zeller,0.0,28.7,10.6,0.0,0.0,-0.013,5.5,0.0,1.0,0.0,0.0,0.5,0.0
Jordan Sibert,1.5,0.0,0.0,0.0,0.0,0.183,4.0,1.0,1.0,1.0,1.5,0.0,3.0
Jamal Murray,0.538,7.0,22.4,2.8,2.3,0.1,32.6,6.8,15.6,0.437,0.502,4.8,18.2
Nikola Jokić,0.589,18.7,37.0,7.5,4.3,0.226,31.3,7.7,15.1,0.511,0.545,7.3,20.1
Gary Harris,0.526,5.3,11.0,1.1,1.5,0.076,28.8,4.7,11.2,0.424,0.488,2.2,12.9
Will Barton,0.501,9.1,14.6,0.1,1.1,0.049,27.7,4.3,10.7,0.402,0.475,2.9,11.5
Paul Millsap,0.57,14.4,10.6,3.2,2.9,0.155,27.1,4.6,9.5,0.484,0.528,2.0,12.6
Monte Morris,0.577,5.3,21.7,4.4,1.8,0.151,24.0,4.2,8.6,0.493,0.56,3.6,10.4
Malik Beasley,0.599,5.8,7.5,2.9,1.6,0.115,23.2,4.3,9.1,0.474,0.584,1.2,11.3
Mason Plumlee,0.602,16.4,19.5,2.9,2.9,0.16,21.1,3.2,5.4,0.593,0.595,3.0,7.8
Torrey Craig,0.547,9.5,6.3,1.4,1.7,0.096,20.0,2.1,4.8,0.442,0.526,1.0,5.7
Juancho Hernangómez,0.58,10.6,5.3,1.6,1.4,0.105,19.4,2.0,4.5,0.439,0.545,0.8,5.8
Trey Lyles,0.5,11.9,11.3,-0.2,1.4,0.05,17.5,3.2,7.7,0.418,0.47,1.4,8.5
Isaiah Thomas,0.437,3.9,18.6,-0.4,0.1,-0.077,15.1,2.8,8.3,0.343,0.404,1.9,8.1
Nick Young,0.5,1.5,6.8,0.0,0.0,-0.021,9.3,0.8,2.3,0.333,0.5,0.5,2.3
Jarred Vanderbilt,0.513,18.0,5.9,-0.1,0.1,0.037,4.1,0.5,1.1,0.474,0.474,0.2,1.4
Tyler Lydon,0.595,10.4,8.2,0.1,0.1,0.086,3.8,0.4,0.7,0.5,0.611,0.2,0.9
Brandon Goodwin,0.413,2.8,32.1,0.0,0.0,0.021,3.6,0.4,1.4,0.261,0.304,0.9,1.4
Thomas Welsh,0.648,6.0,20.5,0.1,0.0,0.162,3.3,0.6,1.2,0.538,0.654,0.5,1.6
DeVaughn Akoon-Purcell,0.322,9.8,37.1,-0.1,0.0,-0.051,3.1,0.4,1.4,0.3,0.3,0.9,1.0
Damian Lillard,0.588,7.0,30.6,9.7,2.4,0.205,35.5,8.5,19.2,0.444,0.522,6.9,25.8
CJ McCollum,0.553,6.3,13.8,4.0,1.7,0.114,33.9,8.2,17.8,0.459,0.527,3.0,21.0
Al-Farouq Aminu,0.568,14.2,6.0,3.0,2.8,0.121,28.3,3.2,7.3,0.433,0.514,1.3,9.4
Jusuf Nurkić,0.57,20.2,17.9,4.4,3.3,0.189,27.4,5.8,11.5,0.508,0.51,3.2,15.6
Rodney Hood,0.549,3.6,7.1,0.6,0.5,0.077,24.4,3.6,8.0,0.452,0.518,1.3,9.6
Maurice Harkless,0.547,10.1,7.1,1.5,1.9,0.114,23.6,3.2,6.5,0.487,0.53,1.2,7.7
Enes Freedom,0.614,20.6,9.9,1.5,0.6,0.196,22.3,5.4,9.3,0.577,0.584,1.4,13.1
Evan Turner,0.504,10.9,23.6,0.5,1.5,0.06,22.0,2.8,6.1,0.46,0.473,3.9,6.8
Seth Curry,0.595,4.6,6.5,1.5,0.9,0.082,18.9,2.9,6.3,0.456,0.577,0.9,7.9
Jake Layman,0.594,8.7,5.6,1.9,1.2,0.111,18.7,3.0,6.0,0.509,0.579,0.7,7.6
Zach Collins,0.562,12.7,7.1,1.4,1.5,0.104,17.6,2.5,5.2,0.473,0.523,0.9,6.6
Nik Stauskas,0.545,6.3,12.6,0.3,0.4,0.055,15.3,2.2,5.2,0.419,0.513,1.4,6.1
Meyers Leonard,0.675,14.2,11.8,2.1,0.9,0.164,14.4,2.2,4.0,0.545,0.649,1.2,5.9
Caleb Swanigan,0.372,19.1,6.2,-0.4,0.2,-0.086,8.1,0.8,2.4,0.318,0.33,0.4,1.9
Gary Trent Jr.,0.377,5.3,6.2,-0.3,0.1,-0.092,7.4,1.1,3.3,0.32,0.37,0.3,2.7
Anfernee Simons,0.535,4.9,13.7,0.0,0.0,0.02,7.1,1.4,3.2,0.444,0.524,0.7,3.8
Skal Labissière,0.716,16.1,11.9,0.2,0.1,0.216,7.0,1.4,2.1,0.684,0.737,0.6,3.4
Wade Baldwin,0.396,8.5,16.6,-0.4,0.1,-0.153,5.9,0.6,2.1,0.303,0.333,0.8,1.9
Donovan Mitchell,0.537,6.6,21.2,1.3,3.7,0.092,33.7,8.6,19.9,0.432,0.493,4.2,23.8
Rudy Gobert,0.682,21.9,9.6,8.7,5.7,0.268,31.8,5.9,8.8,0.669,0.669,2.0,15.9
Joe Ingles,0.581,7.0,26.1,2.5,3.6,0.113,31.3,4.4,9.8,0.448,0.565,5.7,12.1
Ricky Rubio,0.52,6.9,32.1,0.9,2.8,0.095,27.9,4.3,10.7,0.404,0.458,6.1,12.7
Jae Crowder,0.538,9.6,8.9,1.3,3.1,0.097,27.1,4.0,10.0,0.399,0.508,1.7,11.9
Derrick Favors,0.624,17.2,8.0,4.4,3.5,0.215,23.2,4.8,8.1,0.586,0.6,1.2,11.8
Royce O'Neale,0.589,9.2,10.0,0.7,2.5,0.094,20.4,2.0,4.2,0.475,0.574,1.5,5.2
Kyle Korver,0.569,6.7,8.6,0.8,1.3,0.091,20.1,3.1,7.5,0.408,0.547,1.2,9.1
Alec Burks,0.547,5.4,11.2,0.2,0.3,0.084,15.8,2.8,6.7,0.412,0.482,1.2,8.4
Dante Exum,0.516,5.5,24.1,0.2,0.7,0.069,15.8,2.4,5.7,0.419,0.456,2.6,6.9
Raul Neto,0.558,7.1,28.7,0.5,0.6,0.116,12.8,2.0,4.4,0.46,0.522,2.5,5.3
Thabo Sefolosha,0.599,10.9,6.1,0.2,1.2,0.115,12.2,1.4,3.0,0.477,0.591,0.5,3.8
Tony Bradley,0.504,22.6,4.5,0.0,0.1,0.13,12.0,2.7,5.3,0.5,0.5,0.3,5.7
Grayson Allen,0.516,3.0,8.9,-0.4,0.4,0.002,10.9,1.8,4.7,0.376,0.466,0.7,5.6
Georges Niang,0.613,9.1,10.1,0.7,0.7,0.123,8.7,1.5,3.1,0.475,0.594,0.6,4.0
Ekpe Udoh,0.698,15.2,12.8,0.9,0.7,0.238,6.3,1.0,1.4,0.694,0.694,0.5,2.3
Naz Mitrou-Long,0.383,3.9,23.3,-0.2,0.1,-0.046,6.0,0.4,1.4,0.3,0.35,1.1,1.1
Tyler Cavanaugh,0.414,11.1,3.4,0.0,0.0,0.026,3.5,0.3,0.9,0.3,0.35,0.1,0.8
Paul George,0.583,11.4,17.7,7.0,4.9,0.201,36.9,9.2,21.0,0.438,0.529,4.1,28.0
Russell Westbrook,0.501,15.8,46.5,1.8,5.0,0.124,36.0,8.6,20.2,0.428,0.468,10.7,22.9
Steven Adams,0.591,14.7,6.6,5.1,4.0,0.163,33.4,6.0,10.1,0.595,0.595,1.6,13.9
Jerami Grant,0.592,8.2,4.2,4.0,3.3,0.134,32.7,5.1,10.3,0.497,0.567,1.0,13.6
Dennis Schröder,0.508,6.3,20.4,0.4,2.4,0.06,29.3,5.8,14.0,0.414,0.47,4.1,15.5
Terrance Ferguson,0.566,3.8,4.8,1.2,1.6,0.07,26.1,2.5,5.8,0.429,0.552,1.0,6.9
Álex Abrines,0.507,4.2,4.3,0.1,0.6,0.053,19.0,1.8,5.1,0.357,0.487,0.6,5.3
Markieff Morris,0.475,12.1,6.8,0.2,0.5,0.083,16.1,2.5,6.5,0.391,0.455,0.8,6.5
Nerlens Noel,0.608,15.9,5.9,1.9,2.5,0.198,13.7,2.1,3.6,0.587,0.587,0.6,4.9
Patrick Patterson,0.493,8.8,4.6,0.2,0.9,0.064,13.7,1.3,3.5,0.374,0.479,0.5,3.6
Raymond Felton,0.505,4.6,18.7,0.3,0.4,0.087,11.5,1.7,4.1,0.407,0.481,1.6,4.3
Abdel Nader,0.522,8.6,3.8,0.0,0.9,0.062,11.4,1.5,3.5,0.423,0.498,0.3,4.0
Hamidou Diallo,0.497,9.5,4.4,0.1,0.7,0.069,10.3,1.5,3.2,0.455,0.467,0.3,3.7
Deonte Burton,0.47,6.0,5.0,-0.2,0.3,0.027,7.5,1.0,2.6,0.402,0.451,0.3,2.6
Timothé Luwawu-Cabarrot,0.383,7.6,4.2,-0.2,0.1,-0.033,5.9,0.6,2.0,0.302,0.36,0.2,1.7
Tyler Davis,0.0,51.6,0.0,0.0,0.0,-0.471,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Jawun Evans,0.0,0.0,0.0,0.0,0.0,-0.946,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Donte Grantham,0.0,0.0,0.0,0.0,0.0,-0.946,0.7,0.0,0.7,0.0,0.0,0.0,0.0
Jimmy Butler,0.579,7.7,18.2,1.0,0.4,0.176,36.1,7.4,15.7,0.471,0.525,4.3,21.3
Andrew Wiggins,0.493,7.4,10.9,-0.6,1.3,0.012,34.8,6.8,16.6,0.412,0.461,2.5,18.1
Robert Covington,0.58,8.8,5.8,0.9,0.9,0.114,34.7,4.8,11.1,0.433,0.545,1.5,14.5
Karl-Anthony Towns,0.622,20.0,17.2,7.2,3.2,0.197,33.1,8.8,17.1,0.518,0.572,3.4,24.4
Jeff Teague,0.528,4.5,37.6,1.7,0.5,0.085,30.1,4.2,9.9,0.423,0.465,8.2,12.1
Derrick Rose,0.557,5.4,26.4,2.6,0.3,0.102,27.3,7.1,14.8,0.482,0.518,4.3,18.0
Taj Gibson,0.612,14.5,7.3,3.7,1.4,0.144,24.1,4.3,7.7,0.566,0.576,1.2,10.8
Dario Šarić,0.579,12.2,8.8,2.4,0.9,0.099,23.9,3.8,8.3,0.454,0.54,1.5,10.5
Josh Okogie,0.492,6.6,6.9,-0.1,1.4,0.034,23.7,2.6,6.9,0.386,0.445,1.2,7.7
Tyus Jones,0.491,4.6,28.3,2.1,0.9,0.091,22.9,2.7,6.6,0.415,0.46,4.8,6.9
Jerryd Bayless,0.431,5.0,24.6,-0.2,0.2,-0.003,19.3,2.4,6.8,0.357,0.42,3.5,6.1
Luol Deng,0.588,10.0,6.5,0.5,0.3,0.101,17.8,2.7,5.4,0.5,0.559,0.8,7.1
Keita Bates-Diop,0.489,8.8,4.6,0.0,0.4,0.032,16.8,2.0,4.7,0.423,0.468,0.6,5.0
Anthony Tolliver,0.571,8.8,5.5,0.6,0.5,0.052,16.6,1.5,4.0,0.382,0.539,0.7,5.0
Cameron Reynolds,0.58,6.4,6.8,0.3,0.1,0.078,13.6,1.7,4.1,0.423,0.558,0.7,5.0
Gorgui Dieng,0.572,16.1,10.3,1.5,1.3,0.132,13.6,2.5,5.0,0.501,0.527,0.9,6.4
Isaiah Canaan,0.536,2.8,26.9,0.1,0.0,0.079,13.6,1.6,4.1,0.379,0.5,2.7,4.7
Mitch Creek,0.5,8.9,13.6,0.0,0.0,0.011,12.0,3.0,6.0,0.5,0.5,1.0,6.0
C.J. Williams,0.55,3.3,12.9,0.1,0.1,0.042,8.5,1.1,2.3,0.486,0.557,0.8,2.6
Jared Terrell,0.372,2.9,14.4,-0.4,0.0,-0.14,7.9,0.9,2.8,0.308,0.359,0.9,2.2
James Nunnally,0.593,3.3,10.9,0.1,0.0,0.097,4.9,0.7,1.6,0.429,0.548,0.4,2.1
Kevin Durant,0.631,9.8,26.2,8.6,2.9,0.204,34.6,9.2,17.7,0.521,0.571,5.9,26.0
Klay Thompson,0.571,6.0,10.5,2.9,2.3,0.095,34.0,8.4,18.0,0.467,0.553,2.4,21.5
Stephen Curry,0.641,8.4,24.2,7.2,2.5,0.199,33.8,9.2,19.4,0.472,0.604,5.2,27.3
Draymond Green,0.526,12.4,26.8,1.1,3.2,0.1,31.3,2.8,6.4,0.445,0.501,6.9,7.4
DeMarcus Cousins,0.562,17.1,20.4,0.9,1.5,0.151,25.7,5.9,12.4,0.48,0.515,3.6,16.3
Andre Iguodala,0.587,8.5,16.8,2.4,1.8,0.129,23.2,2.2,4.4,0.5,0.579,3.2,5.7
Kevon Looney,0.636,15.0,10.9,4.2,1.8,0.194,18.5,2.7,4.3,0.625,0.627,1.5,6.3
Damian Jones,0.72,9.8,8.7,1.0,0.5,0.173,17.1,2.2,3.1,0.716,0.716,1.2,5.4
Jonas Jerebko,0.588,12.6,10.1,2.1,1.2,0.13,16.7,2.2,4.9,0.459,0.556,1.3,6.3
Shaun Livingston,0.555,6.5,14.8,1.2,0.9,0.101,15.1,1.7,3.3,0.519,0.519,1.8,4.0
Quinn Cook,0.565,7.9,15.2,1.0,0.8,0.082,14.3,2.8,5.9,0.465,0.557,1.6,6.9
Alfonzo McKinnie,0.569,13.1,4.0,1.2,0.9,0.1,13.9,1.9,3.8,0.487,0.564,0.4,4.7
Andrew Bogut,0.523,21.9,10.6,0.1,0.2,0.111,12.2,1.6,3.3,0.5,0.5,1.0,3.5
Damion Lee,0.578,9.1,4.5,0.3,0.4,0.09,11.7,1.8,4.0,0.441,0.547,0.4,4.9
Jordan Bell,0.531,12.5,12.3,0.5,1.1,0.096,11.6,1.5,2.8,0.516,0.516,1.1,3.3
Jacob Evans,0.374,6.5,13.7,-0.3,0.2,-0.03,6.8,0.6,1.8,0.34,0.377,0.8,1.3
Marcus Derrickson,0.653,10.4,2.2,0.2,0.0,0.155,6.1,1.5,3.0,0.485,0.636,0.1,4.2
Tobias Harris,0.605,12.0,12.5,3.2,1.8,0.127,34.6,7.7,15.5,0.496,0.561,2.7,20.9
Danilo Gallinari,0.633,10.7,13.2,6.4,1.8,0.191,30.3,6.0,13.0,0.463,0.554,2.6,19.8
Avery Bradley,0.464,4.7,8.8,-1.0,0.6,-0.011,29.9,3.3,8.6,0.383,0.452,2.0,8.2
Landry Shamet,0.601,4.3,11.5,1.1,0.3,0.094,27.8,3.5,8.4,0.414,0.576,2.3,10.9
Patrick Beverley,0.561,9.6,18.4,2.8,2.0,0.108,27.4,2.5,6.1,0.407,0.524,3.8,7.6
Lou Williams,0.554,5.9,33.0,3.9,1.2,0.123,26.6,6.5,15.2,0.425,0.471,5.4,20.0
Shai Gilgeous-Alexander,0.554,5.7,17.8,1.5,1.9,0.074,26.5,4.2,8.7,0.476,0.512,3.3,10.8
Montrezl Harrell,0.636,13.1,12.5,6.1,2.6,0.193,26.3,6.7,10.8,0.615,0.617,2.0,16.6
Ivica Zubac,0.574,20.2,10.9,0.7,0.7,0.132,20.2,3.8,7.2,0.538,0.538,1.5,9.4
JaMychal Green,0.6,17.7,4.3,0.5,0.6,0.113,19.6,3.3,6.8,0.482,0.582,0.6,8.7
Garrett Temple,0.514,6.7,9.4,0.2,0.5,0.061,19.6,1.6,4.1,0.396,0.472,1.4,4.7
Marcin Gortat,0.562,18.4,12.0,0.6,0.8,0.089,16.0,2.1,4.0,0.532,0.532,1.4,5.0
Luc Mbah a Moute,0.495,6.1,4.5,0.0,0.0,0.009,15.3,2.0,4.5,0.444,0.5,0.5,5.0
Wilson Chandler,0.463,11.0,5.9,-0.1,0.2,0.009,15.1,1.5,4.4,0.348,0.447,0.7,4.3
Mike Scott,0.521,12.3,8.1,0.1,0.7,0.055,14.4,1.8,4.4,0.4,0.513,0.8,4.8
Boban Marjanović,0.666,21.4,9.3,1.2,0.5,0.217,10.4,2.4,3.9,0.607,0.607,0.6,6.7
Tyrone Wallace,0.45,8.5,9.5,-0.8,0.5,-0.023,10.1,1.5,3.5,0.424,0.433,0.7,3.5
Miloš Teodosić,0.557,5.7,28.8,-0.1,0.1,-0.019,10.0,1.1,2.7,0.425,0.55,2.1,3.2
Jerome Robinson,0.491,6.8,8.3,-0.2,0.3,0.012,9.7,1.3,3.3,0.4,0.482,0.6,3.4
Ángel Delgado,0.255,14.1,0.0,0.0,0.0,-0.055,7.5,0.5,2.5,0.2,0.2,0.0,1.5
Johnathan Motley,0.563,17.3,11.7,0.1,0.2,0.092,7.1,1.8,3.3,0.534,0.534,0.5,4.6
Sindarius Thornwell,0.485,7.5,7.2,-0.3,0.3,0.004,4.9,0.3,0.8,0.347,0.378,0.3,1.0
Harrison Barnes,0.578,8.4,7.5,1.1,0.5,0.084,33.9,5.0,11.1,0.455,0.54,1.9,14.3
Buddy Hield,0.587,8.1,11.9,4.3,1.6,0.108,31.9,7.6,16.6,0.458,0.56,2.5,20.7
De'Aaron Fox,0.544,6.2,33.2,3.2,2.5,0.106,31.4,6.2,13.6,0.458,0.497,7.3,17.3
Bogdan Bogdanović,0.53,6.4,19.3,1.3,1.4,0.067,27.8,5.2,12.3,0.418,0.496,3.8,14.1
Willie Cauley-Stein,0.566,15.8,12.3,3.8,2.9,0.146,27.3,5.1,9.1,0.556,0.557,2.4,11.9
