,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Kiki Vandeweghe,0.558,5.3,9.4,1.9,0.9,0.144,14.3,2.8,5.7,0.491,0.525,0.9,7.0
Brian Quinnett,0.467,7.2,5.4,0.0,0.3,0.067,7.9,1.2,3.0,0.384,0.452,0.3,3.1
James Donaldson,0.318,13.4,3.2,-0.3,0.1,-0.076,5.8,0.4,1.3,0.278,0.278,0.1,0.9
Tim McCormick,0.497,18.0,11.8,0.1,0.2,0.108,4.9,0.6,1.5,0.424,0.424,0.4,1.9
Carlton McKinney,0.222,6.4,0.0,-0.1,0.0,-0.402,4.5,1.0,4.5,0.222,0.222,0.0,2.0
Kennard Winchester,0.525,13.4,19.3,0.2,0.1,0.222,4.3,0.8,1.8,0.444,0.463,0.5,2.2
Patrick Eddie,0.222,4.4,0.0,-0.1,0.0,-0.267,3.3,0.5,2.3,0.222,0.222,0.0,1.0
Dražen Petrović,0.587,4.5,12.7,6.2,1.6,0.122,36.9,8.1,16.0,0.508,0.555,3.1,20.6
Mookie Blaylock,0.465,5.6,27.2,2.3,2.6,0.092,35.4,6.0,13.8,0.432,0.438,6.8,13.8
Derrick Coleman,0.57,14.8,14.1,3.0,2.6,0.121,34.0,7.4,14.7,0.504,0.516,3.2,19.8
Chris Morris,0.531,10.9,11.2,1.8,2.9,0.094,31.1,4.5,9.4,0.477,0.492,2.6,11.4
Sam Bowie,0.496,14.0,12.5,2.2,2.4,0.101,30.7,5.9,13.3,0.445,0.449,2.6,15.0
Chris Dudley,0.42,20.6,3.9,0.6,2.8,0.085,23.2,2.3,5.8,0.403,0.403,0.7,5.6
Terry Mills,0.503,14.0,7.0,2.2,1.7,0.108,20.9,3.8,8.2,0.463,0.469,1.0,9.0
Kenny Anderson,0.43,6.2,26.5,-0.6,1.1,0.022,17.0,2.9,7.5,0.39,0.393,3.2,7.0
Rafael Addison,0.477,7.4,8.1,0.8,0.7,0.063,15.5,2.5,5.7,0.433,0.449,0.9,5.8
Tate George,0.483,5.4,21.7,0.4,0.7,0.05,14.8,2.4,5.5,0.427,0.429,2.3,6.0
Jud Buechler,0.5,3.7,9.3,0.0,0.0,0.079,14.5,2.0,4.0,0.5,0.5,1.0,4.0
Doug Lee,0.482,6.0,10.0,0.3,0.2,0.067,6.7,1.1,2.5,0.431,0.474,0.5,2.6
Dave Feitl,0.48,18.4,5.0,-0.1,0.2,0.019,5.1,1.0,2.3,0.429,0.429,0.2,2.4
Glen Rice,0.561,7.3,10.2,6.2,1.7,0.126,38.1,8.5,18.1,0.469,0.523,2.3,22.3
Grant Long,0.568,12.6,10.8,4.9,2.8,0.12,37.4,5.4,10.9,0.494,0.498,2.7,14.8
Rony Seikaly,0.554,18.6,5.9,3.3,2.9,0.106,35.4,5.9,12.0,0.489,0.489,1.4,16.4
Steve Smith,0.513,5.8,23.4,0.8,0.8,0.04,29.6,4.9,10.7,0.454,0.485,4.6,12.0
Bimbo Coles,0.534,5.3,27.6,2.1,0.9,0.073,24.4,3.6,8.0,0.455,0.462,4.5,10.1
Willie Burton,0.522,8.6,12.0,1.0,1.0,0.062,23.3,4.1,9.1,0.45,0.455,1.8,11.2
Kevin Edwards,0.512,6.4,14.3,1.0,1.4,0.063,22.7,4.0,8.8,0.454,0.459,2.1,10.1
Brian Shaw,0.431,7.6,24.0,-0.4,0.7,0.014,21.5,3.0,7.6,0.398,0.405,3.5,7.0
Sherman Douglas,0.543,3.4,29.5,0.1,0.0,0.058,19.6,3.2,6.2,0.516,0.516,3.8,7.4
Alec Kessler,0.473,14.6,4.1,0.3,0.9,0.049,15.5,2.1,5.0,0.413,0.413,0.4,5.3
Keith Askins,0.495,9.4,6.2,0.0,0.7,0.04,14.3,1.4,3.5,0.41,0.471,0.6,3.7
John Morton,0.491,4.9,18.7,-0.2,0.2,-0.01,10.3,1.6,3.9,0.407,0.42,1.3,4.4
Alan Ogg,0.556,11.3,2.7,0.2,0.3,0.063,8.5,1.1,2.0,0.548,0.548,0.2,2.5
Miloš Babić,0.545,17.6,26.4,0.0,0.0,0.057,3.9,0.7,1.4,0.462,0.462,0.7,2.0
Jon Sundvold,0.5,0.0,35.9,0.0,0.0,0.151,2.7,0.3,1.0,0.333,0.5,0.7,1.0
Winston Bennett,0.5,27.9,0.0,0.0,0.0,0.238,1.0,0.5,1.0,0.5,0.5,0.0,1.0
Charles Barkley,0.612,16.5,18.1,8.6,3.7,0.205,38.4,8.3,15.0,0.552,0.567,4.1,23.1
Hersey Hawkins,0.578,5.1,13.0,5.4,2.4,0.124,37.2,6.4,13.9,0.462,0.503,3.1,19.0
Johnny Dawkins,0.502,4.6,30.2,2.3,1.2,0.061,34.3,4.8,11.0,0.437,0.457,6.9,12.0
Armen Gilliam,0.575,13.6,6.8,5.3,2.3,0.131,34.2,6.3,12.4,0.511,0.511,1.5,16.9
Ron Anderson,0.52,6.5,9.0,2.2,1.3,0.07,29.7,5.7,12.3,0.465,0.486,1.6,13.7
Charles Shackleford,0.51,17.0,5.0,1.1,1.6,0.093,19.4,2.8,5.9,0.486,0.486,0.6,6.6
Manute Bol,0.394,10.0,2.3,-0.9,1.6,0.028,17.8,0.7,1.8,0.383,0.383,0.3,1.5
Jeff Ruland,0.566,12.9,3.4,-0.2,0.2,0.006,16.1,1.5,2.9,0.526,0.526,0.4,3.9
Greg Grant,0.494,4.5,34.7,1.0,0.5,0.086,15.2,1.8,3.9,0.456,0.472,3.6,4.1
Jayson Williams,0.421,12.8,2.7,-0.8,0.6,-0.02,12.9,1.5,4.1,0.364,0.364,0.2,4.1
Mitchell Wiggins,0.42,9.5,5.9,-0.4,0.3,-0.008,11.6,1.8,4.7,0.384,0.384,0.4,4.3
Tharon Mayes,0.42,4.0,22.0,-0.6,0.2,-0.096,10.2,1.3,4.5,0.298,0.372,1.5,4.3
Brian Oliver,0.369,6.2,10.4,-0.8,0.2,-0.115,8.2,1.0,2.9,0.33,0.33,0.6,2.4
Kenny Payne,0.478,8.8,7.7,-0.2,0.3,0.025,7.2,1.3,3.0,0.448,0.466,0.3,2.9
Michael Ansley,0.55,7.2,9.6,0.0,0.0,0.028,4.0,0.6,1.4,0.455,0.455,0.3,1.9
Dave Hoppen,0.395,14.3,6.6,-0.1,0.0,-0.071,3.6,0.2,0.6,0.286,0.286,0.2,0.8
Pervis Ellison,0.574,16.1,12.0,3.2,3.7,0.131,38.0,8.3,15.4,0.539,0.54,2.9,20.0
Harvey Grant,0.516,9.9,11.1,2.3,2.0,0.087,37.3,7.6,16.0,0.478,0.479,2.7,18.0
Michael Adams,0.506,6.1,31.5,2.6,2.6,0.09,35.8,6.2,15.8,0.393,0.444,7.6,18.1
Larry Stewart,0.573,11.0,7.6,2.9,1.8,0.101,29.3,4.0,7.8,0.514,0.514,1.6,10.4
Tom Hammonds,0.504,10.3,5.6,-0.3,0.9,0.027,26.6,5.3,10.8,0.488,0.488,1.0,11.9
David Wingate,0.501,6.9,16.1,0.1,2.2,0.054,26.3,3.3,7.1,0.465,0.466,3.0,7.9
Ledell Eackles,0.509,6.7,14.1,0.9,1.1,0.065,22.5,5.5,11.7,0.468,0.472,1.9,13.2
Rex Chapman,0.417,10.0,22.0,-0.1,0.0,-0.123,22.0,5.0,12.0,0.417,0.417,3.0,10.0
A.J. English,0.48,5.5,13.7,0.1,0.7,0.025,20.6,4.5,10.4,0.433,0.436,1.8,10.9
Charles Jones,0.4,12.7,5.5,0.0,1.8,0.063,18.2,0.4,1.2,0.367,0.367,0.8,1.1
LaBradford Smith,0.456,6.3,19.8,-0.8,0.7,-0.003,14.8,2.1,5.1,0.407,0.411,2.1,5.1
Andre Turner,0.482,5.7,28.2,-0.6,0.9,0.021,12.4,1.6,3.7,0.425,0.427,2.5,4.1
Derek Strong,0.26,22.8,9.8,-0.1,0.0,-0.16,12.0,0.0,4.0,0.0,0.0,1.0,3.0
Greg Foster,0.496,14.5,9.3,-0.1,0.5,0.043,11.2,1.8,3.9,0.461,0.461,0.7,4.3
Ralph Sampson,0.348,15.2,4.8,-0.3,0.2,-0.069,10.8,0.9,2.9,0.31,0.31,0.4,2.2
Albert King,0.462,10.2,12.8,0.0,0.1,0.072,9.8,1.8,5.0,0.367,0.4,0.8,5.2
Nick Anderson,0.509,9.7,12.4,1.6,2.0,0.078,36.7,8.0,17.4,0.463,0.477,2.7,19.9
Dennis Scott,0.496,6.1,9.6,0.4,0.4,0.059,33.8,7.4,18.4,0.402,0.446,1.9,19.9
Anthony Bowie,0.547,8.0,14.9,1.8,1.1,0.082,33.1,6.0,12.2,0.493,0.506,3.1,14.6
Scott Skiles,0.534,4.7,34.4,2.2,1.0,0.065,31.7,4.8,11.6,0.414,0.466,7.3,14.1
Terry Catledge,0.537,12.6,7.1,3.2,1.4,0.091,31.2,5.9,11.8,0.496,0.496,1.4,14.8
Jerry Reynolds,0.462,7.2,20.1,-0.4,1.0,0.025,25.2,4.3,11.3,0.38,0.383,3.3,12.1
Sam Vincent,0.506,6.4,25.8,0.5,0.6,0.059,22.7,3.8,8.9,0.43,0.431,3.8,10.5
Jeff Turner,0.483,8.6,8.6,-1.0,0.8,-0.005,21.2,3.0,6.7,0.451,0.452,1.2,7.1
Greg Kite,0.465,15.2,3.9,0.1,1.3,0.045,20.5,1.3,3.0,0.437,0.437,0.6,3.2
Stanley Roberts,0.538,16.8,5.8,0.8,1.4,0.092,20.3,4.3,8.1,0.529,0.529,0.7,10.4
Bison Dele,0.565,16.8,5.8,0.6,1.2,0.097,18.9,3.6,6.8,0.528,0.528,0.7,9.1
Sean Higgins,0.502,9.1,10.5,0.0,0.3,0.031,18.1,3.8,8.2,0.469,0.481,1.2,8.6
Otis Smith,0.433,7.4,9.5,-1.0,0.6,-0.023,15.9,2.1,5.8,0.365,0.377,1.0,5.6
Stephen Thompson,0.333,3.7,8.9,-0.1,0.0,-0.205,15.0,1.0,3.0,0.333,0.333,1.0,2.0
Chris Corchiani,0.534,5.9,26.7,0.2,0.6,0.056,14.5,1.5,3.8,0.399,0.425,2.8,5.0
Mark Acres,0.576,15.2,3.2,1.1,0.8,0.097,13.6,1.1,2.2,0.517,0.52,0.3,3.1
Morlon Wiley,0.348,4.3,20.1,-0.2,0.0,-0.1,10.0,1.0,3.1,0.321,0.321,1.4,2.3
Michael Jordan,0.579,9.5,25.7,12.1,5.6,0.274,38.8,11.8,22.7,0.519,0.526,6.1,30.1
Scottie Pippen,0.555,11.5,25.8,7.1,5.5,0.192,38.6,8.4,16.6,0.506,0.511,7.0,21.0
Horace Grant,0.618,16.3,10.0,9.1,5.0,0.237,35.3,5.6,9.8,0.578,0.578,2.7,14.2
John Paxson,0.551,2.9,15.7,3.0,1.7,0.117,24.6,3.3,6.2,0.528,0.54,3.1,7.0
Bill Cartwright,0.497,12.7,7.6,0.6,1.9,0.082,23.0,3.3,7.0,0.467,0.467,1.4,8.0
B.J. Armstrong,0.537,4.5,19.2,2.7,1.8,0.117,22.9,4.1,8.5,0.481,0.506,3.2,9.9
Stacey King,0.557,9.3,8.1,1.7,1.4,0.118,16.1,2.7,5.4,0.506,0.508,1.0,7.0
Will Perdue,0.55,17.9,10.3,0.8,1.7,0.121,13.1,2.0,3.6,0.547,0.549,1.0,4.5
Cliff Levingston,0.53,12.9,8.1,1.5,1.5,0.139,12.9,1.6,3.2,0.498,0.5,0.8,3.9
Bob Hansen,0.462,5.5,10.8,0.0,0.9,0.054,11.7,1.1,2.6,0.444,0.464,1.0,2.5
Scott Williams,0.523,20.7,9.1,1.0,1.3,0.16,11.0,1.3,2.7,0.483,0.483,0.8,3.4
Craig Hodges,0.477,2.5,13.0,0.3,0.5,0.068,9.9,1.7,4.3,0.384,0.459,1.0,4.3
Dennis Hopson,0.5,0.0,0.0,0.0,0.0,0.1,5.0,0.5,1.0,0.5,0.5,0.0,1.0
Mark Randall,0.509,7.8,13.6,0.0,0.0,0.036,4.5,0.7,1.5,0.455,0.455,0.5,1.7
Rory Sparrow,0.188,3.2,25.7,-0.1,0.0,-0.26,4.5,0.3,2.0,0.125,0.188,1.0,0.8
Chuck Nevitt,0.333,6.4,13.8,-0.1,0.0,-0.467,2.3,0.3,0.8,0.333,0.333,0.3,0.5
Brad Daugherty,0.629,16.0,15.3,8.2,3.5,0.213,36.2,7.9,13.8,0.57,0.57,3.6,21.5
Larry Nance,0.586,13.0,12.0,8.2,4.0,0.204,35.6,6.9,12.7,0.539,0.539,2.9,17.0
Craig Ehlo,0.526,8.5,16.6,2.0,1.9,0.091,32.0,4.9,10.9,0.453,0.504,3.8,12.3
Hot Rod Williams,0.569,13.9,11.1,6.0,3.2,0.181,30.4,4.3,8.5,0.503,0.503,2.5,11.9
Mark Price,0.61,4.5,37.9,7.5,1.6,0.205,29.7,6.1,12.5,0.488,0.545,7.4,17.3
Mike Sanders,0.618,8.9,10.6,1.2,0.6,0.151,26.3,3.9,6.6,0.583,0.586,2.0,9.2
John Battle,0.53,3.8,14.5,1.3,0.7,0.059,21.5,4.2,8.7,0.48,0.481,2.1,10.3
Terrell Brandon,0.461,5.6,27.8,-0.6,1.5,0.028,19.6,3.1,7.3,0.419,0.42,3.9,7.4
Steve Kerr,0.612,5.1,18.0,1.8,0.6,0.138,17.6,2.5,4.9,0.511,0.578,2.3,6.6
Winston Bennett,0.418,10.8,5.9,-0.3,0.7,0.019,16.0,1.5,4.0,0.378,0.378,0.7,3.7
Danny Ferry,0.48,12.7,11.1,0.3,1.0,0.067,13.8,2.0,4.8,0.409,0.434,1.1,5.1
John Morton,0.439,7.2,11.4,0.0,0.0,-0.006,13.5,0.8,3.0,0.25,0.25,1.3,3.5
Henry James,0.479,7.2,4.3,-0.3,0.5,0.015,13.3,2.5,6.2,0.407,0.443,0.4,6.4
Jimmy Oliver,0.446,6.0,11.2,0.0,0.2,0.029,9.3,1.4,3.6,0.398,0.403,0.7,3.6
Chucky Brown,0.555,6.7,7.8,0.0,0.1,0.096,8.3,0.8,1.7,0.5,0.5,0.5,2.5
Bobby Phills,0.472,6.9,9.0,-0.1,0.1,-0.062,6.5,1.2,2.8,0.429,0.429,0.4,3.1
Dennis Rodman,0.574,26.2,8.2,5.6,7.0,0.183,40.3,4.2,7.7,0.539,0.564,2.3,9.8
Joe Dumars,0.538,3.3,18.9,5.7,2.5,0.123,38.9,7.2,16.0,0.448,0.466,4.6,19.9
Isiah Thomas,0.505,4.8,31.3,2.4,3.4,0.095,37.4,7.2,16.2,0.446,0.456,7.2,18.5
Bill Laimbeer,0.515,11.4,11.0,1.6,3.3,0.105,27.6,4.2,9.0,0.47,0.492,2.0,9.7
Orlando Woolridge,0.539,7.0,7.0,2.3,2.1,0.099,25.8,5.5,11.1,0.498,0.499,1.1,14.0
John Salley,0.57,9.4,9.8,2.4,2.7,0.138,24.6,3.5,6.8,0.512,0.512,1.6,9.5
Mark Aguirre,0.479,8.4,13.4,0.1,2.0,0.066,21.1,4.5,10.5,0.431,0.44,1.7,11.3
Darrell Walker,0.453,8.7,18.9,0.3,2.1,0.075,20.8,2.2,5.1,0.423,0.423,2.8,5.2
William Bedford,0.436,9.8,4.9,-0.2,0.5,0.043,11.3,1.6,3.8,0.413,0.413,0.4,3.6
Gerald Henderson,0.517,5.5,11.9,0.0,0.1,0.083,7.8,1.0,2.6,0.381,0.452,0.6,3.0
Brad Sellers,0.513,10.5,9.9,0.1,0.3,0.084,5.3,1.0,2.0,0.466,0.466,0.3,2.4
Bob McCann,0.387,13.1,6.6,-0.2,0.2,0.022,5.0,0.5,1.3,0.394,0.394,0.2,1.2
Lance Blanks,0.535,6.6,14.9,0.1,0.3,0.096,4.4,0.6,1.3,0.455,0.509,0.4,1.5
Charles Thomas,0.417,8.0,20.4,-0.3,0.2,-0.042,4.3,0.5,1.4,0.353,0.373,0.6,1.3
Reggie Miller,0.629,5.6,14.5,9.3,1.7,0.169,38.0,6.9,13.7,0.501,0.559,3.8,20.7
Chuck Person,0.546,8.1,19.6,3.0,1.6,0.075,36.1,7.6,15.9,0.48,0.531,4.7,18.5
Micheal Williams,0.587,5.7,32.2,5.8,3.2,0.156,34.8,5.1,10.4,0.49,0.495,8.2,15.0
Detlef Schrempf,0.617,16.4,17.5,7.1,2.8,0.181,32.6,6.2,11.6,0.536,0.549,3.9,17.3
Rik Smits,0.545,13.0,10.4,1.7,1.7,0.093,23.9,5.9,11.6,0.51,0.51,1.6,13.8
Vern Fleming,0.527,6.7,21.7,1.1,0.9,0.055,21.2,3.6,7.4,0.482,0.487,3.2,8.9
Dale Davis,0.571,17.4,3.0,1.9,1.5,0.126,20.3,2.4,4.4,0.552,0.552,0.5,6.2
George McCloud,0.495,8.2,17.7,0.3,0.5,0.046,17.5,2.5,6.1,0.409,0.46,2.3,6.6
LaSalle Thompson,0.505,16.2,10.5,-0.2,1.7,0.058,16.2,2.1,4.5,0.468,0.468,1.3,4.9
Jerome Lane,0.393,33.2,17.2,0.0,0.0,0.038,10.0,1.0,1.7,0.6,0.6,1.3,2.0
Kenny Williams,0.532,12.6,10.5,1.0,0.6,0.133,9.4,1.9,3.6,0.518,0.518,0.7,4.2
Greg Dreiling,0.559,10.4,6.2,0.0,0.4,0.043,8.5,0.7,1.5,0.494,0.5,0.4,2.0
Mike Sanders,0.548,5.5,18.3,0.0,0.0,0.039,8.1,1.1,2.2,0.5,0.5,1.1,2.7
Sean Green,0.414,9.1,13.5,-0.7,0.2,-0.087,7.3,1.8,4.5,0.392,0.399,0.6,4.0
Randy Wittman,0.428,4.3,11.9,0.0,0.0,0.008,4.8,0.3,0.8,0.421,0.421,0.5,0.7
Dominique Wilkins,0.552,9.8,16.1,3.8,1.3,0.152,38.1,10.1,21.8,0.464,0.484,3.8,28.1
Kevin Willis,0.535,22.6,8.6,4.7,4.1,0.143,36.6,7.3,15.1,0.483,0.485,2.1,18.3
Stacey Augmon,0.526,8.9,11.4,1.5,2.2,0.071,30.5,5.4,11.0,0.489,0.49,2.5,13.3
Rumeal Robinson,0.503,5.2,29.3,0.7,1.7,0.053,27.4,5.2,11.5,0.456,0.474,5.5,13.0
Blair Rasmussen,0.49,10.6,7.8,1.3,1.6,0.072,24.3,4.3,9.0,0.478,0.481,1.3,9.0
Duane Ferrell,0.576,7.0,8.6,2.7,0.9,0.107,24.2,5.0,9.6,0.524,0.532,1.4,12.7
Paul Graham,0.523,7.1,14.6,1.9,1.7,0.1,22.0,3.9,8.7,0.447,0.488,2.2,10.1
Alexander Volkov,0.504,9.3,23.2,1.6,1.4,0.096,19.7,3.3,7.4,0.441,0.472,3.2,8.6
Maurice Cheeks,0.483,4.6,22.1,1.0,1.1,0.094,19.4,2.1,4.4,0.462,0.468,3.3,4.6
Jon Koncak,0.406,9.3,11.0,-0.5,1.6,0.034,19.3,1.4,3.7,0.391,0.391,1.7,3.1
Morlon Wiley,0.511,5.1,27.6,0.4,0.6,0.067,18.7,1.7,3.9,0.444,0.488,4.0,4.3
Travis Mays,0.571,3.3,4.5,0.0,0.0,0.009,16.0,3.0,7.0,0.429,0.536,0.5,8.5
Jeff Sanders,0.48,11.8,10.9,0.1,0.1,0.086,9.8,1.7,3.8,0.444,0.444,0.8,3.9
Rodney Monroe,0.425,5.6,12.2,-0.4,0.2,-0.035,8.2,1.4,3.8,0.368,0.389,0.7,3.4
Gary Leonard,0.727,20.4,13.5,0.1,0.0,0.355,2.6,0.8,1.2,0.667,0.667,0.2,2.0
Jay Humphries,0.543,4.7,30.8,4.4,1.4,0.123,31.8,5.3,11.3,0.469,0.496,6.6,14.0
Moses Malone,0.556,16.9,5.6,5.6,2.2,0.148,30.6,5.4,11.3,0.474,0.475,1.1,15.6
Alvin Robertson,0.5,8.1,21.7,1.0,2.7,0.071,30.0,4.8,11.2,0.43,0.466,4.4,12.3
Dale Ellis,0.564,6.6,7.7,4.1,0.7,0.105,27.0,6.0,12.8,0.469,0.536,1.3,15.7
Frank Brickowski,0.564,12.6,12.3,2.0,1.4,0.105,23.9,4.7,9.0,0.524,0.527,1.9,11.4
Larry Krystkowiak,0.486,13.3,9.1,0.4,1.4,0.046,23.4,3.7,8.4,0.444,0.444,1.4,9.0
Fred Roberts,0.534,8.4,10.6,1.3,0.9,0.06,21.8,3.9,8.1,0.482,0.497,1.5,9.6
Jeff Grayer,0.489,8.9,13.9,1.0,0.8,0.052,20.2,3.8,8.4,0.448,0.462,1.8,9.0
Lester Conner,0.496,7.4,27.1,1.4,1.3,0.091,17.5,1.3,3.0,0.431,0.431,3.6,3.5
Danny Schayes,0.497,13.2,6.5,0.4,0.6,0.061,16.9,1.9,4.6,0.417,0.417,0.8,5.6
Brad Lohaus,0.54,13.2,10.0,1.4,1.3,0.119,15.4,2.3,5.1,0.45,0.529,1.1,5.8
Steve Henson,0.478,6.1,30.3,0.1,0.2,0.028,7.7,1.0,2.9,0.361,0.441,1.6,3.0
Dave Popson,0.444,11.0,16.0,-0.1,0.0,-0.075,5.2,0.6,1.4,0.429,0.429,0.6,1.4
Jerome Lane,0.798,38.1,0.0,0.0,0.0,0.096,3.0,0.5,0.5,1.0,1.0,0.0,1.5
Larry Johnson,0.548,15.9,13.5,6.4,2.5,0.14,37.2,7.5,15.3,0.49,0.492,3.6,19.2
Kendall Gill,0.509,7.4,16.6,2.7,2.0,0.077,36.8,8.4,18.1,0.467,0.469,4.2,20.5
Muggsy Bogues,0.504,4.5,33.4,3.0,1.8,0.082,34.0,3.9,8.2,0.472,0.474,9.1,8.9
Johnny Newman,0.557,5.8,12.1,1.6,0.8,0.068,30.0,5.4,11.2,0.477,0.488,2.7,15.3
Kenny Gattison,0.564,14.0,8.2,2.5,1.9,0.097,27.1,5.2,9.7,0.529,0.529,1.6,12.7
Dell Curry,0.547,6.9,13.2,1.9,1.3,0.077,26.2,6.5,13.5,0.486,0.521,2.3,15.7
Rex Chapman,0.494,5.3,22.1,0.0,0.2,0.016,26.0,5.1,11.4,0.45,0.467,4.1,12.4
J.R. Reid,0.54,13.6,8.7,1.0,1.2,0.082,24.6,4.2,8.5,0.49,0.49,1.6,11.0
Kevin Lynch,0.46,5.6,12.7,-0.3,0.4,0.011,14.9,1.7,4.1,0.417,0.424,1.5,4.1
Mike Gminski,0.478,12.7,8.5,0.2,0.4,0.051,14.3,2.6,5.7,0.452,0.455,0.9,5.8
Anthony Frederick,0.474,9.1,11.5,-0.1,0.6,0.028,12.9,2.4,5.6,0.435,0.441,1.1,5.9
Eric Leckner,0.555,15.5,5.4,0.3,0.6,0.06,12.1,1.3,2.6,0.513,0.513,0.5,3.3
Elliot Perry,0.431,4.6,21.7,-0.5,0.3,-0.037,9.3,1.1,2.9,0.377,0.382,1.6,2.8
Ron Grandison,0.595,23.7,4.8,0.0,0.0,0.09,8.3,0.7,1.3,0.5,0.5,0.3,3.3
Michael Ansley,0.429,8.3,0.0,0.0,0.0,-0.026,6.5,1.5,3.5,0.429,0.429,0.0,3.0
Greg Grant,0.056,3.8,34.6,-0.2,0.1,-0.062,4.4,0.0,0.6,0.0,0.0,1.4,0.1
Tony Massenburg,0.129,16.5,0.0,-0.2,0.0,-0.5,4.3,0.0,1.0,0.0,0.0,0.0,0.3
Cedric Hunter,,0.0,0.0,0.0,0.0,-0.017,1.0,0.0,0.0,,,0.0,0.0
Karl Malone,0.599,16.8,13.4,9.9,5.2,0.237,37.7,9.9,18.7,0.526,0.527,3.0,28.0
John Stockton,0.59,5.1,53.7,8.8,4.6,0.215,36.6,5.5,11.5,0.482,0.527,13.7,15.8
Jeff Malone,0.554,4.5,10.0,4.5,2.1,0.108,36.1,8.5,16.7,0.511,0.511,2.2,20.2
Blue Edwards,0.569,7.4,9.1,2.6,2.7,0.11,28.2,5.3,10.2,0.522,0.545,1.7,12.6
Tyrone Corbin,0.562,12.2,8.0,2.9,2.5,0.139,27.0,3.6,7.1,0.504,0.504,1.6,9.0
Thurl Bailey,0.487,13.5,8.0,0.1,0.4,0.079,25.2,3.0,7.8,0.386,0.386,1.5,9.4
Mark Eaton,0.478,13.7,2.5,0.4,3.5,0.091,25.0,1.3,3.0,0.446,0.446,0.5,3.3
Mike Brown,0.515,15.1,6.3,1.4,2.3,0.1,21.7,2.7,6.0,0.453,0.453,1.0,7.7
David Benoit,0.518,14.4,4.2,0.5,1.5,0.085,15.1,2.3,4.9,0.467,0.471,0.4,5.6
Eric Murdock,0.484,6.4,27.9,-0.1,0.7,0.056,9.6,1.5,3.7,0.415,0.429,1.8,4.1
