,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Onyeka Okongwu,0.678,17.0,5.8,4.7,2.4,0.185,23.1,4.0,6.2,0.638,0.642,1.0,9.9
AJ Griffin,0.577,6.0,7.0,1.3,0.9,0.075,19.5,3.4,7.4,0.465,0.56,1.0,8.9
Jalen Johnson,0.554,14.8,10.4,0.8,1.3,0.099,14.9,2.3,4.6,0.491,0.537,1.2,5.6
Justin Holiday,0.504,3.1,7.6,-0.1,0.2,0.007,14.7,1.7,4.5,0.384,0.504,0.9,4.5
Jarrett Culver,0.452,15.2,5.5,-0.1,0.2,0.014,13.7,1.7,4.3,0.395,0.407,0.6,4.4
Aaron Holiday,0.528,4.8,13.0,0.3,0.6,0.053,13.4,1.5,3.5,0.418,0.5,1.4,3.9
Trent Forrest,0.424,7.3,16.5,-0.2,0.2,-0.011,12.0,1.1,2.6,0.417,0.417,1.7,2.3
Garrison Mathews,0.623,7.2,4.7,0.2,0.0,0.127,9.3,1.4,3.4,0.419,0.581,0.3,4.8
Frank Kaminsky,0.72,11.2,15.3,0.4,0.2,0.148,6.8,1.0,1.7,0.568,0.693,0.8,2.7
Vit Krejci,0.475,8.6,12.4,0.0,0.1,0.042,5.7,0.5,1.3,0.405,0.473,0.6,1.2
Bruno Fernando,0.624,20.0,3.7,0.0,0.0,0.086,5.1,1.4,2.4,0.579,0.579,0.1,3.4
Tyrese Martin,0.44,10.0,3.9,0.0,0.0,-0.01,4.1,0.6,1.4,0.391,0.413,0.1,1.3
Donovan Williams,0.4,27.4,0.0,0.0,0.0,-0.225,2.0,1.0,2.5,0.4,0.4,0.0,2.0
Kyle Kuzma,0.544,11.5,16.5,-1.0,1.9,0.019,35.0,8.0,17.8,0.448,0.518,3.7,21.2
Bradley Beal,0.593,6.5,26.6,2.2,1.2,0.099,33.5,8.9,17.6,0.506,0.551,5.4,23.2
Kristaps Porziņģis,0.627,14.3,12.9,5.0,2.7,0.174,32.6,7.8,15.7,0.498,0.565,2.7,23.2
Corey Kispert,0.657,5.5,5.7,2.9,0.9,0.088,28.3,3.9,7.9,0.497,0.637,1.2,11.1
Monte Morris,0.579,6.9,26.4,3.1,1.1,0.12,27.3,4.0,8.3,0.48,0.555,5.3,10.3
Deni Avdija,0.535,13.4,13.9,0.0,2.3,0.054,26.6,3.3,7.6,0.437,0.497,2.8,9.2
Delon Wright,0.581,8.2,20.9,2.1,1.6,0.146,24.4,2.8,5.8,0.474,0.545,3.9,7.4
Rui Hachimura,0.558,9.8,7.3,0.0,0.5,0.038,24.3,5.3,10.8,0.488,0.534,1.2,13.0
Daniel Gafford,0.739,15.0,7.5,4.2,1.9,0.184,20.6,3.7,5.1,0.732,0.732,1.1,9.0
Will Barton,0.504,7.9,16.5,-0.4,0.6,0.013,19.6,2.8,7.1,0.386,0.477,2.4,7.7
Jordan Goodwin,0.531,10.3,20.8,0.9,1.3,0.097,17.8,2.5,5.7,0.448,0.501,2.7,6.6
Johnny Davis,0.446,8.5,9.2,-0.6,0.3,-0.033,15.1,2.4,6.1,0.386,0.436,1.0,5.8
Quenton Jackson,0.542,3.3,15.1,0.1,0.1,0.078,15.0,2.1,4.7,0.452,0.464,1.7,6.2
Kendrick Nunn,0.563,6.9,19.2,0.0,0.4,0.043,14.1,2.9,6.4,0.447,0.543,1.8,7.5
Jay Huff,0.796,12.3,14.7,0.4,0.1,0.261,13.6,2.1,3.6,0.6,0.72,1.4,7.3
Xavier Cooks,0.586,16.8,6.4,0.1,0.2,0.094,12.6,1.7,2.8,0.607,0.607,0.6,3.8
Anthony Gill,0.604,8.8,7.2,1.0,0.4,0.101,10.6,1.2,2.2,0.538,0.553,0.6,3.3
Isaiah Todd,0.226,10.9,7.9,-0.2,0.0,-0.147,10.2,0.5,3.2,0.158,0.184,0.7,1.5
Taj Gibson,0.585,10.8,9.6,0.4,0.5,0.082,9.8,1.3,2.6,0.52,0.552,0.7,3.4
Devon Dotson,0.15,10.5,17.6,-0.1,0.1,-0.025,8.8,0.2,1.7,0.1,0.15,1.3,0.5
Jamaree Bouyea,0.0,9.3,0.0,0.0,0.0,-0.15,6.0,0.0,1.0,0.0,0.0,0.0,0.0
Jordan Schakel,0.75,0.0,23.5,0.0,0.0,0.314,3.0,0.5,1.0,0.5,0.75,0.5,1.5
Vernon Carey Jr.,0.338,21.8,13.3,-0.1,0.1,0.014,2.5,0.2,0.7,0.25,0.25,0.3,0.5
Paolo Banchero,0.529,11.6,17.2,-0.3,2.6,0.047,33.8,6.7,15.6,0.427,0.465,3.7,20.0
Franz Wagner,0.589,7.1,17.2,3.1,2.3,0.099,32.6,6.8,14.0,0.485,0.543,3.5,18.6
Wendell Carter Jr.,0.621,16.6,12.0,2.6,2.0,0.13,29.6,5.6,10.8,0.525,0.591,2.3,15.2
Markelle Fultz,0.564,7.4,29.8,1.7,2.0,0.1,29.6,5.8,11.3,0.514,0.534,5.7,14.0
Cole Anthony,0.57,10.5,22.9,2.1,1.7,0.116,25.9,4.6,10.2,0.454,0.516,3.9,13.0
Gary Harris,0.62,4.7,6.9,1.3,1.1,0.095,24.7,2.9,6.4,0.45,0.603,1.2,8.3
Jalen Suggs,0.528,7.3,18.0,-0.2,1.5,0.053,23.5,3.5,8.4,0.419,0.493,2.9,9.9
Terrence Ross,0.543,5.1,8.1,-0.1,0.7,0.032,22.5,3.1,7.1,0.431,0.533,1.3,8.0
Bol Bol,0.603,15.2,6.9,0.0,2.2,0.072,21.5,3.7,6.8,0.546,0.577,1.0,9.1
Moritz Wagner,0.63,13.2,11.5,2.1,1.3,0.149,19.5,3.5,6.9,0.5,0.564,1.5,10.5
Chuma Okeke,0.488,10.5,9.4,0.0,0.6,0.061,19.2,1.6,4.5,0.352,0.459,1.4,4.7
Mo Bamba,0.613,15.3,9.0,1.2,0.9,0.15,17.0,2.7,5.4,0.495,0.596,1.1,7.3
Caleb Houstan,0.508,6.9,4.9,0.1,0.5,0.039,15.9,1.3,3.6,0.363,0.489,0.6,3.8
Jay Scrubb,0.825,11.3,5.0,0.0,0.0,0.083,15.0,2.5,3.5,0.714,0.857,0.5,6.5
Goga Bitadze,0.606,19.5,12.2,0.6,0.4,0.184,15.0,2.5,4.3,0.575,0.589,1.2,5.8
R.J. Hampton,0.572,6.1,13.4,0.2,0.4,0.077,13.9,1.9,4.4,0.439,0.518,1.3,5.7
Kevon Harris,0.564,8.7,4.7,0.2,0.4,0.065,13.4,1.4,3.1,0.439,0.514,0.5,4.1
Admiral Schofield,0.587,7.8,9.6,0.5,0.3,0.089,12.2,1.5,3.3,0.451,0.549,0.8,4.2
Jonathan Isaac,0.483,20.1,7.3,0.0,0.3,0.13,11.3,2.0,4.8,0.415,0.472,0.5,5.0
Michael Carter-Williams,0.498,6.4,22.6,0.0,0.0,-0.003,11.0,1.5,3.5,0.429,0.464,1.8,4.3
Terry Rozier,0.517,6.2,22.7,0.1,1.6,0.037,35.3,7.8,18.9,0.415,0.484,5.1,21.1
LaMelo Ball,0.541,9.7,38.7,0.6,1.2,0.068,35.2,8.2,20.0,0.411,0.51,8.4,23.3
P.J. Washington,0.542,8.0,11.0,0.4,2.2,0.052,32.6,5.9,13.4,0.444,0.52,2.4,15.7
Kelly Oubre Jr.,0.534,8.6,5.6,0.1,1.5,0.051,32.3,7.4,17.1,0.431,0.497,1.1,20.3
Gordon Hayward,0.563,7.3,19.3,0.8,1.1,0.059,31.5,5.5,11.6,0.475,0.52,4.1,14.7
Mason Plumlee,0.673,18.1,18.7,4.3,1.8,0.183,28.5,4.7,7.1,0.669,0.669,3.7,12.2
Jalen McDaniels,0.551,9.6,10.5,0.1,1.7,0.057,26.7,3.9,8.8,0.447,0.513,2.0,10.6
Dennis Smith Jr.,0.475,6.4,26.1,-0.4,1.5,0.039,25.7,3.4,8.4,0.412,0.438,4.8,8.8
Svi Mykhailiuk,0.571,5.7,17.7,0.4,0.3,0.076,22.5,3.7,8.5,0.441,0.553,2.7,10.6
Théo Maledon,0.515,7.7,24.2,0.0,0.9,0.047,19.4,2.3,5.8,0.402,0.457,3.5,6.7
Mark Williams,0.659,19.6,3.3,1.5,1.3,0.163,19.3,3.7,5.8,0.637,0.637,0.4,9.0
Cody Martin,0.448,9.5,11.0,0.0,0.1,0.045,19.1,2.0,5.1,0.389,0.431,1.6,5.0
Nick Richards,0.676,18.2,4.5,2.7,1.5,0.165,18.7,3.0,4.8,0.629,0.631,0.6,8.2
Bryce McGowens,0.519,6.3,9.1,-0.4,0.4,0.005,17.1,1.7,4.4,0.396,0.46,1.2,5.3
James Bouknight,0.463,7.5,11.1,-0.8,0.4,-0.04,15.1,2.0,5.7,0.358,0.443,1.2,5.6
JT Thor,0.506,8.4,4.9,-0.6,0.8,0.009,14.0,1.4,3.4,0.399,0.481,0.5,3.8
Xavier Sneed,0.723,5.6,13.9,0.1,0.0,0.086,12.0,1.3,2.5,0.5,0.65,1.3,4.3
Kai Jones,0.597,11.9,3.7,0.0,0.7,0.062,12.0,1.5,2.6,0.558,0.575,0.3,3.4
Kobi Simmons,0.363,7.6,21.8,0.0,0.0,0.019,5.6,0.2,1.2,0.167,0.25,1.0,1.0
Nikola Jokić,0.701,20.2,46.6,11.2,3.8,0.308,33.7,9.4,14.8,0.632,0.66,9.8,24.5
Jamal Murray,0.571,6.9,27.5,3.3,1.9,0.116,32.8,7.3,16.0,0.454,0.537,6.2,20.0
Kentavious Caldwell-Pope,0.598,5.0,9.8,2.0,2.5,0.091,31.3,3.8,8.3,0.462,0.569,2.4,10.8
Aaron Gordon,0.617,12.5,14.2,4.6,2.2,0.158,30.2,6.3,11.2,0.564,0.603,3.0,16.3
Michael Porter Jr.,0.621,10.9,5.3,2.6,1.8,0.116,29.0,6.4,13.2,0.487,0.602,1.0,17.4
Bruce Brown,0.571,8.3,15.7,1.7,2.6,0.09,28.5,4.5,9.3,0.483,0.545,3.4,11.5
Reggie Jackson,0.476,5.0,20.9,-0.2,0.2,0.008,19.9,3.1,8.0,0.383,0.457,3.1,7.9
Jeff Green,0.576,7.6,8.3,0.8,0.8,0.074,19.5,2.9,5.9,0.488,0.534,1.2,7.8
Bones Hyland,0.54,6.0,22.0,0.1,0.8,0.051,19.5,4.1,10.3,0.399,0.503,3.0,12.1
Christian Braun,0.568,8.8,6.4,0.7,1.2,0.079,15.5,1.9,3.8,0.495,0.554,0.8,4.7
DeAndre Jordan,0.731,19.8,7.7,0.5,0.9,0.112,15.0,2.3,2.9,0.765,0.77,0.9,5.1
Vlatko Čančar,0.606,8.3,11.5,0.9,0.8,0.093,14.8,1.8,3.8,0.476,0.57,1.3,5.0
Zeke Nnaji,0.62,10.9,3.3,0.9,0.7,0.106,13.7,2.1,3.7,0.561,0.605,0.3,5.2
Thomas Bryant,0.547,16.8,1.3,0.0,0.2,0.066,11.4,1.8,3.8,0.485,0.515,0.1,4.6
Ish Smith,0.407,7.8,32.5,-0.8,0.4,-0.056,9.3,1.2,3.0,0.397,0.405,2.3,2.5
Davon Reed,0.456,10.0,7.3,-0.4,0.4,-0.009,9.0,0.7,2.3,0.313,0.413,0.5,2.3
Peyton Watson,0.553,11.4,7.9,0.1,0.2,0.073,8.1,1.3,2.6,0.492,0.542,0.5,3.3
Jack White,0.517,14.8,7.7,0.1,0.1,0.108,3.9,0.5,1.1,0.421,0.5,0.2,1.2
Anthony Edwards,0.564,9.0,19.3,0.2,3.6,0.064,36.0,8.9,19.5,0.459,0.528,4.4,24.6
Karl-Anthony Towns,0.618,13.8,22.0,1.5,1.1,0.133,33.0,7.3,14.8,0.495,0.565,4.8,20.8
D'Angelo Russell,0.604,5.2,27.0,2.3,1.5,0.103,32.9,6.3,13.5,0.465,0.567,6.2,17.9
Mike Conley,0.631,5.6,21.5,1.8,0.7,0.158,31.4,4.5,9.8,0.46,0.583,5.0,14.0
Rudy Gobert,0.675,21.2,5.6,4.3,3.5,0.174,30.7,5.1,7.8,0.659,0.659,1.2,13.4
Jaden McDaniels,0.611,7.1,8.4,2.0,2.4,0.087,30.6,4.7,9.1,0.517,0.591,1.9,12.1
Kyle Anderson,0.583,10.5,22.6,2.5,2.6,0.125,28.4,3.7,7.2,0.509,0.553,4.9,9.4
Taurean Prince,0.597,6.2,9.6,0.3,1.0,0.052,22.1,3.3,7.0,0.467,0.565,1.6,9.1
Austin Rivers,0.564,4.6,9.3,0.5,0.8,0.061,19.5,1.8,4.0,0.435,0.538,1.4,4.9
Jaylen Nowell,0.527,7.6,15.9,0.0,1.2,0.046,19.3,4.3,9.6,0.448,0.502,2.0,10.8
Naz Reid,0.617,14.9,9.6,1.1,1.9,0.114,18.4,4.6,8.5,0.537,0.602,1.1,11.5
Jordan McLaughlin,0.526,5.1,27.4,0.7,0.6,0.094,15.8,1.4,3.4,0.421,0.503,3.4,3.7
Nickeil Alexander-Walker,0.503,6.6,12.0,0.0,0.3,0.044,15.5,2.1,5.4,0.384,0.488,1.4,5.9
Bryn Forbes,0.497,3.1,8.2,-0.2,0.2,0.0,10.7,1.2,3.3,0.361,0.446,0.7,3.6
Luka Garza,0.652,14.5,11.8,0.9,0.2,0.211,8.7,2.3,4.1,0.543,0.603,0.6,6.5
Matt Ryan,0.604,3.7,8.9,0.2,0.1,0.084,8.2,1.1,2.7,0.424,0.585,0.5,3.4
Nathan Knight,0.655,10.8,6.1,0.4,0.3,0.116,7.7,1.2,2.1,0.568,0.617,0.3,3.7
Josh Minott,0.582,14.6,7.5,0.1,0.2,0.146,6.4,1.2,2.4,0.5,0.528,0.3,3.1
Wendell Moore Jr.,0.465,6.6,15.3,-0.1,0.2,0.028,5.3,0.6,1.5,0.419,0.442,0.6,1.4
A.J. Lawson,1.0,27.9,0.0,0.0,0.0,0.377,2.0,1.0,1.0,1.0,1.0,0.0,2.0
Shai Gilgeous-Alexander,0.626,7.3,25.7,8.4,3.0,0.226,35.5,10.4,20.3,0.51,0.531,5.5,31.4
Josh Giddey,0.533,13.6,29.9,1.3,2.7,0.081,31.1,7.1,14.7,0.482,0.516,6.2,16.6
Luguentz Dort,0.513,8.1,9.2,0.9,2.1,0.062,30.7,4.6,11.8,0.388,0.466,2.1,13.7
Jalen Williams,0.601,7.9,15.4,3.0,2.6,0.119,30.3,5.5,10.6,0.521,0.567,3.3,14.1
Kenrich Williams,0.585,11.6,11.7,2.0,1.3,0.133,22.8,3.4,6.5,0.517,0.59,2.0,8.0
Aleksej Pokusevski,0.522,12.2,12.4,0.0,1.0,0.066,20.6,3.2,7.3,0.434,0.51,1.9,8.1
Isaiah Joe,0.626,6.7,8.7,2.5,1.3,0.131,19.1,3.1,7.0,0.441,0.599,1.2,9.5
Jeremiah Robinson-Earl,0.548,11.9,7.0,1.1,0.8,0.111,18.9,2.6,5.8,0.444,0.518,1.0,6.8
Jaylin Williams,0.559,14.1,10.7,0.7,1.2,0.099,18.7,2.1,4.8,0.436,0.534,1.6,5.9
Aaron Wiggins,0.607,8.7,8.3,1.4,1.2,0.097,18.5,2.7,5.2,0.512,0.579,1.1,6.8
Tre Mann,0.492,7.0,14.0,-0.6,1.1,0.021,17.7,2.9,7.5,0.393,0.474,1.8,7.7
Darius Bazley,0.525,11.8,7.6,0.1,0.8,0.079,15.4,2.0,4.4,0.449,0.506,0.9,5.4
Ousmane Dieng,0.505,9.9,10.7,-0.1,0.6,0.038,14.6,1.9,4.6,0.42,0.492,1.2,4.9
Mike Muscala,0.602,11.6,8.2,1.0,0.7,0.134,14.5,2.1,4.7,0.438,0.576,0.9,6.2
Dario Šarić,0.65,12.8,8.9,0.4,0.3,0.127,13.7,2.6,5.0,0.515,0.606,0.9,7.4
Lindy Waters III,0.573,7.6,7.0,0.6,0.5,0.101,13.0,1.7,4.3,0.393,0.556,0.7,5.2
Jared Butler,0.578,2.8,15.0,0.0,0.1,0.061,12.8,2.5,5.3,0.469,0.578,1.3,6.2
Olivier Sarr,0.544,14.6,4.6,0.1,0.1,0.094,12.7,1.7,3.3,0.5,0.517,0.4,4.0
Eugene Omoruyi,0.531,10.3,5.6,0.0,0.3,0.052,11.8,1.9,4.1,0.468,0.511,0.5,4.9
Lauri Markkanen,0.64,13.6,8.6,6.3,1.9,0.173,34.4,8.7,17.3,0.499,0.586,1.9,25.6
Jordan Clarkson,0.558,6.7,20.9,0.9,0.8,0.042,32.6,7.5,16.9,0.444,0.519,4.4,20.8
Mike Conley,0.552,4.5,34.0,2.2,0.8,0.113,29.7,3.6,8.7,0.408,0.511,7.7,10.7
Kelly Olynyk,0.643,11.7,17.6,2.4,1.9,0.106,28.6,4.1,8.2,0.499,0.583,3.7,12.5
Malik Beasley,0.535,7.2,9.0,0.3,1.0,0.04,26.8,4.8,12.2,0.396,0.522,1.7,13.4
Kris Dunn,0.606,9.5,32.3,1.3,0.6,0.162,25.8,5.3,9.8,0.537,0.576,5.6,13.2
Jarred Vanderbilt,0.607,17.6,15.3,2.1,1.6,0.139,24.1,3.3,6.0,0.556,0.587,2.7,8.3
Collin Sexton,0.616,5.0,17.9,2.0,0.5,0.105,23.9,4.9,9.8,0.506,0.558,2.9,14.3
Luka Šamanić,0.55,10.1,13.0,0.0,0.2,0.045,23.0,3.7,8.1,0.456,0.526,2.1,9.9
Walker Kessler,0.702,19.7,5.7,4.6,2.5,0.2,23.0,4.0,5.6,0.72,0.721,0.9,9.2
Ochai Agbaji,0.561,5.4,7.5,0.9,0.4,0.053,20.5,2.8,6.5,0.427,0.532,1.1,7.9
Talen Horton-Tucker,0.508,8.6,27.4,-0.3,1.1,0.029,20.2,4.0,9.4,0.419,0.467,3.8,10.7
Damian Jones,0.821,12.0,4.8,0.5,0.2,0.12,15.8,1.8,2.6,0.714,0.816,0.6,4.6
Juan Toscano-Anderson,0.457,10.2,15.2,-0.1,0.2,0.019,15.2,1.4,3.5,0.403,0.429,1.8,3.4
Simone Fontecchio,0.495,6.1,7.5,-0.4,0.3,-0.004,14.7,2.2,6.0,0.369,0.47,0.8,6.3
Nickeil Alexander-Walker,0.609,6.0,19.9,0.3,0.5,0.074,14.7,2.3,4.7,0.488,0.591,2.1,6.3
Rudy Gay,0.475,10.8,9.4,-0.4,0.7,0.018,14.6,1.9,5.1,0.38,0.437,1.0,5.2
Johnny Juzang,0.411,9.1,4.7,-0.3,0.1,-0.032,12.9,1.9,5.8,0.337,0.409,0.4,4.8
Udoka Azubuike,0.774,17.9,4.3,0.6,0.4,0.134,10.0,1.6,2.0,0.819,0.819,0.3,3.5
Jarrell Brantley,0.739,8.3,11.4,0.1,0.0,0.16,9.8,2.0,3.5,0.571,0.714,0.8,5.5
Micah Potter,0.8,16.6,11.2,0.2,0.0,0.186,7.4,1.4,2.1,0.667,0.8,0.6,3.4
Frank Jackson,0.0,21.6,22.7,0.0,0.0,-0.378,5.0,0.0,3.0,0.0,0.0,1.0,0.0
Leandro Bolmaro,0.15,5.6,12.3,-0.4,0.0,-0.231,4.9,0.2,1.4,0.15,0.15,0.5,0.4
Damian Lillard,0.645,7.6,35.0,8.2,0.8,0.205,36.3,9.6,20.7,0.463,0.564,7.3,32.2
Jerami Grant,0.606,7.2,10.3,3.1,1.0,0.087,35.7,6.9,14.5,0.475,0.554,2.4,20.5
Anfernee Simons,0.581,4.3,18.6,2.1,0.3,0.054,35.0,7.5,16.9,0.447,0.548,4.1,21.1
Josh Hart,0.586,14.1,16.0,2.0,1.2,0.091,33.4,3.6,7.1,0.504,0.551,3.9,9.5
Skylar Mays,0.624,5.8,40.0,0.6,0.1,0.171,31.5,5.7,11.3,0.5,0.588,8.3,15.3
Matisse Thybulle,0.566,7.3,6.6,0.3,0.6,0.07,27.7,2.7,6.2,0.438,0.558,1.4,7.4
Cam Reddish,0.563,5.9,9.6,0.0,0.3,0.025,27.6,3.9,8.8,0.443,0.523,1.9,11.0
Justise Winslow,0.466,10.7,17.2,-0.1,0.5,0.022,26.8,2.8,6.8,0.409,0.444,3.4,6.8
Jusuf Nurkić,0.589,19.5,16.4,1.2,1.5,0.092,26.8,5.0,9.7,0.519,0.561,2.9,13.3
Jeenathan Williams,0.657,6.8,12.1,0.3,0.0,0.12,25.4,4.8,7.8,0.615,0.654,2.0,10.6
Shaquille Harrison,0.516,10.5,34.9,0.2,0.2,0.137,24.0,3.0,7.2,0.417,0.458,6.0,8.8
Justin Minaya,0.363,9.7,5.9,-0.2,0.1,-0.067,22.3,1.8,5.8,0.304,0.37,1.0,4.3
Shaedon Sharpe,0.568,7.6,7.9,0.6,0.6,0.032,22.2,3.8,8.1,0.472,0.551,1.2,9.9
Chance Comanche,0.518,8.2,0.0,0.0,0.0,0.043,21.0,3.0,5.0,0.6,0.6,0.0,7.0
Drew Eubanks,0.666,15.2,9.2,2.9,1.6,0.134,20.3,2.7,4.3,0.641,0.651,1.3,6.6
Trendon Watford,0.625,11.6,16.0,1.3,0.7,0.084,19.1,2.9,5.2,0.56,0.599,2.1,7.4
Nassir Little,0.555,8.3,7.3,0.2,0.4,0.032,18.1,2.5,5.6,0.442,0.538,0.9,6.6
Kevin Knox,0.54,11.0,7.7,0.0,0.2,0.019,17.1,3.2,7.3,0.444,0.516,0.9,8.5
Gary Payton II,0.713,8.8,11.6,0.3,0.2,0.097,17.0,1.6,2.7,0.585,0.695,1.5,4.1
Ryan Arcidiacono,0.359,4.3,18.3,-0.2,0.0,-0.049,16.2,0.9,3.6,0.25,0.359,2.3,2.6
John Butler,0.411,4.4,6.5,-0.1,0.1,0.001,11.6,0.9,2.8,0.321,0.396,0.6,2.4
Jabari Walker,0.496,12.2,7.8,-0.1,0.3,0.015,11.1,1.5,3.5,0.419,0.46,0.6,3.9
Keon Johnson,0.482,6.1,20.9,-0.7,0.2,-0.057,10.4,1.7,4.5,0.376,0.455,1.5,4.7
Greg Brown III,0.421,11.7,4.5,-0.3,0.1,-0.074,5.8,0.7,1.8,0.393,0.411,0.2,1.8
Domantas Sabonis,0.668,20.3,30.4,9.6,3.0,0.221,34.6,7.3,11.9,0.615,0.632,7.3,19.1
De'Aaron Fox,0.599,7.2,29.6,5.5,1.8,0.146,33.4,9.3,18.2,0.512,0.557,6.1,25.0
Harrison Barnes,0.632,7.9,6.3,5.1,1.4,0.118,32.5,4.6,9.6,0.473,0.556,1.6,15.0
Keegan Murray,0.597,8.9,5.5,2.6,1.7,0.087,29.8,4.4,9.8,0.453,0.584,1.2,12.2
Kevin Huerter,0.617,6.5,14.1,3.3,1.7,0.107,29.4,5.6,11.5,0.485,0.603,2.9,15.2
Malik Monk,0.587,6.7,25.0,2.1,1.2,0.091,22.3,4.6,10.3,0.448,0.538,3.9,13.5
Davion Mitchell,0.545,4.1,16.5,0.7,0.8,0.05,18.1,2.3,5.0,0.454,0.533,2.3,5.6
Trey Lyles,0.607,13.7,7.0,1.4,1.2,0.098,16.9,2.5,5.5,0.458,0.565,0.9,7.6
Kessler Edwards,0.569,8.8,8.5,0.3,0.2,0.088,13.9,1.4,3.1,0.435,0.543,1.0,3.9
Terence Davis,0.563,9.4,11.1,0.0,0.9,0.054,13.1,2.4,5.7,0.423,0.545,1.0,6.7
Chimezie Metu,0.639,16.4,8.1,1.2,0.8,0.143,10.4,2.0,3.3,0.589,0.61,0.6,4.9
Richaun Holmes,0.668,13.1,3.5,0.6,0.3,0.113,8.3,1.3,2.1,0.618,0.646,0.2,3.1
KZ Okpala,0.554,7.8,6.3,0.1,0.2,0.057,7.1,0.5,1.1,0.421,0.513,0.4,1.3
Matthew Dellavedova,0.443,3.5,23.4,0.0,0.1,0.021,6.7,0.5,1.6,0.34,0.43,1.3,1.5
Alex Len,0.58,21.3,9.3,0.1,0.2,0.085,6.2,0.6,1.2,0.533,0.533,0.5,1.7
Neemias Queta,0.607,21.7,5.0,0.1,0.0,0.149,5.8,1.2,1.8,0.667,0.667,0.2,2.4
PJ Dozier,0.333,10.1,16.3,-0.3,0.1,-0.097,4.9,0.6,2.1,0.303,0.333,0.6,1.4
Keon Ellis,0.629,6.4,10.5,0.2,0.1,0.162,4.4,0.4,1.0,0.438,0.625,0.4,1.5
Chima Moneke,0.347,14.3,16.1,0.0,0.0,-0.288,4.0,0.5,1.0,0.5,0.5,0.5,1.0
Deonte Burton,0.0,0.0,0.0,0.0,0.0,-0.347,3.0,0.0,1.0,0.0,0.0,0.0,0.0
Mikal Bridges,0.574,6.6,14.1,2.7,2.2,0.116,36.4,6.3,13.6,0.463,0.529,3.6,17.2
Devin Booker,0.601,7.2,27.3,4.2,1.9,0.157,34.6,9.9,20.1,0.494,0.546,5.5,27.8
Kevin Durant,0.697,10.5,17.3,0.8,0.3,0.196,33.6,9.1,16.0,0.57,0.656,3.5,26.0
Chris Paul,0.555,7.4,38.7,3.7,2.5,0.156,32.0,5.0,11.3,0.44,0.513,8.9,13.9
Deandre Ayton,0.617,18.1,9.2,3.3,3.0,0.147,30.4,7.8,13.2,0.589,0.592,1.7,18.0
Cameron Johnson,0.629,8.4,8.9,0.9,0.5,0.161,25.2,4.8,10.2,0.474,0.604,1.5,13.9
Torrey Craig,0.566,12.1,7.9,1.5,2.5,0.098,24.7,2.9,6.3,0.456,0.556,1.5,7.4
Damion Lee,0.607,8.3,8.9,1.1,1.4,0.081,20.4,2.7,6.1,0.442,0.564,1.3,8.2
Cameron Payne,0.512,6.1,32.6,0.0,1.0,0.053,20.2,3.9,9.4,0.415,0.49,4.5,10.3
Landry Shamet,0.537,4.6,15.7,0.5,0.7,0.071,20.2,2.8,7.5,0.377,0.502,2.3,8.7
Josh Okogie,0.531,10.3,10.3,1.1,1.7,0.101,18.8,2.3,5.8,0.391,0.471,1.5,7.3
Terrence Ross,0.546,9.9,15.4,0.6,0.4,0.127,18.4,3.4,7.9,0.428,0.53,2.0,9.0
Saben Lee,0.51,6.9,24.0,0.3,0.4,0.093,15.8,2.0,5.1,0.393,0.44,2.8,6.3
Ish Wainright,0.522,8.4,7.4,0.5,1.2,0.089,15.3,1.4,3.8,0.37,0.496,0.9,4.2
Dario Šarić,0.545,14.8,14.6,0.3,0.7,0.085,14.4,2.1,4.8,0.427,0.503,1.5,5.8
Bismack Biyombo,0.555,16.5,8.7,0.2,1.6,0.102,14.3,2.0,3.4,0.578,0.578,0.9,4.3
Jock Landale,0.595,15.8,10.1,1.5,1.2,0.132,14.2,2.6,4.9,0.528,0.559,1.0,6.6
Duane Washington Jr.,0.458,5.1,25.2,-0.8,0.3,-0.065,12.7,3.0,8.3,0.367,0.445,2.0,7.9
T.J. Warren,0.473,13.8,7.7,0.0,0.3,0.08,12.3,1.9,4.4,0.429,0.471,0.7,4.2
Darius Bazley,0.515,14.5,14.5,0.0,0.1,0.066,8.7,1.7,3.6,0.48,0.52,0.9,4.0
Paul George,0.588,9.9,24.2,2.3,2.3,0.114,34.6,8.2,17.9,0.457,0.536,5.1,23.8
Kawhi Leonard,0.623,10.8,19.6,4.9,2.2,0.194,33.6,8.6,16.8,0.512,0.572,3.9,23.8
Russell Westbrook,0.562,9.0,38.9,0.6,0.7,0.092,30.2,6.1,12.5,0.489,0.538,7.6,15.8
Ivica Zubac,0.661,19.5,5.1,3.8,2.9,0.149,28.6,4.3,6.8,0.634,0.634,1.0,10.8
Marcus Morris,0.534,7.9,8.9,0.4,1.6,0.053,28.1,4.2,9.9,0.426,0.513,1.8,11.2
Norman Powell,0.612,6.3,11.0,2.1,1.4,0.107,26.1,5.7,11.8,0.479,0.559,1.8,17.0
Reggie Jackson,0.523,4.9,19.8,-0.4,1.0,0.02,25.7,4.1,9.8,0.418,0.493,3.5,10.9
Eric Gordon,0.629,3.8,12.2,0.8,0.4,0.105,24.9,3.7,8.0,0.463,0.597,2.1,11.0
