,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Julius Randle,0.581,15.4,18.5,5.0,3.1,0.142,35.5,8.5,18.6,0.459,0.536,4.1,25.1
Jalen Brunson,0.597,5.6,28.7,6.9,1.8,0.175,35.0,8.6,17.6,0.491,0.547,6.2,24.0
RJ Barrett,0.531,8.2,12.4,0.5,1.8,0.043,33.9,7.0,16.1,0.434,0.485,2.8,19.6
Josh Hart,0.703,12.9,16.2,1.8,1.0,0.179,30.0,3.7,6.3,0.586,0.672,3.6,10.2
Quentin Grimes,0.619,5.9,9.7,3.2,1.6,0.108,29.9,4.0,8.5,0.468,0.599,2.1,11.3
Immanuel Quickley,0.578,7.9,17.4,4.4,2.3,0.137,28.9,5.2,11.6,0.448,0.537,3.4,14.9
Mitchell Robinson,0.652,19.2,4.5,4.0,2.6,0.197,27.0,3.2,4.7,0.671,0.671,0.9,7.4
Cam Reddish,0.558,3.9,6.3,0.3,0.4,0.071,21.9,3.1,6.8,0.449,0.511,1.0,8.4
Isaiah Hartenstein,0.567,18.1,8.3,2.2,2.4,0.136,19.8,2.1,4.0,0.535,0.547,1.2,5.0
Evan Fournier,0.471,5.9,10.6,-0.3,0.4,0.01,17.0,2.1,6.1,0.337,0.443,1.3,6.1
Obi Toppin,0.565,9.8,9.2,1.1,1.0,0.095,15.7,2.8,6.3,0.446,0.548,1.0,7.4
Jericho Sims,0.78,16.4,4.0,1.6,0.9,0.153,15.6,1.6,2.1,0.776,0.776,0.5,3.4
Derrick Rose,0.463,6.5,19.9,-0.3,0.3,-0.001,12.5,2.3,5.9,0.384,0.443,1.7,5.6
Miles McBride,0.475,3.6,12.4,0.0,0.7,0.047,11.9,1.2,3.4,0.358,0.451,1.1,3.5
Svi Mykhailiuk,0.739,9.6,3.5,0.1,0.0,0.141,3.1,0.5,0.9,0.5,0.75,0.1,1.6
Trevor Keels,0.375,13.7,0.0,0.0,0.0,-0.062,2.7,0.3,1.3,0.25,0.375,0.0,1.0
Ryan Arcidiacono,0.3,8.4,9.3,0.0,0.0,-0.012,2.4,0.1,0.5,0.2,0.3,0.2,0.3
Kyrie Irving,0.604,7.8,24.1,2.9,1.4,0.14,37.0,10.0,20.5,0.486,0.565,5.3,27.1
Kevin Durant,0.673,10.5,25.9,3.9,1.7,0.194,36.0,10.5,18.8,0.559,0.607,5.3,29.7
Spencer Dinwiddie,0.523,6.6,36.5,1.2,0.8,0.103,35.3,5.5,13.7,0.404,0.465,9.1,16.5
RaiQuan Gray,0.621,14.4,29.0,0.0,0.0,0.106,35.0,6.0,12.0,0.5,0.583,7.0,16.0
Mikal Bridges,0.607,7.4,12.9,1.7,0.8,0.133,34.2,8.9,18.6,0.475,0.543,2.7,26.1
Royce O'Neale,0.538,9.0,15.3,0.4,2.5,0.057,31.7,3.0,7.8,0.386,0.524,3.7,8.8
Cameron Johnson,0.61,8.8,10.0,1.2,0.9,0.131,30.8,5.6,12.0,0.468,0.565,2.1,16.6
Nic Claxton,0.691,17.4,9.3,5.2,4.0,0.195,29.9,5.4,7.7,0.705,0.705,1.9,12.6
Dorian Finney-Smith,0.466,10.0,7.4,-0.3,0.7,0.027,27.7,2.6,7.3,0.351,0.448,1.6,7.2
Ben Simmons,0.559,13.4,31.3,0.5,1.7,0.097,26.3,3.2,5.6,0.566,0.566,6.1,6.9
Joe Harris,0.621,6.0,9.1,1.5,1.1,0.083,20.6,2.7,5.9,0.457,0.618,1.4,7.6
Seth Curry,0.593,4.6,11.9,0.9,0.9,0.07,19.9,3.4,7.4,0.463,0.568,1.6,9.2
T.J. Warren,0.576,8.3,9.1,0.3,0.5,0.081,18.8,3.9,7.7,0.51,0.55,1.1,9.5
Cam Thomas,0.567,5.6,12.7,0.3,0.7,0.049,16.6,3.5,8.0,0.441,0.497,1.4,10.6
Yuta Watanabe,0.637,8.5,7.0,1.3,0.9,0.111,16.0,2.0,4.0,0.491,0.621,0.8,5.6
Nerlens Noel,0.218,11.8,8.3,-0.2,0.1,-0.112,14.3,0.3,2.0,0.167,0.167,1.0,1.0
Patty Mills,0.554,4.4,13.9,0.0,0.4,0.035,14.2,2.2,5.2,0.411,0.529,1.4,6.2
Edmond Sumner,0.597,6.0,13.3,0.6,0.7,0.086,13.9,2.3,5.1,0.461,0.519,1.3,7.1
Day'Ron Sharpe,0.581,20.4,9.7,0.8,0.8,0.139,11.5,1.9,3.6,0.544,0.561,0.8,4.7
Markieff Morris,0.556,11.6,11.8,0.1,0.3,0.074,10.6,1.2,3.0,0.402,0.524,0.9,3.6
David Duke Jr.,0.497,7.1,13.1,-0.3,0.2,-0.011,9.9,1.6,3.4,0.462,0.468,0.9,3.7
Dru Smith,0.511,9.3,26.0,0.1,0.1,0.132,9.1,1.3,3.1,0.419,0.484,1.7,3.3
Kessler Edwards,0.301,10.0,3.2,-0.3,0.1,-0.108,5.6,0.4,1.7,0.25,0.292,0.1,1.1
Alondes Williams,,11.2,0.0,-0.1,0.0,-0.517,5.0,0.0,0.0,,,0.0,0.0
Moses Brown,,0.0,0.0,0.0,0.0,-0.129,3.0,0.0,0.0,,,0.0,0.0
Pascal Siakam,0.565,11.9,24.9,5.2,2.6,0.141,37.4,8.9,18.5,0.48,0.515,5.8,24.2
Fred VanVleet,0.54,6.3,28.1,3.7,2.8,0.123,36.7,6.3,16.1,0.393,0.486,7.2,19.3
OG Anunoby,0.586,7.9,8.0,1.8,2.9,0.094,35.6,6.3,13.2,0.476,0.556,2.0,16.8
Scottie Barnes,0.524,10.8,20.0,2.3,2.7,0.09,34.8,6.0,13.2,0.456,0.487,4.8,15.3
Gary Trent Jr.,0.56,4.6,7.4,2.5,2.0,0.102,32.1,6.1,14.2,0.433,0.522,1.6,17.4
Jakob Poeltl,0.652,19.0,12.1,1.9,1.2,0.209,27.2,5.8,8.8,0.652,0.652,2.2,13.1
Precious Achiuwa,0.554,16.3,6.3,0.8,1.4,0.093,20.7,3.6,7.3,0.485,0.521,0.9,9.2
Chris Boucher,0.59,15.7,2.7,3.0,2.0,0.156,20.0,3.4,7.0,0.493,0.552,0.4,9.4
Otto Porter Jr.,0.656,7.4,7.2,0.2,0.2,0.142,18.3,1.9,3.8,0.5,0.6,1.0,5.5
Thaddeus Young,0.573,11.8,12.9,0.7,1.1,0.109,14.7,2.0,3.7,0.545,0.561,1.4,4.4
Juancho Hernangómez,0.504,11.3,5.2,0.1,0.6,0.053,14.6,1.1,2.7,0.421,0.496,0.6,2.9
Christian Koloko,0.517,12.1,5.0,0.7,1.0,0.104,13.8,1.2,2.6,0.48,0.483,0.5,3.1
Will Barton,0.451,7.0,11.0,0.0,0.2,0.051,13.2,1.8,4.9,0.354,0.443,1.1,4.5
Malachi Flynn,0.479,6.2,13.7,0.0,0.5,0.034,13.0,1.6,4.6,0.36,0.457,1.3,4.6
Jeff Dowtin,0.5,5.0,15.5,0.2,0.2,0.076,10.4,1.0,2.3,0.439,0.482,1.2,2.4
Dalano Banton,0.505,9.1,19.3,0.0,0.4,0.064,9.0,1.8,4.2,0.423,0.481,1.2,4.6
Khem Birch,0.629,8.7,5.8,0.1,0.2,0.072,8.1,1.0,1.6,0.594,0.609,0.4,2.2
Joe Wieskamp,0.321,4.5,7.4,-0.1,0.0,-0.076,5.6,0.3,1.6,0.214,0.321,0.3,1.0
Ron Harper Jr.,0.608,8.3,11.9,0.1,0.0,0.158,5.3,0.9,1.8,0.5,0.594,0.4,2.2
Justin Champagnie,1.0,20.6,15.3,0.1,0.0,0.332,3.7,1.0,1.0,1.0,1.0,0.3,2.0
Jrue Holiday,0.586,8.1,34.4,3.9,2.8,0.148,32.6,7.3,15.3,0.479,0.556,7.4,19.3
Giannis Antetokounmpo,0.605,19.1,33.2,4.9,3.7,0.204,32.1,11.2,20.3,0.553,0.572,5.7,31.1
Brook Lopez,0.63,11.4,6.1,4.1,3.9,0.161,30.4,6.1,11.5,0.531,0.606,1.3,15.9
Grayson Allen,0.612,6.3,10.9,2.8,2.2,0.123,27.4,3.4,7.7,0.44,0.571,2.3,10.4
Bobby Portis,0.575,19.3,8.7,2.5,2.8,0.139,26.0,5.7,11.5,0.496,0.555,1.5,14.1
Khris Middleton,0.551,9.1,30.7,1.0,1.0,0.117,24.3,5.4,12.3,0.436,0.499,4.9,15.1
Pat Connaughton,0.531,10.2,6.9,0.7,1.8,0.085,23.7,2.7,6.9,0.392,0.521,1.3,7.6
Joe Ingles,0.616,6.4,18.4,1.1,1.2,0.107,22.7,2.3,5.4,0.435,0.603,3.3,6.9
Jevon Carter,0.56,5.8,14.5,1.2,2.3,0.092,22.3,3.0,7.0,0.423,0.549,2.4,8.0
George Hill,0.575,5.2,16.8,0.7,0.7,0.1,19.1,1.7,3.8,0.447,0.534,2.5,5.0
Jae Crowder,0.624,10.6,10.6,0.7,0.5,0.165,18.9,2.5,5.2,0.479,0.606,1.5,6.9
Wesley Matthews,0.519,7.2,5.1,0.3,0.9,0.073,15.8,1.1,3.1,0.363,0.484,0.7,3.4
Jordan Nwora,0.53,10.2,8.4,0.0,0.7,0.057,15.7,2.0,5.2,0.386,0.487,1.0,6.0
MarJon Beauchamp,0.513,8.5,6.7,-0.4,0.8,0.027,13.5,1.8,4.7,0.395,0.492,0.7,5.1
Meyers Leonard,0.652,15.5,1.2,0.2,0.1,0.126,12.7,1.6,3.2,0.483,0.603,0.1,4.8
Lindell Wigginton,0.61,4.2,23.8,0.0,0.1,0.028,12.4,2.6,5.3,0.486,0.568,2.0,7.1
Goran Dragić,0.516,7.5,20.2,0.0,0.1,0.037,11.9,2.0,5.1,0.389,0.486,1.7,5.6
Serge Ibaka,0.553,12.4,2.9,0.0,0.2,0.058,11.6,1.6,3.4,0.481,0.537,0.3,4.1
A.J. Green,0.607,6.8,8.7,0.5,0.3,0.111,9.9,1.5,3.6,0.424,0.6,0.6,4.4
Sandro Mamukelashvili,0.432,13.4,9.3,-0.1,0.3,0.049,9.0,0.8,2.4,0.328,0.388,0.7,2.4
Thanasis Antetokounmpo,0.458,11.1,9.3,-0.1,0.2,0.022,5.6,0.5,1.2,0.435,0.435,0.4,1.4
Donovan Mitchell,0.614,7.0,21.4,5.4,3.5,0.176,35.8,10.0,20.6,0.484,0.572,4.4,28.3
Darius Garland,0.587,4.5,34.1,4.5,3.0,0.148,35.5,7.6,16.4,0.462,0.537,7.8,21.6
Evan Mobley,0.591,15.4,12.4,3.7,4.8,0.151,34.4,6.6,12.0,0.554,0.566,2.8,16.2
Jarrett Allen,0.67,17.7,7.5,5.5,4.0,0.205,32.6,5.9,9.2,0.644,0.645,1.7,14.3
Caris LeVert,0.546,7.4,18.0,1.4,3.1,0.095,30.2,4.3,10.0,0.431,0.517,3.9,12.1
Isaac Okoro,0.614,6.7,7.0,1.9,2.3,0.122,21.7,2.3,4.7,0.494,0.582,1.1,6.4
Dean Wade,0.55,9.9,5.4,0.4,1.4,0.097,20.3,1.7,4.0,0.412,0.54,0.8,4.7
Cedi Osman,0.579,6.7,10.6,1.4,1.9,0.103,20.1,3.1,6.9,0.451,0.56,1.5,8.7
Kevin Love,0.555,20.1,12.8,0.5,1.4,0.112,20.0,2.7,7.0,0.389,0.511,1.9,8.5
Lamar Stevens,0.524,10.9,4.0,0.3,1.6,0.08,18.1,2.1,4.6,0.448,0.5,0.5,5.3
Ricky Rubio,0.442,7.3,27.1,-0.2,0.9,0.062,17.2,1.8,5.4,0.343,0.402,3.5,5.2
Danny Green,0.676,6.2,6.4,0.1,0.2,0.114,11.9,2.4,4.8,0.5,0.671,0.5,6.5
Sam Merrill,0.546,9.0,12.0,0.1,0.1,0.16,11.8,1.8,4.4,0.409,0.523,1.0,5.0
Raul Neto,0.628,5.4,21.0,0.8,0.6,0.142,10.5,1.2,2.3,0.518,0.573,1.6,3.3
Robin Lopez,0.675,10.0,9.1,0.2,0.3,0.094,8.1,1.3,2.0,0.64,0.653,0.5,3.0
Mamadi Diakite,0.56,10.0,6.3,-0.1,0.3,0.051,8.0,1.1,2.3,0.48,0.55,0.4,2.6
Isaiah Mobley,0.521,14.0,5.0,0.1,0.2,0.135,7.0,1.0,2.3,0.429,0.482,0.3,2.6
Dylan Windler,0.833,0.0,15.2,0.0,0.0,0.149,3.3,0.7,1.0,0.667,0.833,0.3,1.7
DeMar DeRozan,0.592,7.2,22.3,5.4,3.2,0.153,36.2,8.9,17.6,0.504,0.522,5.1,24.5
Zach LaVine,0.607,7.1,18.7,4.2,2.9,0.123,35.9,8.7,18.0,0.485,0.558,4.2,24.8
Nikola Vučević,0.594,18.6,14.6,3.9,4.4,0.145,33.5,7.3,14.0,0.52,0.573,3.2,17.6
Patrick Williams,0.576,8.0,5.8,0.5,3.0,0.072,28.3,3.8,8.3,0.464,0.549,1.2,10.2
Patrick Beverley,0.506,10.0,15.7,0.3,0.9,0.096,27.5,2.1,5.4,0.395,0.5,3.5,5.8
Ayo Dosunmu,0.567,5.9,13.2,0.7,2.2,0.067,26.2,3.5,7.1,0.493,0.545,2.6,8.6
Alex Caruso,0.588,7.1,15.4,1.0,2.6,0.109,23.5,1.9,4.3,0.455,0.551,2.9,5.6
Coby White,0.572,6.9,16.3,1.2,1.9,0.087,23.4,3.6,8.0,0.443,0.551,2.8,9.7
Goran Dragić,0.514,5.0,24.7,-0.2,0.6,0.023,15.4,2.5,5.9,0.425,0.5,2.7,6.4
Javonte Green,0.646,10.4,6.4,0.6,0.8,0.142,15.0,1.9,3.4,0.565,0.625,0.7,5.2
Derrick Jones Jr.,0.597,9.7,5.1,1.2,1.2,0.131,14.0,1.8,3.6,0.5,0.559,0.5,5.0
Andre Drummond,0.606,29.6,5.7,0.8,2.0,0.159,12.7,2.5,4.1,0.606,0.606,0.5,6.0
Carlik Jones,0.54,5.1,13.9,0.0,0.1,0.078,8.0,0.9,2.1,0.4,0.5,0.9,2.9
Terry Taylor,0.85,12.6,0.0,0.2,0.0,0.262,7.2,1.8,2.0,0.9,0.95,0.0,4.0
Dalen Terry,0.523,9.8,14.1,0.1,0.3,0.105,5.6,0.8,1.9,0.444,0.493,0.6,2.2
Marko Simonovic,0.381,5.7,0.0,0.0,0.0,-0.052,2.9,0.3,1.0,0.286,0.357,0.0,0.9
Tony Bradley,0.69,18.9,4.4,0.1,0.1,0.22,2.8,0.5,1.0,0.5,0.625,0.1,1.6
Malcolm Hill,0.625,18.9,0.0,0.0,0.0,0.125,1.8,0.4,0.8,0.5,0.625,0.0,1.0
Tyrese Haliburton,0.624,6.0,47.6,6.4,1.2,0.195,33.6,7.4,15.0,0.49,0.586,10.4,20.7
Buddy Hield,0.614,8.9,13.3,2.7,1.6,0.085,31.0,5.9,13.0,0.458,0.596,2.8,16.8
Myles Turner,0.651,14.2,7.5,3.4,2.0,0.142,29.4,6.5,11.8,0.548,0.612,1.4,18.0
Bennedict Mathurin,0.566,7.9,7.6,1.0,0.8,0.038,28.5,5.3,12.2,0.434,0.487,1.5,16.7
Andrew Nembhard,0.528,5.3,22.4,0.4,0.8,0.029,27.6,3.8,8.6,0.441,0.512,4.5,9.5
Aaron Nesmith,0.566,8.5,7.4,0.9,1.1,0.052,24.9,3.5,8.1,0.427,0.525,1.3,10.1
Jordan Nwora,0.586,10.5,12.6,0.5,0.3,0.064,24.6,4.9,10.3,0.476,0.569,2.1,13.0
T.J. McConnell,0.59,8.5,37.9,1.9,1.2,0.098,20.3,3.8,6.9,0.543,0.568,5.3,8.7
Chris Duarte,0.496,7.1,9.7,-0.5,0.4,-0.003,19.5,2.7,7.2,0.369,0.452,1.4,7.9
Jalen Smith,0.565,17.1,7.6,1.1,1.1,0.085,18.8,3.6,7.5,0.476,0.53,1.0,9.4
Gabe York,0.548,5.9,12.3,0.1,0.0,0.091,18.7,2.7,7.0,0.381,0.524,1.7,8.0
Oshae Brissett,0.52,11.2,5.4,0.4,0.7,0.05,16.7,1.9,4.9,0.386,0.461,0.7,6.1
Isaiah Jackson,0.595,15.0,7.0,1.5,1.2,0.124,16.5,2.8,5.0,0.563,0.566,0.8,7.2
Daniel Theis,0.497,11.2,12.2,0.0,0.1,0.046,15.6,3.0,6.3,0.477,0.5,1.3,7.0
George Hill,0.751,6.0,16.7,0.4,0.1,0.136,15.1,1.7,3.1,0.559,0.721,1.9,5.2
Trevelin Queen,0.337,13.5,11.1,-0.3,0.1,-0.133,10.0,1.0,4.1,0.241,0.276,0.9,3.0
Goga Bitadze,0.551,13.5,12.1,0.2,0.2,0.087,9.6,1.3,2.5,0.519,0.558,0.9,3.3
James Johnson,0.486,10.3,12.6,-0.1,0.2,0.017,9.0,1.2,2.7,0.449,0.48,0.8,2.8
Terry Taylor,0.507,9.5,5.9,0.0,0.1,0.021,8.8,1.2,2.5,0.462,0.492,0.4,2.7
Kendall Brown,0.571,8.3,9.7,0.0,0.1,0.071,6.7,0.7,1.2,0.571,0.571,0.5,1.5
Cade Cunningham,0.492,10.3,30.7,-0.4,0.2,-0.018,33.3,7.8,18.7,0.415,0.453,6.0,19.9
Bojan Bogdanović,0.627,6.5,13.6,3.1,0.4,0.09,32.1,7.3,14.9,0.488,0.57,2.6,21.6
Jaden Ivey,0.528,6.9,26.2,-0.9,0.8,-0.001,31.1,5.5,13.3,0.416,0.477,5.2,16.3
Saddiq Bey,0.552,8.9,8.5,1.5,0.8,0.074,28.8,4.7,11.7,0.404,0.488,1.6,14.8
Isaiah Stewart,0.56,15.8,7.3,1.1,0.9,0.068,28.3,3.9,8.8,0.442,0.518,1.4,11.3
Killian Hayes,0.455,5.7,32.3,-1.9,1.4,-0.012,28.3,4.0,10.7,0.377,0.426,6.2,10.3
James Wiseman,0.563,17.8,4.4,0.2,0.4,0.049,25.2,5.4,10.2,0.531,0.537,0.7,12.7
Jalen Duren,0.655,19.7,6.8,2.9,1.6,0.129,24.9,3.9,5.9,0.648,0.648,1.1,9.1
Marvin Bagley III,0.587,15.1,5.9,1.3,0.7,0.095,23.6,4.8,9.1,0.529,0.554,0.9,12.0
Isaiah Livers,0.567,6.6,4.8,0.5,0.5,0.041,23.1,2.3,5.5,0.417,0.545,0.8,6.7
Alec Burks,0.602,7.8,15.9,1.9,0.6,0.109,22.0,3.9,9.0,0.436,0.544,2.2,12.8
Eugene Omoruyi,0.533,8.8,6.8,0.1,0.2,0.034,21.9,3.4,7.9,0.425,0.489,1.0,9.7
Cory Joseph,0.558,4.8,25.4,1.5,0.3,0.07,19.8,2.4,5.7,0.427,0.527,3.5,6.9
R.J. Hampton,0.546,6.8,7.5,-0.1,0.2,0.01,18.5,2.5,5.9,0.423,0.516,1.0,7.3
Hamidou Diallo,0.593,10.8,9.2,0.4,0.9,0.063,17.8,3.8,6.7,0.573,0.58,1.0,9.3
Rodney McGruder,0.566,7.8,7.6,0.5,0.2,0.068,16.4,1.9,4.8,0.408,0.543,0.9,5.7
Kevin Knox,0.612,10.1,3.7,0.2,0.3,0.043,14.1,2.0,4.3,0.469,0.589,0.4,5.6
Jared Rhoden,0.482,10.4,2.8,0.0,0.1,0.027,14.1,1.2,3.1,0.386,0.443,0.3,3.2
Nerlens Noel,0.465,13.5,6.2,-0.1,0.3,0.04,10.9,0.9,2.1,0.4,0.417,0.5,2.3
Buddy Boeheim,0.287,3.7,5.8,-0.2,0.0,-0.091,9.0,0.5,2.7,0.185,0.259,0.4,1.6
Braxton Key,1.064,6.2,0.0,0.0,0.0,0.242,3.0,0.3,0.3,1.0,1.0,0.0,1.3
Stanley Umude,0.532,0.0,0.0,0.0,0.0,0.626,2.0,0.0,1.0,0.0,0.0,0.0,2.0
Tyler Herro,0.566,9.0,19.9,1.1,2.4,0.072,34.9,7.3,16.6,0.439,0.531,4.2,20.1
Bam Adebayo,0.592,15.5,15.9,3.6,3.8,0.137,34.6,8.0,14.9,0.54,0.541,3.2,20.4
Jimmy Butler,0.647,10.3,27.1,9.4,2.9,0.277,33.4,7.5,13.9,0.539,0.56,5.3,22.9
Kyle Lowry,0.565,7.7,23.4,1.5,1.9,0.096,31.2,3.6,8.8,0.404,0.514,5.1,11.2
Caleb Martin,0.571,9.7,8.2,1.2,2.5,0.086,29.3,3.6,7.7,0.464,0.54,1.6,9.6
Max Strus,0.557,6.7,11.2,1.5,1.9,0.071,28.4,4.1,9.9,0.41,0.535,2.1,11.5
Victor Oladipo,0.513,6.8,19.8,-0.9,1.5,0.024,26.3,3.8,9.6,0.397,0.484,3.5,10.7
Gabe Vincent,0.533,4.8,13.9,-0.3,1.7,0.038,25.9,3.4,8.3,0.402,0.505,2.5,9.4
Kevin Love,0.535,16.6,14.0,0.1,0.6,0.075,20.0,2.6,6.6,0.388,0.496,1.9,7.7
Haywood Highsmith,0.517,11.4,6.2,-0.3,1.3,0.046,17.9,1.7,4.0,0.431,0.516,0.8,4.4
Duncan Robinson,0.534,5.9,9.7,-0.1,0.6,0.035,16.5,2.1,5.6,0.371,0.504,1.1,6.4
Jamaree Bouyea,0.54,4.5,8.6,-0.1,0.1,0.029,16.3,1.5,3.3,0.462,0.538,1.0,3.8
Cody Zeller,0.659,17.3,7.2,0.4,0.3,0.147,14.5,2.5,3.9,0.627,0.627,0.7,6.5
Orlando Robinson,0.565,17.4,8.4,0.5,0.6,0.129,13.7,1.5,2.9,0.528,0.528,0.8,3.7
Nikola Jović,0.53,8.9,7.3,0.0,0.2,0.053,13.6,1.9,4.6,0.406,0.464,0.7,5.5
Dru Smith,0.393,7.9,10.1,0.0,0.1,0.053,13.4,1.0,2.8,0.357,0.393,1.0,2.2
Jamal Cain,0.647,12.7,7.6,0.5,0.3,0.169,13.3,2.1,3.7,0.561,0.614,0.7,5.4
Dewayne Dedmon,0.576,18.2,7.3,0.3,0.5,0.115,11.7,2.1,4.3,0.496,0.539,0.5,5.7
Udonis Haslem,0.433,9.1,0.0,-0.1,0.1,-0.009,10.1,1.4,4.1,0.345,0.397,0.0,3.9
Omer Yurtseven,0.675,16.2,3.9,0.2,0.1,0.159,9.2,1.8,3.0,0.593,0.648,0.2,4.4
Dejounte Murray,0.54,7.9,24.0,2.4,2.3,0.084,36.4,8.3,17.8,0.464,0.514,6.1,20.5
Trae Young,0.573,4.7,42.5,5.3,1.4,0.126,34.8,8.2,19.0,0.429,0.485,10.2,26.2
De'Andre Hunter,0.563,7.3,6.0,1.4,1.2,0.057,31.7,5.7,12.3,0.461,0.522,1.4,15.4
John Collins,0.593,11.9,5.3,2.1,2.1,0.095,30.0,5.1,10.0,0.508,0.557,1.2,13.1
Bogdan Bogdanović,0.586,6.0,13.4,1.8,1.0,0.088,27.9,5.1,11.3,0.447,0.566,2.8,14.0
Clint Capela,0.656,22.7,4.7,4.9,2.4,0.201,26.6,5.4,8.2,0.653,0.653,0.9,12.0
Saddiq Bey,0.599,10.4,7.2,1.1,0.5,0.119,25.2,4.3,9.2,0.47,0.578,1.4,11.6
