,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Jerome Williams,0.563,13.7,5.2,1.5,1.1,0.102,15.3,1.5,3.1,0.502,0.502,0.5,4.5
Jermaine Jackson,0.542,5.9,15.5,0.1,0.1,0.046,11.0,0.8,1.6,0.515,0.515,1.1,2.0
Jamison Brewer,0.363,7.0,9.4,-0.4,0.1,-0.074,10.3,0.6,2.1,0.297,0.338,0.7,1.7
Moochie Norris,0.399,7.7,16.3,-0.6,0.3,-0.043,10.0,1.0,2.9,0.344,0.344,1.1,2.6
Vin Baker,0.37,11.4,6.9,-0.4,0.1,-0.074,8.0,0.5,1.6,0.342,0.342,0.4,1.4
Bruno Šundov,0.33,10.5,4.6,-0.3,0.0,-0.174,3.5,0.5,1.8,0.297,0.311,0.1,1.2
Jackie Butler,1.025,0.0,0.0,0.1,0.0,1.333,1.7,1.3,1.3,1.0,1.0,0.0,3.3
Richard Hamilton,0.528,5.9,23.5,3.9,3.5,0.121,38.5,6.7,15.3,0.44,0.455,4.9,18.7
Tayshaun Prince,0.556,8.4,14.5,5.4,4.0,0.149,37.1,5.7,11.7,0.487,0.511,3.0,14.7
Ben Wallace,0.459,19.8,7.6,1.8,6.7,0.153,36.1,4.0,8.8,0.453,0.454,1.7,9.7
Chauncey Billups,0.609,5.5,28.2,8.6,3.5,0.202,35.8,5.1,11.4,0.442,0.533,5.8,16.5
Rasheed Wallace,0.499,14.0,9.8,2.0,5.1,0.127,34.0,5.9,13.4,0.44,0.475,1.8,14.5
Antonio McDyess,0.542,15.7,7.3,2.5,3.3,0.154,23.3,4.0,7.8,0.513,0.513,0.9,9.6
Carlos Arroyo,0.458,4.8,29.7,0.0,0.9,0.06,17.7,1.9,4.9,0.376,0.378,3.2,5.4
Carlos Delfino,0.431,7.0,13.3,-0.3,0.8,0.048,15.3,1.4,3.9,0.359,0.397,1.3,3.9
Lindsey Hunter,0.435,6.3,18.3,-0.6,2.0,0.058,15.1,1.4,4.0,0.358,0.396,1.7,3.8
Elden Campbell,0.426,14.1,7.8,-0.5,0.6,0.013,11.3,1.3,3.9,0.336,0.336,0.5,3.9
Ronald Dupree,0.515,11.8,8.7,0.4,0.7,0.104,10.0,1.3,2.7,0.48,0.484,0.5,3.2
Derrick Coleman,0.294,17.6,0.0,-0.1,0.1,-0.049,10.0,0.6,2.8,0.214,0.214,0.0,1.8
Smush Parker,0.489,4.8,16.3,-0.1,0.1,0.009,10.0,1.0,2.5,0.393,0.429,1.0,3.0
Horace Jenkins,0.414,5.1,15.2,-0.1,0.2,0.006,6.9,1.0,3.0,0.333,0.333,0.6,2.8
Darko Miličić,0.387,9.9,4.5,-0.6,0.4,-0.031,6.9,0.7,2.1,0.329,0.329,0.2,1.8
Anthony Goldwire,0.486,8.5,0.0,0.0,0.1,0.093,6.1,0.4,1.7,0.267,0.367,0.0,2.0
Darvin Ham,0.454,7.5,2.8,0.0,0.3,0.055,5.9,0.4,0.8,0.459,0.459,0.1,1.0
Kirk Hinrich,0.495,6.1,31.5,2.5,4.7,0.124,36.4,5.8,14.6,0.397,0.461,6.4,15.7
Eddy Curry,0.583,10.5,4.1,1.5,2.8,0.115,28.7,6.2,11.6,0.538,0.538,0.6,16.1
Tyson Chandler,0.565,19.8,4.8,2.8,5.5,0.183,27.4,2.6,5.2,0.494,0.494,0.8,8.0
Luol Deng,0.496,10.8,14.8,0.1,2.9,0.086,27.3,4.6,10.6,0.434,0.458,2.2,11.7
Chris Duhon,0.471,5.5,28.6,0.8,3.3,0.09,26.5,2.1,6.0,0.352,0.449,4.9,5.9
Antonio Davis,0.516,13.0,7.1,0.9,3.0,0.101,25.6,2.7,5.8,0.461,0.461,1.1,7.0
Ben Gordon,0.526,6.0,16.3,0.8,2.7,0.084,24.4,5.3,12.9,0.411,0.474,2.0,15.1
Andrés Nocioni,0.484,11.4,10.9,-0.9,3.3,0.062,23.4,3.0,7.4,0.401,0.422,1.5,8.4
Othella Harrington,0.559,12.8,8.0,1.5,2.1,0.135,18.2,3.1,6.1,0.512,0.512,0.8,8.0
Jannero Pargo,0.457,5.8,31.2,-0.4,0.7,0.023,14.2,2.6,6.7,0.385,0.439,2.4,6.4
Eric Piatkowski,0.573,5.3,10.3,1.1,1.2,0.129,12.4,1.6,3.8,0.43,0.541,0.8,4.8
Lawrence Funderburke,0.549,8.0,0.0,0.0,0.0,0.161,10.5,1.5,3.0,0.5,0.5,0.0,4.5
Adrian Griffin,0.419,12.2,12.6,-0.1,1.4,0.095,9.7,0.8,2.3,0.36,0.366,0.8,2.2
Frank Williams,0.15,4.7,22.9,-0.3,0.1,-0.102,7.9,0.3,2.2,0.15,0.15,1.2,0.7
Jared Reiner,0.331,16.1,1.2,-0.3,0.3,-0.013,6.9,0.5,1.6,0.333,0.333,0.1,1.1
Metta World Peace,0.608,9.2,16.2,0.9,0.4,0.219,41.6,8.4,17.0,0.496,0.525,3.1,24.6
Stephen Jackson,0.518,8.3,13.5,1.0,2.1,0.082,35.4,6.5,16.1,0.403,0.466,2.3,18.7
Jermaine O'Neal,0.52,15.1,12.8,1.3,2.5,0.118,34.8,8.8,19.4,0.452,0.453,1.9,24.3
Jamaal Tinsley,0.518,7.3,39.3,0.8,2.0,0.102,32.5,5.5,13.1,0.418,0.473,6.4,15.4
Reggie Miller,0.582,4.4,13.3,5.1,1.5,0.151,31.9,4.8,10.9,0.437,0.503,2.2,14.8
Fred Jones,0.551,6.4,15.7,2.6,2.2,0.102,29.5,3.6,8.4,0.425,0.492,2.5,10.6
Dale Davis,0.566,18.1,5.7,1.4,1.2,0.168,29.2,2.7,5.0,0.536,0.536,1.0,6.9
Anthony Johnson,0.526,6.1,31.2,2.2,1.8,0.11,27.7,3.2,7.2,0.445,0.49,4.8,8.4
Jeff Foster,0.551,20.6,4.8,2.9,2.5,0.162,26.1,2.8,5.3,0.519,0.519,0.7,7.0
Austin Croshere,0.531,12.2,9.5,1.8,2.2,0.107,25.0,2.6,6.8,0.378,0.424,1.3,8.9
David Harrison,0.589,10.6,3.2,0.3,1.1,0.09,17.7,2.5,4.3,0.576,0.576,0.3,6.1
Scot Pollard,0.506,14.1,3.6,0.6,1.2,0.104,17.7,1.6,3.4,0.473,0.473,0.4,3.9
James Jones,0.537,7.8,7.4,1.1,1.4,0.09,17.7,1.7,4.2,0.396,0.5,0.8,4.9
Britton Johnsen,0.273,6.9,7.6,-0.2,0.0,-0.087,14.5,1.0,3.7,0.273,0.273,0.7,2.0
Eddie Gill,0.484,6.5,13.8,-0.3,1.4,0.053,14.0,1.1,3.3,0.335,0.409,1.1,3.7
Michael Curry,0.461,6.5,9.7,0.1,0.2,0.057,13.8,0.7,1.6,0.448,0.448,0.8,1.7
Jonathan Bender,0.422,9.0,8.6,-0.3,0.1,-0.12,13.3,2.3,5.7,0.4,0.413,0.6,5.1
Marcus Haislip,0.373,8.4,5.2,-0.3,0.1,-0.081,11.8,1.4,4.2,0.342,0.342,0.3,3.6
Tremaine Fowlkes,0.531,8.5,0.0,-0.1,0.1,-0.028,7.0,1.1,2.1,0.529,0.559,0.0,2.4
John Edwards,0.401,8.2,3.7,-0.2,0.1,-0.035,5.6,0.4,1.2,0.367,0.367,0.1,1.2
LeBron James,0.554,10.2,32.9,9.7,4.6,0.203,42.4,9.9,21.1,0.472,0.504,7.2,27.2
Jeff McInnis,0.495,3.5,24.1,3.0,1.1,0.074,34.9,5.0,12.0,0.412,0.462,5.1,12.8
Zydrunas Ilgauskas,0.55,15.2,6.6,4.8,3.3,0.149,33.5,5.9,12.6,0.468,0.469,1.3,16.9
Drew Gooden,0.548,17.6,9.1,4.7,3.8,0.163,30.8,5.7,11.5,0.492,0.495,1.6,14.4
Ira Newble,0.482,7.1,7.6,0.6,1.3,0.05,24.8,2.5,5.7,0.429,0.452,1.2,5.9
Eric Snow,0.445,5.0,25.1,0.5,1.4,0.05,22.8,1.5,4.0,0.382,0.402,3.9,4.0
Robert Traylor,0.461,14.8,7.4,-0.1,1.9,0.066,17.9,2.4,5.4,0.444,0.444,0.8,5.5
Anderson Varejão,0.534,17.6,4.9,1.5,1.4,0.164,16.0,1.8,3.6,0.513,0.513,0.5,4.9
Lucious Harris,0.475,6.3,6.7,0.6,0.7,0.055,15.5,1.6,4.1,0.395,0.43,0.7,4.3
Sasha Pavlović,0.516,4.9,9.3,0.2,0.6,0.046,13.3,1.8,4.2,0.435,0.489,0.8,4.8
Jiří Welsch,0.363,8.6,14.3,-0.4,0.2,-0.064,12.0,0.8,3.2,0.235,0.255,1.2,2.9
Dajuan Wagner,0.388,1.2,22.1,-0.3,0.1,-0.099,9.3,1.6,5.0,0.327,0.373,1.2,4.0
Scott Williams,0.36,11.6,7.8,-0.1,0.2,0.025,8.0,0.6,2.2,0.293,0.293,0.4,1.7
DeSagana Diop,0.281,13.5,7.1,-0.5,0.4,-0.006,7.8,0.5,1.8,0.29,0.29,0.4,1.0
Jérôme Moïso,0.6,15.3,5.8,0.0,0.1,0.181,6.8,0.8,1.3,0.6,0.6,0.3,1.5
Luke Jackson,0.489,8.2,13.4,0.1,0.0,0.085,4.3,1.0,2.7,0.37,0.444,0.3,2.9
Michael Redd,0.536,6.4,11.4,5.5,0.7,0.105,38.0,8.3,18.9,0.441,0.477,2.3,23.0
Desmond Mason,0.526,6.3,12.8,3.6,0.7,0.071,36.2,6.0,13.5,0.443,0.443,2.7,17.2
Joe Smith,0.564,14.0,4.9,4.0,1.4,0.116,30.6,4.3,8.4,0.514,0.514,0.9,11.0
Mo Williams,0.504,6.4,35.4,1.2,1.0,0.046,28.2,4.0,9.2,0.438,0.46,6.1,10.2
Keith Van Horn,0.545,11.8,8.5,1.0,0.5,0.084,24.8,3.9,8.6,0.449,0.502,1.2,10.4
Mike James,0.535,6.1,27.6,1.5,0.5,0.084,24.8,4.4,9.8,0.446,0.509,3.9,11.4
Dan Gadzuric,0.551,22.2,2.7,2.8,2.4,0.14,22.0,3.0,5.6,0.539,0.539,0.4,7.3
Toni Kukoč,0.523,8.5,22.3,0.8,0.7,0.066,20.7,2.0,4.8,0.41,0.492,3.0,5.6
Kendall Gill,0.479,7.6,14.9,0.3,0.2,0.079,20.3,2.3,5.7,0.4,0.419,1.9,6.1
Anthony Goldwire,0.587,6.2,25.3,1.3,0.2,0.143,20.1,2.2,5.0,0.438,0.558,3.3,6.4
Zaza Pachulia,0.526,15.9,6.8,1.6,1.3,0.099,18.9,2.2,4.8,0.452,0.452,0.8,6.2
Marcus Fizer,0.498,11.4,11.8,-0.2,0.7,0.023,16.7,2.5,5.4,0.455,0.455,1.2,6.2
Erick Strickland,0.453,6.0,17.8,-0.6,0.4,-0.012,16.4,1.8,4.9,0.375,0.41,1.9,4.9
Calvin Booth,0.583,15.2,3.2,0.2,0.2,0.096,11.1,0.9,1.7,0.517,0.517,0.2,2.5
Zendon Hamilton,0.48,15.5,5.5,0.0,0.1,0.038,9.9,0.7,2.0,0.344,0.344,0.4,3.2
Daniel Santiago,0.426,10.6,1.4,-0.1,0.1,0.012,9.5,0.6,1.9,0.333,0.333,0.1,2.0
Eddie House,0.471,4.3,20.2,0.1,0.0,0.104,8.2,1.2,3.4,0.353,0.471,1.0,3.2
Reece Gaines,0.326,2.2,7.7,-0.2,0.0,-0.104,7.2,0.6,2.1,0.304,0.326,0.4,1.4
Dwyane Wade,0.561,7.8,31.0,6.7,4.3,0.177,38.6,8.2,17.1,0.478,0.483,6.8,24.1
Eddie Jones,0.556,8.3,11.5,4.2,3.8,0.135,35.5,4.4,10.3,0.428,0.515,2.7,12.7
Shaquille O'Neal,0.583,17.8,15.7,6.4,4.6,0.211,34.1,9.0,15.0,0.601,0.601,2.7,22.9
Udonis Haslem,0.588,15.8,6.3,5.2,4.0,0.165,33.4,4.3,8.0,0.54,0.54,1.4,10.9
Damon Jones,0.625,5.2,21.0,6.5,2.3,0.162,31.4,4.0,8.9,0.456,0.611,4.3,11.6
Rasual Butler,0.488,7.3,8.1,0.3,1.4,0.068,18.5,2.5,6.3,0.399,0.468,1.0,6.5
Shandon Anderson,0.522,9.6,8.8,0.5,1.6,0.09,17.7,1.5,3.3,0.456,0.467,1.1,3.9
Malik Allen,0.505,12.2,7.0,0.3,0.3,0.113,17.7,2.5,5.4,0.461,0.461,0.8,5.9
Keyon Dooling,0.486,4.4,17.0,0.2,1.3,0.061,16.0,1.9,4.7,0.403,0.43,1.8,5.2
Christian Laettner,0.619,10.3,8.8,1.5,1.2,0.174,15.1,2.2,3.8,0.582,0.584,0.8,5.3
Michael Doleac,0.46,12.9,6.2,0.2,1.6,0.076,14.7,1.9,4.1,0.447,0.447,0.6,4.0
Qyntel Woods,0.417,8.8,0.0,-0.1,0.1,0.024,13.3,1.7,4.0,0.417,0.417,0.0,3.3
Alonzo Mourning,0.551,16.9,2.5,0.3,0.5,0.173,12.9,1.7,3.3,0.516,0.516,0.2,5.0
Wesley Person,0.528,6.2,8.2,0.1,0.2,0.076,12.9,1.6,3.6,0.439,0.509,0.7,3.9
Dorell Wright,0.306,2.2,16.7,-0.1,0.1,-0.134,9.0,1.0,3.7,0.273,0.273,1.0,2.3
Steve Smith,0.367,8.2,17.6,-0.1,0.1,0.028,8.8,0.7,2.3,0.3,0.35,1.1,1.8
Wang Zhizhi,0.521,11.4,9.2,0.1,0.1,0.114,4.6,0.9,1.8,0.472,0.5,0.3,2.2
Gilbert Arenas,0.565,6.5,22.9,9.2,2.3,0.169,40.9,8.2,19.0,0.431,0.498,5.1,25.5
Larry Hughes,0.523,9.1,21.9,4.6,3.1,0.157,38.7,7.7,17.8,0.43,0.457,4.7,22.0
Antawn Jamison,0.506,11.2,10.7,3.8,1.7,0.1,38.3,7.6,17.5,0.437,0.466,2.3,19.6
Jarvis Hayes,0.475,8.2,9.3,0.6,1.1,0.051,28.9,3.8,9.8,0.389,0.428,1.7,10.2
Brendan Haywood,0.588,14.0,4.9,3.2,2.0,0.134,27.4,3.5,6.3,0.56,0.56,0.8,9.4
Jared Jeffries,0.513,10.5,11.6,1.1,1.5,0.063,26.1,2.6,5.6,0.468,0.486,2.0,6.8
Kwame Brown,0.497,12.8,6.8,-0.2,0.8,0.032,21.6,2.6,5.6,0.46,0.46,0.9,7.0
Etan Thomas,0.521,14.1,3.3,0.6,1.0,0.079,20.8,2.7,5.4,0.502,0.502,0.4,7.1
Juan Dixon,0.518,6.3,18.4,1.3,0.7,0.089,16.7,3.0,7.1,0.416,0.47,1.8,8.0
Michael Ruffin,0.432,14.8,7.1,0.7,1.3,0.074,16.0,0.5,1.3,0.414,0.414,0.8,1.4
Steve Blake,0.468,6.2,16.2,0.0,0.2,0.02,14.7,1.4,4.2,0.328,0.425,1.6,4.3
Anthony Peeler,0.484,6.9,16.7,0.2,0.3,0.048,13.2,1.4,3.8,0.373,0.457,1.4,3.8
Damone Brown,0.409,10.4,15.4,-0.3,0.1,-0.073,10.9,1.6,4.4,0.371,0.403,1.0,3.9
Laron Profit,0.489,10.0,14.0,0.1,0.4,0.049,10.2,1.3,3.0,0.438,0.469,0.9,3.2
Samaki Walker,0.371,7.6,4.5,-0.2,0.1,-0.047,9.6,0.8,2.2,0.355,0.355,0.3,1.7
Peter John Ramos,0.506,11.2,0.0,-0.1,0.0,-0.108,3.3,0.8,1.7,0.5,0.5,0.0,1.8
Steve Francis,0.521,8.5,31.6,3.9,2.3,0.1,38.2,7.2,17.1,0.423,0.438,7.0,21.3
Grant Hill,0.565,7.6,17.1,4.7,1.9,0.136,34.9,7.7,15.1,0.509,0.511,3.3,19.7
Dwight Howard,0.571,17.3,4.4,3.8,3.5,0.131,32.6,4.3,8.3,0.52,0.52,0.9,12.0
Cuttino Mobley,0.565,4.9,9.7,1.1,0.4,0.101,31.6,5.6,12.9,0.432,0.53,1.8,16.0
Hedo Türkoğlu,0.532,7.4,14.9,2.4,1.0,0.092,26.2,4.9,11.7,0.419,0.479,2.3,14.0
Doug Christie,0.432,5.7,12.8,-0.6,0.6,-0.001,25.2,2.2,6.1,0.367,0.387,2.2,5.7
Kelvin Cato,0.6,15.3,3.9,2.1,2.2,0.137,24.6,2.6,4.8,0.539,0.539,0.6,7.0
Tony Battie,0.498,13.4,3.2,0.1,1.9,0.051,23.4,2.0,4.4,0.46,0.46,0.5,4.9
Jameer Nelson,0.51,6.7,24.8,1.2,1.3,0.074,20.4,3.6,7.9,0.455,0.49,3.0,8.7
DeShawn Stevenson,0.456,5.2,10.4,-0.4,0.3,-0.007,19.8,3.2,7.7,0.408,0.438,1.3,7.8
Andre Barrett,0.526,7.0,25.7,0.2,0.1,0.086,15.4,2.3,5.0,0.455,0.5,2.5,5.6
Pat Garrity,0.505,7.3,4.9,0.5,0.5,0.054,13.5,1.7,4.3,0.402,0.482,0.4,4.6
Stacey Augmon,0.48,8.4,8.1,0.3,0.4,0.053,12.1,1.2,3.0,0.407,0.407,0.7,3.5
Mark Jones,0.325,6.3,7.5,-0.2,0.1,-0.033,11.6,0.9,3.1,0.29,0.29,0.6,2.3
Mario Kasun,0.505,20.1,3.5,0.1,0.4,0.076,7.9,1.0,2.2,0.48,0.48,0.2,2.6
Brandon Hunter,0.527,17.3,2.2,-0.1,0.2,0.036,7.2,1.2,2.4,0.507,0.507,0.1,3.1
Michael Bradley,0.429,14.3,5.1,0.0,0.1,0.061,6.9,0.4,0.9,0.429,0.429,0.3,0.8
Andrew DeClercq,0.436,11.4,0.0,0.0,0.0,0.061,6.1,0.5,1.1,0.444,0.444,0.0,1.1
Emeka Okafor,0.479,17.5,4.3,0.9,3.1,0.074,35.6,6.1,13.7,0.447,0.447,0.9,15.1
