,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Primož Brezec,0.55,13.3,6.6,3.5,1.4,0.104,31.6,5.4,10.5,0.512,0.512,1.2,13.0
Gerald Wallace,0.51,10.3,10.4,-0.2,2.7,0.055,30.7,4.1,9.1,0.449,0.462,2.0,11.1
Brevin Knight,0.495,5.0,49.3,2.6,1.9,0.11,29.5,3.8,8.9,0.422,0.425,9.0,10.1
Kareem Rush,0.48,5.1,13.0,-0.1,0.3,0.013,25.8,4.5,11.4,0.396,0.46,1.9,11.5
Jason Hart,0.534,6.1,32.0,3.1,1.7,0.121,25.5,3.5,7.7,0.449,0.479,5.0,9.5
Keith Bogans,0.465,7.2,12.6,-1.0,1.1,0.002,24.2,3.5,9.3,0.381,0.422,1.8,9.6
Eddie House,0.512,3.6,14.8,0.2,0.3,0.081,23.1,4.7,10.4,0.452,0.496,1.8,11.1
Melvin Ely,0.465,11.3,7.6,-1.1,1.2,0.004,20.9,2.9,6.7,0.432,0.432,1.0,7.3
Jason Kapono,0.486,6.3,7.3,0.6,0.7,0.043,18.4,3.3,8.3,0.401,0.461,0.8,8.5
Matt Carroll,0.517,8.0,6.8,0.4,0.3,0.078,17.2,2.8,7.2,0.389,0.425,0.7,9.0
Steve Smith,0.578,4.4,15.0,1.5,0.2,0.128,17.2,2.5,5.9,0.427,0.514,1.5,7.9
Theron Smith,0.367,13.0,8.3,-0.7,0.3,-0.04,15.5,1.3,4.1,0.324,0.335,0.8,3.2
Jamal Sampson,0.499,21.2,3.7,0.1,0.4,0.077,14.3,1.2,2.7,0.452,0.452,0.3,3.4
Cory Alexander,0.451,8.2,27.7,-0.2,0.2,0.002,12.6,1.0,3.1,0.327,0.408,2.3,3.1
Malik Allen,0.518,9.9,4.6,0.3,0.2,0.088,12.3,2.2,4.6,0.485,0.485,0.3,5.0
Bernard Robinson,0.503,8.4,14.4,0.0,0.2,0.037,10.6,1.2,2.6,0.444,0.463,1.0,3.0
Tamar Slay,0.351,10.2,6.7,-0.4,0.1,-0.166,9.8,1.6,4.9,0.333,0.359,0.4,3.5
Jahidi White,0.432,14.4,1.2,-0.3,0.2,-0.046,7.9,0.8,1.8,0.452,0.452,0.1,2.5
Antoine Walker,0.474,13.6,16.8,-1.1,1.3,0.004,40.2,7.9,19.1,0.415,0.457,3.7,20.4
Al Harrington,0.508,10.5,14.5,0.6,1.0,0.03,38.6,6.9,14.9,0.459,0.468,3.2,17.5
Tyronn Lue,0.555,4.2,29.8,3.4,-0.2,0.1,31.2,5.0,10.9,0.464,0.502,5.4,13.5
Josh Childress,0.543,11.8,10.4,3.7,0.9,0.093,29.7,3.8,8.0,0.47,0.481,1.9,10.1
Tom Gugliotta,0.483,11.5,12.0,-0.2,0.5,0.022,27.7,3.3,7.6,0.431,0.451,2.1,7.9
Josh Smith,0.506,13.0,10.2,0.6,1.8,0.055,27.7,3.7,8.1,0.455,0.458,1.7,9.7
Tony Delk,0.512,5.6,13.9,1.8,0.3,0.074,23.9,4.4,10.6,0.416,0.477,1.9,11.9
Predrag Drobnjak,0.501,9.7,5.9,0.4,0.5,0.032,20.2,3.4,7.6,0.438,0.461,0.7,8.4
Kenny Anderson,0.473,6.7,21.8,0.0,0.3,0.016,18.4,2.1,4.9,0.426,0.442,2.5,5.0
Boris Diaw,0.479,8.2,19.5,-0.3,0.4,0.005,18.2,1.9,4.5,0.422,0.437,2.3,4.8
Obinna Ekezie,0.516,14.2,2.4,0.3,0.4,0.043,17.4,1.9,4.3,0.434,0.434,0.3,5.5
Jon Barry,0.502,4.4,16.2,0.1,0.1,0.038,17.2,1.9,4.8,0.403,0.474,1.8,5.2
Jason Collier,0.494,11.4,3.4,-0.1,0.1,0.0,13.5,2.5,5.4,0.463,0.471,0.3,5.7
Royal Ivey,0.484,6.0,20.0,-0.2,0.4,0.009,13.0,1.4,3.2,0.429,0.437,1.7,3.5
Michael Stewart,0.519,16.1,5.2,0.1,0.1,0.077,12.1,0.9,1.8,0.524,0.524,0.4,2.1
Kevin Willis,0.434,12.9,4.1,-0.1,0.1,0.004,11.9,1.2,3.1,0.389,0.389,0.3,3.0
Donta Smith,0.473,7.0,14.1,0.0,0.2,0.026,11.4,1.2,3.0,0.389,0.416,1.0,3.3
Jelani McCoy,0.493,13.9,0.0,-0.1,0.1,-0.001,8.8,0.7,1.3,0.538,0.538,0.0,1.5
Anthony Miller,0.667,6.5,21.4,0.0,0.0,0.091,4.5,1.0,1.5,0.667,0.667,0.5,2.0
James Thomas,0.5,23.3,0.0,0.0,0.0,0.181,2.5,0.5,1.0,0.5,0.5,0.0,1.0
Ray Allen,0.555,6.9,18.1,9.7,1.0,0.168,39.3,8.2,19.2,0.428,0.498,3.7,23.9
Rashard Lewis,0.571,8.8,6.5,6.9,1.5,0.15,38.0,7.5,16.2,0.462,0.537,1.3,20.5
Luke Ridnour,0.504,4.9,30.6,4.3,1.0,0.1,31.4,3.6,9.0,0.405,0.45,5.9,10.0
Vladimir Radmanović,0.533,9.5,7.9,2.4,1.3,0.096,29.5,4.2,10.3,0.409,0.508,1.4,11.8
Antonio Daniels,0.557,5.1,25.6,6.3,0.5,0.16,27.0,3.6,8.3,0.438,0.478,4.1,11.2
Reggie Evans,0.512,23.9,4.7,1.5,2.3,0.096,23.8,1.7,3.5,0.476,0.476,0.7,4.9
Ronald Murray,0.433,6.8,12.7,-0.8,0.5,-0.016,18.0,2.7,7.4,0.361,0.394,1.3,7.0
Damien Wilkins,0.5,7.8,8.5,0.7,0.3,0.092,17.9,2.5,5.8,0.435,0.482,0.9,6.3
Nick Collison,0.57,16.5,3.9,2.7,1.2,0.135,17.0,2.3,4.3,0.537,0.537,0.4,5.6
Danny Fortson,0.682,20.3,1.2,3.6,0.7,0.197,16.9,1.9,3.6,0.522,0.522,0.1,7.5
Jerome James,0.533,11.1,2.4,0.0,1.3,0.044,16.6,2.2,4.3,0.509,0.509,0.2,4.9
Vitaly Potapenko,0.581,14.2,4.5,0.8,0.2,0.142,10.2,1.4,2.6,0.517,0.517,0.3,3.5
Mateen Cleaves,0.412,5.6,16.5,0.0,0.0,0.029,4.6,0.4,1.0,0.357,0.357,0.5,0.9
Robert Swift,0.501,4.2,4.2,0.0,0.1,0.004,4.5,0.3,0.7,0.455,0.455,0.1,0.9
Ibo Kutluay,0.0,5.1,0.0,-0.1,0.0,-0.348,2.4,0.0,0.2,0.0,0.0,0.0,0.0
Andre Miller,0.541,6.8,32.2,4.1,2.9,0.119,34.8,5.2,10.9,0.477,0.48,6.9,13.6
Carmelo Anthony,0.526,9.4,13.1,2.3,2.6,0.09,34.8,7.1,16.4,0.431,0.448,2.6,20.8
Kenyon Martin,0.521,13.0,13.0,1.7,3.6,0.111,32.5,6.3,13.0,0.49,0.49,2.4,15.5
Marcus Camby,0.505,18.9,12.0,1.2,4.5,0.138,30.5,4.2,9.1,0.465,0.465,2.3,10.3
Earl Boykins,0.53,3.8,28.1,4.2,1.7,0.133,26.4,4.1,10.0,0.413,0.447,4.5,12.4
Nenê,0.551,14.2,10.3,1.2,2.1,0.118,23.9,3.5,7.0,0.503,0.503,1.5,9.6
Eduardo Nájera,0.526,12.5,7.6,0.4,0.8,0.099,22.1,2.9,5.8,0.5,0.5,1.1,6.9
Greg Buckner,0.638,7.9,13.2,3.0,1.8,0.153,21.7,2.3,4.3,0.528,0.609,1.9,6.2
Wesley Person,0.584,7.6,10.3,0.8,0.5,0.133,18.4,3.3,6.8,0.485,0.583,1.1,8.1
Voshon Lenard,0.491,6.4,19.0,0.0,0.0,0.082,18.0,3.3,8.7,0.385,0.462,2.0,9.7
DerMarr Johnson,0.605,7.1,9.8,1.9,1.3,0.123,17.4,2.6,5.2,0.499,0.57,1.1,7.1
Bryon Russell,0.537,9.7,10.4,1.3,1.3,0.121,14.7,1.4,3.6,0.377,0.488,1.0,4.4
Francisco Elson,0.494,12.3,5.5,0.2,1.4,0.081,14.0,1.5,3.2,0.468,0.47,0.5,3.7
Rodney White,0.488,8.0,11.6,0.0,0.7,0.068,12.6,2.3,5.4,0.432,0.474,0.9,5.6
Nikoloz Tskitishvili,0.314,10.6,3.8,-0.6,0.3,-0.109,6.9,0.7,2.2,0.294,0.294,0.2,1.5
Luis Flores,0.75,14.4,0.0,0.0,0.0,0.324,4.0,1.0,2.0,0.5,0.75,0.0,3.0
Mark Pope,0.333,17.1,5.3,0.0,0.0,0.07,3.0,0.2,0.7,0.333,0.333,0.1,0.4
Kevin Garnett,0.567,20.3,27.1,10.1,6.0,0.248,38.1,8.3,16.6,0.502,0.504,5.7,22.2
Wally Szczerbiak,0.595,6.8,12.7,5.9,1.3,0.136,31.6,5.7,11.3,0.506,0.54,2.4,15.5
Latrell Sprewell,0.489,5.9,12.0,0.5,1.4,0.038,30.6,5.0,12.0,0.414,0.45,2.2,12.8
Ndudi Ebi,0.541,16.9,3.3,0.1,0.1,0.116,27.0,5.5,10.5,0.524,0.524,0.5,13.5
Sam Cassell,0.529,5.9,35.2,2.8,1.0,0.119,25.8,5.4,11.6,0.464,0.484,5.1,13.5
Trenton Hassell,0.515,6.0,9.4,1.7,1.0,0.063,25.2,2.7,5.8,0.474,0.475,1.6,6.6
Troy Hudson,0.491,3.5,26.5,0.7,0.6,0.036,21.9,3.4,8.4,0.401,0.468,3.6,8.7
Eddie Griffin,0.474,17.3,5.6,0.8,2.4,0.102,21.3,2.9,7.5,0.387,0.451,0.8,7.5
Michael Olowokandi,0.48,15.2,3.7,-0.3,1.5,0.048,19.6,2.6,5.7,0.456,0.456,0.5,5.9
Fred Hoiberg,0.664,8.1,10.1,3.9,1.3,0.196,16.7,1.8,3.7,0.489,0.613,1.1,5.8
Mark Madsen,0.526,12.2,4.2,0.4,0.4,0.065,14.7,0.8,1.6,0.515,0.515,0.4,2.1
John Thomas,0.522,10.6,4.7,0.4,0.5,0.083,11.8,1.0,2.0,0.488,0.488,0.4,2.5
Anthony Carter,0.454,5.3,32.2,-0.3,0.8,0.034,11.2,1.1,2.7,0.407,0.412,2.4,2.7
Ervin Johnson,0.562,15.7,2.1,0.3,0.5,0.091,8.9,0.6,1.2,0.519,0.528,0.1,1.6
Zach Randolph,0.511,15.9,10.2,1.6,1.5,0.094,34.8,7.2,16.1,0.448,0.448,1.9,18.9
Shareef Abdur-Rahim,0.581,12.1,10.7,3.9,1.5,0.139,34.6,6.2,12.4,0.503,0.514,2.1,16.8
Damon Stoudamire,0.51,6.5,29.2,4.2,1.4,0.099,34.1,5.6,14.4,0.392,0.47,5.7,15.8
Nick Van Exel,0.494,5.7,23.3,0.9,0.7,0.049,30.5,4.0,10.6,0.381,0.471,4.3,11.1
Ruben Patterson,0.558,8.1,12.4,1.8,1.6,0.083,28.0,4.6,8.6,0.531,0.532,2.0,11.6
Theo Ratliff,0.5,11.0,2.9,0.5,1.7,0.063,27.5,1.8,4.1,0.447,0.447,0.5,4.8
Darius Miles,0.511,10.2,14.2,-0.7,2.0,0.036,27.0,5.3,11.1,0.482,0.488,2.0,12.8
Derek Anderson,0.503,6.0,18.9,0.7,0.6,0.052,26.4,3.2,8.3,0.389,0.463,3.0,9.2
Joel Przybilla,0.596,18.3,6.4,2.0,2.7,0.121,24.4,2.6,4.4,0.598,0.598,1.0,6.4
Sebastian Telfair,0.471,4.5,27.8,-0.9,0.5,-0.013,19.6,2.5,6.3,0.393,0.413,3.3,6.8
Viktor Khryapa,0.474,11.9,7.6,-0.3,0.6,0.024,16.3,1.7,3.9,0.435,0.452,0.8,4.2
Travis Outlaw,0.532,8.8,7.8,0.6,0.8,0.085,13.4,2.3,4.5,0.498,0.506,0.6,5.4
James Thomas,0.581,18.0,5.6,0.1,0.1,0.09,12.4,1.2,2.0,0.611,0.611,0.4,2.7
Richie Frahm,0.543,7.1,9.7,0.7,0.3,0.097,11.6,1.3,3.3,0.4,0.511,0.7,3.8
Ha Seung-Jin,0.467,10.0,3.0,-0.3,0.1,-0.094,5.5,0.5,1.2,0.435,0.435,0.1,1.4
Maurice Baker,0.0,6.4,7.6,0.0,0.0,-0.059,4.5,0.0,0.3,0.0,0.0,0.3,0.0
Geno Carlisle,0.709,3.6,10.3,0.1,0.0,0.173,2.7,0.3,0.5,0.667,0.667,0.2,1.3
Carlos Boozer,0.56,16.0,15.9,2.7,1.4,0.111,34.7,7.1,13.6,0.521,0.521,2.8,17.8
Matt Harpring,0.549,11.5,9.9,4.2,1.2,0.102,33.1,5.4,11.0,0.489,0.494,1.8,14.0
Andrei Kirilenko,0.599,11.7,17.4,3.5,2.0,0.197,32.9,5.0,10.2,0.493,0.52,3.2,15.6
Raja Bell,0.527,7.0,9.3,1.6,0.6,0.06,28.4,4.8,10.6,0.454,0.495,1.4,12.3
Mehmet Okur,0.569,16.6,12.8,5.3,1.8,0.147,28.1,4.3,9.2,0.468,0.479,2.0,12.9
Keith McLeod,0.44,5.1,27.9,-0.5,0.8,0.009,26.1,2.7,7.7,0.35,0.373,4.5,7.8
Carlos Arroyo,0.474,3.8,34.7,0.3,0.1,0.027,24.7,3.1,7.7,0.401,0.416,5.1,8.2
Gordan Giriček,0.516,6.8,15.2,1.1,0.7,0.053,20.5,3.5,7.8,0.448,0.478,1.7,8.8
Howard Eisley,0.47,3.9,29.1,-0.4,0.4,0.0,19.3,2.2,5.5,0.398,0.431,3.4,5.6
Jarron Collins,0.509,10.6,9.8,0.9,0.3,0.057,19.2,1.3,3.1,0.414,0.414,1.2,4.3
Raül López,0.538,4.7,39.3,0.4,0.3,0.066,16.7,1.8,4.4,0.422,0.496,4.0,5.2
Ben Handlogten,0.525,13.6,7.7,0.1,0.2,0.041,14.1,2.0,4.0,0.518,0.518,0.6,4.5
Randy Livingston,0.538,3.3,32.1,0.3,0.1,0.092,13.4,1.3,3.1,0.423,0.471,2.6,3.8
Kirk Snyder,0.456,8.3,6.8,-0.7,0.4,-0.012,13.3,1.8,4.8,0.372,0.418,0.5,5.0
Kris Humphries,0.419,14.0,8.5,-1.0,0.7,-0.019,13.0,1.7,4.3,0.404,0.408,0.6,4.1
Curtis Borchardt,0.492,16.2,9.1,0.2,0.6,0.046,12.8,1.1,2.6,0.43,0.43,0.7,3.0
Aleksandar Radojević,0.406,13.6,7.0,-0.4,0.1,-0.117,10.7,0.5,1.6,0.316,0.316,0.5,1.6
Joe Johnson,0.556,7.0,13.2,5.8,1.7,0.112,39.5,6.6,14.4,0.461,0.536,3.5,17.1
Shawn Marion,0.556,15.5,7.5,7.3,5.2,0.191,38.8,7.6,15.9,0.476,0.52,1.9,19.4
Amar'e Stoudemire,0.617,13.2,7.7,11.3,3.3,0.243,36.1,9.3,16.7,0.559,0.56,1.6,26.0
Quentin Richardson,0.522,9.0,7.9,3.3,2.5,0.098,35.9,5.2,13.2,0.389,0.498,2.0,14.9
Steve Nash,0.606,5.2,49.2,9.7,1.2,0.203,34.3,5.7,11.4,0.502,0.557,11.5,15.5
Jim Jackson,0.568,8.3,13.6,1.1,0.6,0.079,24.9,3.3,7.5,0.435,0.548,2.4,8.8
Casey Jacobsen,0.575,4.7,6.3,0.9,0.2,0.067,19.2,1.6,3.9,0.414,0.522,0.9,5.3
Leandro Barbosa,0.575,6.4,16.7,1.2,0.6,0.081,17.3,2.7,5.6,0.475,0.547,2.0,7.0
Steven Hunter,0.596,11.6,1.7,1.7,1.0,0.121,13.8,1.8,2.9,0.614,0.614,0.2,4.6
Walter McCarty,0.538,9.2,4.1,0.0,0.3,0.042,12.6,1.2,3.0,0.388,0.535,0.4,3.5
Jake Voskuhl,0.528,13.7,6.1,0.2,0.3,0.075,9.5,0.7,1.6,0.458,0.458,0.4,2.1
Maciej Lampe,0.405,14.4,1.2,-0.3,0.1,-0.07,7.4,1.1,3.1,0.347,0.367,0.1,2.8
Smush Parker,0.5,4.7,18.3,-0.2,0.0,-0.218,6.8,1.4,3.0,0.467,0.5,0.8,3.0
Jackson Vroman,0.419,12.2,16.6,-0.1,0.1,-0.021,5.7,0.6,1.6,0.375,0.375,0.7,1.6
Bo Outlaw,0.382,13.2,7.7,0.0,0.3,0.053,5.5,0.3,0.9,0.353,0.353,0.3,0.7
Yuta Tabuse,0.451,12.6,22.4,0.0,0.0,0.129,4.3,0.3,1.5,0.167,0.25,0.8,1.8
Žarko Čabarkapa,0.605,14.6,0.0,0.1,0.0,0.271,3.7,1.3,2.3,0.571,0.571,0.0,3.0
Paul Shirley,0.47,3.6,14.7,0.0,0.0,0.031,3.3,0.6,1.2,0.455,0.455,0.3,1.3
Cuttino Mobley,0.55,5.6,13.8,2.1,0.8,0.084,38.7,6.5,14.8,0.44,0.513,3.4,17.8
Mike Bibby,0.543,6.0,28.1,6.6,1.9,0.133,38.6,7.0,15.8,0.443,0.495,6.8,19.6
Peja Stojaković,0.584,6.3,8.7,6.0,1.2,0.137,38.4,6.8,15.4,0.444,0.53,2.1,20.1
Brad Miller,0.596,13.9,16.1,6.3,2.3,0.198,37.3,5.7,10.9,0.524,0.528,3.9,15.6
Chris Webber,0.491,15.0,27.0,1.3,2.1,0.1,36.3,9.0,19.9,0.449,0.455,5.5,21.3
Doug Christie,0.494,6.9,21.2,0.2,0.7,0.046,32.1,2.7,6.6,0.407,0.431,4.9,7.3
Kenny Thomas,0.536,15.4,14.6,1.5,0.8,0.135,31.7,5.8,11.7,0.492,0.492,2.9,14.5
Brian Skinner,0.537,17.5,7.9,1.0,1.0,0.134,27.8,3.3,5.9,0.554,0.554,1.5,7.4
Bobby Jackson,0.537,8.9,18.2,1.1,0.3,0.126,21.4,4.4,10.2,0.427,0.492,2.4,12.0
Darius Songaila,0.566,11.5,10.5,3.1,1.2,0.124,20.6,3.2,6.0,0.527,0.527,1.4,7.5
Corliss Williamson,0.553,9.6,11.6,0.9,0.3,0.122,19.6,3.3,7.0,0.473,0.473,1.5,9.3
Maurice Evans,0.511,9.1,5.4,1.5,0.6,0.081,19.0,2.5,5.7,0.442,0.479,0.7,6.4
Matt Barnes,0.465,10.4,11.1,-0.2,0.6,0.028,16.6,1.4,3.5,0.411,0.427,1.3,3.8
Eddie House,0.538,6.2,19.4,0.9,0.3,0.105,11.0,2.0,4.3,0.458,0.523,1.3,4.7
Kevin Martin,0.464,7.1,6.8,-0.1,0.2,0.016,10.1,1.0,2.6,0.385,0.406,0.5,2.9
Greg Ostertag,0.432,16.8,9.0,0.1,0.7,0.064,9.9,0.7,1.5,0.44,0.44,0.7,1.6
Michael Bradley,0.615,12.8,6.5,0.1,0.0,0.076,6.0,1.0,1.5,0.667,0.667,0.3,2.3
Erik Daniels,0.361,14.0,7.7,-0.1,0.1,-0.061,3.4,0.3,0.9,0.333,0.361,0.2,0.6
Bobby Simmons,0.54,9.6,13.1,4.2,2.6,0.117,37.3,6.3,13.6,0.466,0.491,2.7,16.4
Elton Brand,0.554,15.4,13.3,6.9,3.7,0.169,37.0,7.8,15.4,0.503,0.503,2.6,20.0
Corey Maggette,0.574,9.7,16.6,6.0,2.2,0.16,36.9,6.4,14.9,0.431,0.457,3.4,22.2
Marko Jarić,0.5,5.8,29.7,1.1,1.7,0.08,33.1,3.8,9.1,0.414,0.475,6.1,9.9
Shaun Livingston,0.461,6.6,29.9,-0.6,0.7,0.008,27.1,3.0,7.2,0.414,0.414,5.0,7.4
Chris Kaman,0.522,15.6,7.7,0.2,1.9,0.061,25.9,3.9,7.9,0.497,0.497,1.2,9.1
Rick Brunson,0.46,5.8,32.7,0.3,1.6,0.048,24.3,2.1,5.5,0.376,0.43,5.1,5.5
Kerry Kittles,0.446,7.9,13.4,0.0,0.2,0.04,22.1,2.5,6.6,0.384,0.432,1.8,6.3
Quinton Ross,0.471,7.6,10.4,0.4,1.3,0.05,21.3,2.1,4.8,0.432,0.433,1.4,5.1
Chris Wilcox,0.543,13.6,6.7,0.2,1.1,0.064,18.6,3.1,6.1,0.514,0.514,0.7,7.9
Darrick Martin,0.392,3.2,22.8,0.0,0.1,0.015,17.3,1.5,4.5,0.32,0.37,2.5,3.8
Željko Rebrača,0.625,11.9,4.8,1.4,0.9,0.122,16.0,2.3,4.0,0.568,0.568,0.4,5.8
Mikki Moore,0.571,12.5,6.6,1.6,1.0,0.106,15.9,1.9,3.9,0.502,0.503,0.6,5.4
Lionel Chalmers,0.409,4.3,18.6,-0.5,0.2,-0.025,12.0,1.2,3.5,0.336,0.384,1.4,3.1
Mamadou N'Diaye,0.433,15.0,2.2,0.1,0.1,0.115,6.5,0.7,1.8,0.4,0.4,0.1,1.8
Kenny Anderson,0.364,11.5,33.4,-0.1,0.0,-0.125,6.5,1.0,2.8,0.364,0.364,1.3,2.0
Kirk Penney,0.333,5.0,12.9,-0.1,0.0,-0.276,3.0,0.3,0.8,0.333,0.333,0.3,0.5
Maurice Baker,,0.0,0.0,0.0,0.0,-0.009,1.0,0.0,0.0,,,0.0,0.0
Kobe Bryant,0.563,8.2,28.5,7.1,1.0,0.145,40.7,8.7,20.1,0.433,0.482,6.0,27.6
Lamar Odom,0.539,15.9,17.9,3.0,1.8,0.098,36.3,5.7,12.1,0.473,0.496,3.7,15.2
Caron Butler,0.528,9.2,9.3,4.1,1.2,0.093,35.7,5.7,12.9,0.445,0.464,1.9,15.5
Chucky Atkins,0.558,3.8,20.6,4.7,-0.2,0.074,35.4,4.7,11.1,0.426,0.523,4.4,13.6
Chris Mihm,0.552,15.1,4.6,2.5,1.0,0.092,24.9,3.7,7.4,0.507,0.507,0.7,9.8
Jumaine Jones,0.556,12.3,5.8,2.8,0.8,0.097,24.1,2.8,6.4,0.432,0.537,0.9,7.6
Devean George,0.488,9.8,7.5,0.2,0.1,0.041,20.4,2.5,6.9,0.356,0.457,0.9,7.3
Brian Grant,0.539,12.8,4.7,1.2,0.4,0.068,16.5,1.5,3.0,0.493,0.493,0.5,3.8
Brian Cook,0.522,11.2,5.7,1.5,0.5,0.088,15.1,2.4,5.9,0.417,0.509,0.5,6.4
Tierre Brown,0.437,4.9,23.6,-0.5,0.0,-0.021,14.0,1.6,4.6,0.356,0.394,2.0,4.4
Luke Walton,0.492,10.4,19.1,0.2,0.3,0.031,12.6,1.2,3.0,0.411,0.456,1.5,3.2
Sasha Vujačić,0.403,8.7,19.5,0.0,0.1,0.018,11.5,0.9,3.3,0.282,0.355,1.5,2.9
Stanislav Medvedenko,0.49,10.5,5.4,0.4,0.1,0.053,9.8,1.7,3.6,0.455,0.455,0.3,3.8
Vlade Divac,0.469,13.9,23.1,0.0,0.0,0.013,8.7,0.9,2.1,0.419,0.419,1.3,2.3
Kareem Rush,0.287,6.2,4.8,-0.2,0.0,-0.09,6.5,0.3,1.4,0.2,0.25,0.2,0.9
Tony Bobbitt,0.5,14.1,0.0,0.0,0.0,0.059,6.0,1.0,2.5,0.4,0.5,0.0,2.5
Jason Richardson,0.518,8.5,19.2,3.3,2.4,0.1,37.8,8.5,19.0,0.446,0.492,3.9,21.7
Baron Davis,0.53,5.9,40.8,1.7,0.9,0.129,35.3,6.4,16.0,0.401,0.483,8.3,19.5
Troy Murphy,0.495,17.3,6.9,2.6,2.7,0.107,33.9,5.6,13.5,0.414,0.445,1.4,15.4
Speedy Claxton,0.508,5.5,30.9,2.1,1.5,0.113,32.6,4.7,10.9,0.431,0.441,6.2,13.1
Mike Dunleavy,0.539,9.2,13.1,2.7,2.2,0.091,32.5,5.2,11.5,0.451,0.51,2.6,13.4
Derek Fisher,0.519,5.3,21.6,2.3,1.4,0.08,30.0,4.0,10.2,0.393,0.465,4.1,11.9
Clifford Robinson,0.473,5.7,10.8,0.1,1.0,0.046,26.0,3.4,8.4,0.398,0.458,1.8,8.5
Adonal Foyle,0.514,13.7,4.9,1.2,2.2,0.096,21.8,2.0,4.0,0.502,0.502,0.7,4.5
Mickaël Piétrus,0.539,7.7,10.2,1.1,1.0,0.075,20.0,3.2,7.5,0.427,0.494,1.2,9.5
Calbert Cheaney,0.444,7.1,10.5,-0.3,0.5,0.013,17.3,2.1,4.8,0.426,0.426,1.2,4.5
Dale Davis,0.445,14.4,5.8,0.2,0.7,0.072,16.0,1.3,3.0,0.413,0.413,0.6,3.1
Eduardo Nájera,0.456,10.5,9.4,0.0,0.5,0.034,14.5,1.7,4.1,0.407,0.424,0.9,4.2
Andris Biedriņš,0.57,16.7,4.9,0.7,0.6,0.154,12.8,1.5,2.6,0.577,0.577,0.4,3.6
Žarko Čabarkapa,0.578,11.6,9.2,0.8,0.4,0.124,12.5,2.2,4.6,0.482,0.521,0.7,6.2
Rodney White,0.429,5.6,9.1,-0.3,0.1,-0.069,9.1,1.4,3.9,0.371,0.411,0.5,3.6
Ansu Sesay,0.466,16.1,14.9,0.1,0.1,0.077,8.0,1.1,2.6,0.405,0.429,0.8,3.1
Nikoloz Tskitishvili,0.348,10.5,14.9,-0.2,0.1,-0.108,5.2,0.6,1.9,0.304,0.348,0.5,1.3
Luis Flores,0.574,1.5,25.9,-0.1,0.0,-0.039,4.9,0.9,1.8,0.481,0.556,0.7,2.1
Tony Parker,0.528,6.4,33.2,3.6,4.5,0.141,34.2,6.7,14.0,0.482,0.501,6.1,16.6
Tim Duncan,0.54,19.4,16.1,5.5,5.7,0.245,33.4,7.8,15.8,0.496,0.498,2.7,20.3
Bruce Bowen,0.521,6.3,7.5,2.1,4.0,0.111,32.0,3.1,7.3,0.42,0.505,1.5,8.2
Manu Ginóbili,0.609,8.8,23.0,6.4,4.6,0.24,29.6,5.0,10.5,0.471,0.533,3.9,16.0
Rasho Nesterović,0.463,15.0,6.3,0.5,3.8,0.114,25.5,2.8,6.1,0.46,0.46,1.0,5.9
Brent Barry,0.58,6.4,16.3,3.5,2.7,0.168,21.5,2.4,5.7,0.423,0.532,2.2,7.4
Robert Horry,0.533,11.2,9.2,1.4,3.1,0.157,18.6,2.1,5.0,0.419,0.487,1.1,6.0
Devin Brown,0.53,8.3,12.4,1.6,2.1,0.145,18.5,2.6,6.1,0.423,0.478,1.4,7.4
Nazr Mohammed,0.426,20.8,3.2,-0.1,0.9,0.095,18.0,2.4,6.2,0.387,0.387,0.3,6.2
Glenn Robinson,0.517,8.9,9.8,0.2,0.3,0.147,17.4,3.8,8.6,0.442,0.455,0.9,10.0
Malik Rose,0.51,15.4,8.0,0.6,1.7,0.13,17.2,2.5,5.3,0.464,0.464,0.8,6.3
Beno Udrih,0.549,4.2,22.2,1.3,1.8,0.128,14.4,2.2,4.9,0.444,0.518,1.9,5.9
Tony Massenburg,0.467,13.6,3.2,-0.3,1.4,0.078,11.5,1.2,3.0,0.407,0.407,0.2,3.2
Sean Marks,0.412,13.4,5.2,-0.3,0.5,0.038,10.6,1.2,3.5,0.338,0.338,0.3,3.3
Dion Glover,0.473,9.5,9.5,0.1,0.1,0.15,9.7,1.1,3.1,0.364,0.386,0.6,3.6
Linton Johnson,0.0,11.7,0.0,-0.1,0.0,-0.122,7.5,0.0,1.0,0.0,0.0,0.0,0.0
Mike Wilks,0.482,5.3,19.1,0.1,0.5,0.099,5.8,0.7,1.6,0.416,0.448,0.7,1.7
Dirk Nowitzki,0.578,14.0,14.3,10.3,5.2,0.248,38.7,8.5,18.5,0.459,0.49,3.1,26.1
Michael Finley,0.519,6.2,11.7,3.6,1.9,0.112,36.8,6.0,14.2,0.427,0.491,2.6,15.7
Josh Howard,0.535,11.1,7.2,3.0,3.4,0.126,32.2,5.0,10.4,0.475,0.497,1.4,12.6
Jason Terry,0.606,4.4,28.8,6.2,2.4,0.171,30.0,4.7,9.3,0.501,0.57,5.4,12.4
Jerry Stackhouse,0.525,6.3,13.0,1.9,1.5,0.103,28.9,4.9,11.8,0.414,0.438,2.3,14.9
