,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Brandon Davies,0.476,10.2,7.1,-0.3,0.4,0.008,11.3,1.1,2.5,0.422,0.43,0.5,2.8
Lorenzo Brown,0.349,6.8,27.5,-0.5,0.2,-0.068,8.6,1.0,3.3,0.302,0.32,1.6,2.5
Adonis Thomas,0.7,0.0,13.9,0.0,0.0,0.06,6.5,1.5,2.5,0.6,0.7,0.5,3.5
Darius Johnson-Odom,0.0,7.2,8.5,-0.2,0.0,-0.661,5.0,0.0,2.3,0.0,0.0,0.3,0.0
Paul George,0.555,10.5,17.9,4.4,6.4,0.178,36.2,7.2,17.0,0.424,0.49,3.5,21.7
Lance Stephenson,0.564,11.4,22.1,2.6,4.8,0.13,35.3,5.5,11.2,0.491,0.54,4.6,13.8
George Hill,0.563,6.5,17.2,3.8,4.0,0.154,32.0,3.6,8.1,0.442,0.519,3.5,10.3
David West,0.533,12.3,16.1,3.1,5.0,0.157,30.9,5.7,11.7,0.488,0.49,2.8,14.0
Roy Hibbert,0.499,12.5,6.2,0.5,5.0,0.108,29.7,4.1,9.3,0.439,0.44,1.1,10.8
Danny Granger,0.491,9.0,8.1,0.0,1.0,0.075,22.5,2.8,7.7,0.359,0.428,1.1,8.3
Evan Turner,0.468,8.5,18.4,-0.2,0.9,0.059,21.1,2.9,7.0,0.411,0.442,2.4,7.1
C.J. Watson,0.555,4.8,14.4,1.1,2.1,0.13,18.9,2.3,5.3,0.437,0.516,1.7,6.6
Andrew Bynum,0.459,29.7,11.2,0.0,0.1,0.063,18.0,4.5,11.0,0.409,0.409,1.0,11.5
Luis Scola,0.505,15.7,10.4,-0.4,2.8,0.084,17.1,3.2,6.8,0.47,0.471,1.0,7.6
Ian Mahinmi,0.538,11.6,2.9,0.7,2.7,0.129,16.2,1.2,2.5,0.481,0.481,0.3,3.5
Orlando Johnson,0.431,8.4,7.2,-0.3,0.5,0.031,9.0,0.9,2.5,0.344,0.385,0.4,2.4
Donald Sloan,0.437,6.3,20.1,-0.3,0.6,0.039,8.2,0.9,2.4,0.376,0.419,1.0,2.3
Solomon Hill,0.545,10.2,7.9,0.0,0.4,0.08,8.1,0.6,1.4,0.425,0.513,0.4,1.7
Lavoy Allen,0.521,17.1,9.0,0.2,0.2,0.18,8.0,1.2,2.4,0.5,0.5,0.4,2.9
Rasual Butler,0.585,6.1,7.4,0.5,0.6,0.138,7.6,1.0,2.2,0.464,0.582,0.3,2.7
Chris Copeland,0.621,6.8,12.6,0.6,0.4,0.186,6.5,1.3,2.9,0.47,0.611,0.4,3.7
Jimmy Butler,0.522,7.2,11.1,2.4,4.6,0.131,38.7,4.1,10.3,0.397,0.446,2.6,13.1
Luol Deng,0.536,10.5,18.7,1.0,1.4,0.132,37.4,7.0,15.4,0.452,0.476,3.7,19.0
Joakim Noah,0.531,18.2,26.4,4.5,6.6,0.19,35.3,4.8,10.0,0.475,0.475,5.4,12.6
Mike Dunleavy,0.549,7.6,12.3,2.4,4.1,0.121,31.5,4.1,9.4,0.43,0.51,2.3,11.3
Derrick Rose,0.446,5.9,26.2,-0.6,0.4,-0.036,31.1,5.8,16.4,0.354,0.402,4.3,15.9
D.J. Augustin,0.574,3.9,29.3,4.0,2.4,0.166,30.4,4.8,11.4,0.419,0.514,5.0,14.9
Kirk Hinrich,0.494,5.2,22.6,0.4,3.3,0.085,29.0,3.3,8.5,0.393,0.461,3.9,9.1
Taj Gibson,0.524,13.5,7.3,1.4,4.4,0.117,28.7,5.2,10.9,0.479,0.479,1.1,13.0
Carlos Boozer,0.489,16.8,10.9,-0.9,4.3,0.076,28.2,5.9,12.9,0.456,0.456,1.6,13.7
Tony Snell,0.489,5.7,9.1,-0.1,1.7,0.063,16.0,1.7,4.4,0.384,0.469,0.9,4.5
Marquis Teague,0.308,4.5,17.9,-0.8,0.3,-0.094,12.7,0.8,3.5,0.242,0.258,1.5,2.4
Cartier Martin,0.768,5.9,6.8,0.1,0.1,0.174,8.0,0.8,1.3,0.625,0.813,0.3,2.5
Mike James,0.251,5.2,34.1,-0.2,0.1,-0.073,7.0,0.5,1.9,0.238,0.262,1.5,1.0
Nazr Mohammed,0.445,17.7,5.8,-0.4,1.2,0.07,7.0,0.7,1.6,0.429,0.429,0.3,1.6
Jimmer Fredette,0.535,7.1,11.1,0.0,0.1,0.043,7.0,1.6,3.6,0.448,0.517,0.4,4.0
Erik Murphy,0.231,7.3,4.9,-0.2,0.1,-0.055,2.6,0.1,0.5,0.231,0.231,0.1,0.3
Ronnie Brewer,,0.0,0.0,0.0,0.0,0.029,2.0,0.0,0.0,,,0.0,0.0
Jarvis Varnado,,0.0,0.0,0.0,0.0,0.038,2.0,0.0,0.0,,,0.0,0.0
Tornike Shengelia,0.5,6.7,19.8,0.0,0.0,0.073,1.9,0.2,0.4,0.5,0.5,0.2,0.4
Lou Amundson,,0.0,0.0,0.0,0.0,0.029,1.0,0.0,0.0,,,0.0,0.0
Kyrie Irving,0.533,5.8,31.6,4.6,2.1,0.128,35.2,7.5,17.4,0.43,0.48,6.1,20.8
Luol Deng,0.503,8.4,12.0,1.3,0.9,0.077,33.8,5.3,12.7,0.417,0.457,2.5,14.3
Tristan Thompson,0.528,16.3,4.5,3.4,2.3,0.106,31.6,4.4,9.3,0.477,0.477,0.9,11.7
Spencer Hawes,0.571,14.5,13.5,1.0,0.9,0.114,29.8,5.1,11.0,0.468,0.547,2.4,13.5
Dion Waiters,0.508,5.3,18.2,0.3,1.3,0.037,29.6,6.1,14.2,0.433,0.479,3.0,15.9
Jarrett Jack,0.498,5.6,22.7,0.9,1.4,0.049,28.2,3.6,8.7,0.41,0.455,4.1,9.5
Anderson Varejão,0.527,19.6,12.2,2.7,2.7,0.144,27.7,3.5,7.1,0.495,0.495,2.2,8.4
Andrew Bynum,0.456,14.7,9.6,-0.2,0.5,0.036,20.0,3.5,8.5,0.419,0.419,1.1,8.4
C.J. Miles,0.569,5.9,9.1,1.5,0.9,0.122,19.3,3.5,8.0,0.435,0.537,1.0,9.9
Matthew Dellavedova,0.534,5.4,22.1,1.4,0.7,0.078,17.7,1.7,4.1,0.412,0.508,2.6,4.7
Alonzo Gee,0.491,8.2,6.9,-0.1,1.0,0.041,15.7,1.5,3.6,0.415,0.456,0.7,4.0
Earl Clark,0.467,10.2,3.6,-0.5,0.7,0.014,15.5,2.0,5.3,0.375,0.458,0.4,5.2
Tyler Zeller,0.581,15.1,5.6,1.5,1.1,0.12,15.0,2.2,4.1,0.538,0.538,0.5,5.7
Anthony Bennett,0.425,13.1,4.0,-1.1,0.7,-0.028,12.8,1.5,4.3,0.356,0.384,0.3,4.2
Seth Curry,0.5,6.2,0.0,0.0,0.0,0.187,9.0,1.0,3.0,0.333,0.5,0.0,3.0
Henry Sims,0.43,18.7,4.5,0.0,0.2,0.059,8.4,0.9,2.3,0.4,0.4,0.3,2.2
Sergey Karasev,0.47,5.8,5.6,-0.2,0.1,-0.041,7.1,0.5,1.6,0.343,0.4,0.3,1.7
Shane Edwards,0.333,9.3,0.0,0.0,0.0,-0.141,6.0,0.5,1.5,0.333,0.333,0.0,1.0
Carrick Felix,0.603,8.9,18.2,0.0,0.0,0.057,5.4,1.0,2.0,0.5,0.571,0.6,2.7
Scotty Hopson,0.102,0.0,18.8,-0.1,0.0,-0.412,3.5,0.0,2.0,0.0,0.0,0.5,0.5
Arinze Onuaku,0.0,11.2,0.0,0.0,0.0,-0.179,2.5,0.0,0.5,0.0,0.0,0.0,0.0
Josh Smith,0.463,10.4,15.0,-1.4,2.5,0.02,35.5,6.7,16.0,0.419,0.448,3.3,16.4
Brandon Jennings,0.486,4.9,34.4,3.0,0.9,0.068,34.1,5.3,14.2,0.373,0.441,7.6,15.5
Greg Monroe,0.531,15.4,10.3,3.7,2.3,0.106,32.8,6.1,12.4,0.497,0.497,2.1,15.2
Andre Drummond,0.599,22.3,2.2,6.4,3.5,0.182,32.3,5.9,9.5,0.623,0.623,0.4,13.5
Kyle Singler,0.574,7.1,4.7,3.6,0.7,0.09,28.5,3.3,7.3,0.447,0.525,0.9,9.6
Rodney Stuckey,0.516,4.7,12.7,1.8,0.4,0.053,26.7,5.1,11.7,0.436,0.45,2.1,13.9
Kentavious Caldwell-Pope,0.483,5.4,5.0,1.0,0.8,0.055,19.8,2.3,5.8,0.396,0.46,0.7,5.9
Will Bynum,0.502,5.1,32.5,0.6,0.4,0.047,18.8,3.3,7.7,0.428,0.451,3.9,8.7
Chauncey Billups,0.427,4.9,18.7,-0.3,0.1,-0.042,16.3,1.3,4.2,0.304,0.392,2.2,3.8
Jonas Jerebko,0.577,12.9,7.8,1.0,0.5,0.092,11.6,1.5,3.3,0.471,0.546,0.6,4.2
Josh Harrellson,0.547,13.1,6.9,0.5,0.2,0.108,9.9,1.2,2.6,0.463,0.537,0.5,2.9
Peyton Siva,0.425,3.4,21.0,-0.2,0.1,-0.032,9.3,0.8,2.4,0.316,0.377,1.4,2.3
Charlie Villanueva,0.469,10.3,5.5,0.0,0.1,0.034,9.0,1.8,4.6,0.38,0.457,0.3,4.6
Gigi Datome,0.409,10.6,7.0,-0.2,0.1,-0.023,7.0,1.0,2.9,0.351,0.387,0.3,2.4
Tony Mitchell,0.54,18.0,3.4,0.1,0.1,0.151,3.8,0.2,0.6,0.417,0.458,0.1,1.0
Brandon Knight,0.523,6.1,26.6,2.4,0.4,0.055,33.3,6.4,15.2,0.422,0.473,4.9,17.9
Ramon Sessions,0.585,5.4,25.1,2.4,-0.1,0.121,32.5,5.0,10.9,0.461,0.493,4.8,15.8
Khris Middleton,0.541,7.2,11.7,1.9,0.8,0.053,30.0,4.6,10.4,0.44,0.511,2.1,12.1
Ersan İlyasova,0.486,13.3,8.4,0.9,0.8,0.053,26.9,4.3,10.5,0.409,0.441,1.3,11.2
John Henson,0.543,15.3,10.9,1.7,1.5,0.084,26.5,4.9,9.1,0.538,0.538,1.6,11.1
O.J. Mayo,0.516,5.3,14.6,0.0,0.0,0.002,25.9,4.3,10.6,0.407,0.484,2.2,11.7
Larry Sanders,0.478,16.2,5.3,0.1,0.6,0.057,25.4,3.3,7.0,0.469,0.469,0.8,7.7
Jeff Adrien,0.552,17.7,7.7,1.2,0.6,0.121,25.2,4.3,8.4,0.515,0.515,1.1,10.9
Zaza Pachulia,0.502,14.4,16.3,1.0,0.7,0.06,25.0,2.8,6.6,0.427,0.427,2.6,7.7
Giannis Antetokounmpo,0.518,10.2,12.1,0.1,1.1,0.031,24.6,2.2,5.4,0.414,0.463,1.9,6.8
Caron Butler,0.494,11.0,11.9,-0.2,0.5,0.014,24.1,4.0,10.4,0.387,0.462,1.6,11.0
Nate Wolters,0.486,6.5,23.3,0.9,0.2,0.043,22.6,2.9,6.7,0.437,0.46,3.2,7.2
Luke Ridnour,0.453,4.7,25.3,-0.2,0.0,-0.008,21.2,2.3,6.1,0.384,0.441,3.4,5.7
Gary Neal,0.5,4.7,13.4,0.0,-0.1,-0.012,20.2,3.6,9.2,0.39,0.462,1.5,10.0
Ekpe Udoh,0.44,10.5,5.7,-0.4,0.4,0.0,19.1,1.4,3.4,0.399,0.399,0.7,3.4
Chris Wright,0.577,9.1,6.9,0.2,0.1,0.102,15.8,2.6,4.4,0.6,0.6,0.6,6.0
Miroslav Raduljica,0.603,13.3,8.3,1.0,0.1,0.112,9.7,1.4,2.6,0.54,0.54,0.5,3.8
D.J. Stephens,0.47,19.1,0.0,0.0,0.0,0.067,5.0,1.0,2.3,0.429,0.429,0.0,2.3
Tony Mitchell,0.6,5.7,22.6,0.0,0.0,0.242,3.3,1.0,1.7,0.6,0.6,0.3,2.0
LeBron James,0.649,11.5,32.0,12.3,3.7,0.264,37.7,10.0,17.6,0.567,0.61,6.3,27.1
Dwyane Wade,0.588,8.5,25.5,3.5,2.0,0.149,32.9,7.7,14.1,0.545,0.551,4.7,19.0
Chris Bosh,0.597,13.0,5.8,4.6,3.4,0.152,32.0,6.2,12.1,0.516,0.555,1.1,16.2
Mario Chalmers,0.567,6.2,24.3,2.4,2.5,0.106,29.8,3.5,7.7,0.454,0.531,4.9,9.8
Ray Allen,0.59,6.7,11.1,2.5,1.5,0.101,26.5,3.3,7.4,0.442,0.549,2.0,9.6
Norris Cole,0.497,5.0,17.9,-0.5,1.7,0.029,24.6,2.5,6.1,0.414,0.474,3.0,6.4
Shane Battier,0.523,5.9,6.0,1.0,1.4,0.078,20.1,1.4,3.8,0.382,0.515,0.9,4.1
Chris Andersen,0.683,17.1,2.1,3.8,2.2,0.205,19.4,2.5,3.8,0.644,0.649,0.3,6.6
Rashard Lewis,0.535,7.1,8.5,0.5,1.1,0.083,16.2,1.6,3.9,0.415,0.513,1.0,4.5
Toney Douglas,0.494,9.3,17.3,0.3,0.4,0.083,15.2,1.5,3.9,0.394,0.452,1.8,4.2
Michael Beasley,0.559,13.0,8.8,0.5,1.1,0.092,15.1,3.2,6.5,0.499,0.528,0.8,7.9
Udonis Haslem,0.523,16.8,2.9,0.3,0.8,0.083,14.2,1.6,3.2,0.507,0.507,0.3,3.8
James Jones,0.666,6.1,5.8,0.6,0.1,0.147,11.8,1.6,3.4,0.456,0.662,0.5,4.9
Roger Mason,0.528,5.3,10.5,0.1,0.2,0.055,10.4,1.0,2.7,0.373,0.5,0.8,3.0
Justin Hamilton,0.586,6.5,0.0,0.1,0.1,0.105,9.7,1.3,2.9,0.45,0.525,0.0,3.7
Greg Oden,0.567,16.0,0.7,0.2,0.3,0.119,9.2,1.2,2.1,0.551,0.551,0.0,2.9
Joel Anthony,0.436,11.9,0.0,0.0,0.0,0.049,3.1,0.2,0.5,0.333,0.333,0.0,0.5
DeAndre Liggins,1.0,62.8,0.0,0.0,0.0,2.123,1.0,1.0,1.0,1.0,1.0,0.0,2.0
John Wall,0.524,6.5,40.5,4.0,4.0,0.128,36.3,7.1,16.3,0.433,0.473,8.8,19.3
Trevor Ariza,0.59,10.1,10.8,4.3,3.7,0.141,35.4,5.1,11.1,0.456,0.562,2.5,14.4
Bradley Beal,0.507,6.3,16.0,1.6,2.4,0.076,34.7,6.6,15.7,0.419,0.479,3.3,17.1
Marcin Gortat,0.568,16.7,8.4,4.1,4.0,0.146,32.8,5.6,10.4,0.542,0.542,1.7,13.2
Nenê,0.53,10.9,16.3,0.8,2.4,0.098,29.4,5.6,11.2,0.503,0.504,2.9,14.2
Martell Webster,0.591,6.0,6.7,3.3,1.7,0.112,27.7,3.3,7.5,0.433,0.557,1.2,9.7
Trevor Booker,0.563,14.1,6.3,2.3,2.0,0.132,21.6,3.1,5.6,0.551,0.551,0.9,6.8
Drew Gooden,0.591,16.7,6.3,0.9,0.6,0.173,18.0,3.5,6.5,0.531,0.556,0.7,8.3
Al Harrington,0.506,9.1,8.7,-0.2,0.5,0.035,15.0,2.4,6.1,0.396,0.478,0.8,6.6
Andre Miller,0.534,8.0,33.9,0.6,0.5,0.132,14.7,1.4,3.1,0.46,0.471,3.5,3.8
Jan Veselý,0.494,13.9,3.1,0.1,0.8,0.09,14.2,1.5,2.8,0.522,0.522,0.3,3.2
Kevin Séraphin,0.533,12.8,4.9,0.2,0.6,0.066,10.9,2.1,4.2,0.505,0.505,0.3,4.7
Chris Singleton,0.481,12.8,3.5,-0.2,0.3,0.033,10.0,1.0,2.7,0.373,0.425,0.2,3.0
Glen Rice Jr.,0.399,10.6,9.3,-0.3,0.2,-0.043,9.9,1.0,3.4,0.297,0.365,0.6,2.9
Eric Maynor,0.355,6.5,26.8,-0.4,0.2,-0.052,9.3,0.9,3.1,0.292,0.347,1.7,2.3
Otto Porter Jr.,0.405,10.4,4.6,-0.4,0.3,-0.006,8.6,0.9,2.5,0.363,0.385,0.3,2.1
Garrett Temple,0.431,6.2,15.8,-0.5,0.9,0.025,8.5,0.7,1.9,0.362,0.383,1.0,1.8
Kemba Walker,0.499,6.6,29.7,1.8,3.3,0.093,35.8,6.2,15.7,0.393,0.441,6.1,17.7
