,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Al Jefferson,0.532,17.5,12.8,3.1,4.7,0.146,35.0,9.6,18.8,0.509,0.51,2.1,21.8
Gerald Henderson,0.507,7.1,13.9,0.8,2.8,0.071,32.0,5.2,12.1,0.433,0.455,2.6,14.0
Josh McRoberts,0.548,8.9,21.9,3.5,3.0,0.132,30.3,3.2,7.3,0.436,0.529,4.3,8.5
Jeff Taylor,0.436,5.4,5.7,-0.8,0.6,-0.019,24.2,3.2,8.4,0.376,0.417,0.8,8.0
Michael Kidd-Gilchrist,0.516,12.2,5.4,0.9,2.2,0.098,24.2,2.7,5.7,0.473,0.475,0.8,7.2
Ramon Sessions,0.509,5.1,26.2,0.8,1.3,0.075,23.7,3.5,8.5,0.409,0.425,3.7,10.5
Gary Neal,0.571,4.5,12.6,0.6,0.5,0.105,23.0,3.9,8.8,0.438,0.51,1.7,11.2
Chris Douglas-Roberts,0.588,6.6,7.9,1.1,1.2,0.113,20.7,2.3,5.1,0.44,0.542,1.0,6.9
Anthony Tolliver,0.605,7.3,5.0,1.9,1.3,0.117,20.3,2.0,4.8,0.42,0.586,0.7,6.1
Cody Zeller,0.498,14.1,10.4,0.4,2.2,0.09,17.3,2.1,4.9,0.426,0.426,1.1,6.0
Luke Ridnour,0.45,5.2,22.4,-0.2,0.4,0.03,15.1,1.7,4.3,0.389,0.444,2.2,4.0
Ben Gordon,0.422,5.5,12.2,-0.7,0.3,-0.058,14.7,1.9,5.7,0.343,0.38,1.1,5.2
Bismack Biyombo,0.606,19.3,1.1,1.1,2.1,0.144,13.9,1.1,1.9,0.611,0.611,0.1,2.9
Jeff Adrien,0.559,19.4,4.1,0.4,0.5,0.17,10.2,0.9,1.6,0.55,0.55,0.3,2.3
Jannero Pargo,0.554,4.7,40.3,0.2,0.4,0.105,8.3,1.8,4.1,0.441,0.542,1.8,4.7
D.J. White,0.0,11.3,0.0,0.0,0.0,0.004,5.0,0.0,0.5,0.0,0.0,0.0,0.0
Justin Hamilton,,0.0,0.0,0.0,0.0,-0.19,4.0,0.0,0.0,,,0.0,0.0
James Southerland,0.0,0.0,0.0,-0.1,0.0,-1.119,3.0,0.0,3.0,0.0,0.0,0.0,0.0
Kyle Korver,0.653,6.8,13.3,3.9,2.0,0.118,33.9,4.1,8.6,0.475,0.626,2.9,12.0
Paul Millsap,0.545,14.6,16.2,2.7,4.0,0.129,33.5,6.5,14.1,0.461,0.498,3.1,17.9
Al Horford,0.588,14.8,15.2,1.5,1.3,0.141,33.0,8.2,14.5,0.567,0.571,2.6,18.6
Jeff Teague,0.541,4.7,35.1,3.3,1.9,0.098,32.2,5.8,13.2,0.438,0.474,6.7,16.5
DeMarre Carroll,0.575,10.0,8.9,3.2,2.6,0.119,32.1,4.1,8.8,0.47,0.546,1.8,11.1
Lou Williams,0.547,5.0,22.9,1.6,1.0,0.087,24.1,3.3,8.2,0.4,0.48,3.5,10.4
Shelvin Mack,0.51,6.2,28.8,1.2,1.2,0.074,20.4,2.9,6.9,0.417,0.479,3.7,7.5
Elton Brand,0.561,14.8,8.1,1.4,2.1,0.121,19.4,2.5,4.5,0.539,0.539,1.0,5.7
Pero Antić,0.545,13.1,9.8,0.5,0.9,0.075,18.5,2.5,5.9,0.418,0.514,1.2,7.0
Mike Scott,0.559,11.1,8.9,1.3,1.2,0.084,18.5,3.8,7.9,0.479,0.529,0.9,9.6
Gustavo Ayón,0.505,16.9,10.0,0.0,0.7,0.078,16.5,2.0,3.9,0.51,0.51,1.1,4.3
Cartier Martin,0.555,7.4,5.9,0.4,0.7,0.064,15.5,2.0,4.8,0.414,0.523,0.6,5.9
James Nunnally,0.455,8.6,5.6,-0.1,0.0,-0.055,13.5,1.5,4.5,0.333,0.417,0.5,4.5
Dennis Schröder,0.442,5.4,22.0,-1.1,0.4,-0.054,13.1,1.5,3.8,0.383,0.41,1.9,3.7
John Jenkins,0.457,8.1,10.4,-0.2,0.1,-0.043,12.2,1.2,3.2,0.381,0.429,0.8,3.1
Mike Muscala,0.48,14.0,5.2,-0.1,0.2,0.04,10.8,1.6,3.7,0.425,0.425,0.4,3.8
Jared Cunningham,0.347,2.6,18.8,-0.1,0.0,-0.11,4.4,0.2,0.4,0.5,0.5,0.6,0.4
Dexter Pittman,0.0,57.9,0.0,0.0,0.0,-0.18,1.5,0.0,0.5,0.0,0.0,0.0,0.0
Arron Afflalo,0.574,5.8,16.9,4.3,1.0,0.099,35.0,6.4,13.8,0.459,0.522,3.4,18.2
Jameer Nelson,0.515,6.0,35.1,1.6,1.2,0.062,32.0,4.3,11.0,0.394,0.485,7.0,12.1
Nikola Vučević,0.536,19.5,10.2,1.8,2.6,0.116,31.8,6.2,12.2,0.507,0.507,1.8,14.2
Victor Oladipo,0.514,7.5,21.9,-1.4,2.8,0.026,31.1,4.9,11.7,0.419,0.458,4.1,13.8
Tobias Harris,0.542,13.0,7.7,2.4,1.7,0.107,30.3,5.4,11.7,0.464,0.486,1.3,14.6
Glen Davis,0.485,11.8,8.8,0.2,1.3,0.053,30.1,5.2,11.4,0.453,0.457,1.6,12.1
Maurice Harkless,0.542,7.7,6.4,0.6,2.1,0.068,24.4,2.8,6.0,0.464,0.525,1.0,7.4
E'Twaun Moore,0.513,5.1,11.8,0.6,1.1,0.055,19.1,2.5,5.8,0.428,0.49,1.4,6.3
Kyle O'Quinn,0.526,17.3,10.9,0.5,2.0,0.101,17.2,2.7,5.4,0.501,0.501,1.1,6.2
Andrew Nicholson,0.489,12.3,3.5,-0.4,1.0,0.025,15.4,2.4,5.5,0.429,0.462,0.3,5.7
Dewayne Dedmon,0.488,18.9,1.3,0.1,0.4,0.096,14.6,1.4,3.3,0.434,0.434,0.1,3.7
Jason Maxiell,0.459,10.0,2.8,-0.1,0.4,0.029,14.4,1.4,3.1,0.448,0.448,0.3,3.2
Doron Lamb,0.543,4.0,9.3,0.3,0.2,0.036,13.1,1.2,3.0,0.394,0.506,0.8,3.6
Ronnie Price,0.379,6.5,25.6,-0.5,0.4,-0.007,12.2,0.9,3.0,0.304,0.353,2.1,2.4
Solomon Jones,0.373,10.7,3.4,0.0,0.1,0.013,7.7,0.5,1.5,0.353,0.353,0.2,1.3
Adonis Thomas,0.371,7.1,13.2,0.0,0.0,-0.031,6.0,0.8,2.3,0.333,0.333,0.5,1.8
Kevin Durant,0.635,10.8,26.7,14.8,4.4,0.295,38.5,10.5,20.8,0.503,0.56,5.5,32.0
Serge Ibaka,0.576,15.0,5.2,5.2,4.4,0.173,32.9,6.5,12.1,0.536,0.548,1.0,15.1
Russell Westbrook,0.545,10.5,40.2,3.0,2.3,0.178,30.7,7.5,17.2,0.437,0.48,6.9,21.8
Reggie Jackson,0.527,7.8,23.1,2.3,2.6,0.104,28.5,5.0,11.5,0.44,0.485,4.1,13.1
Caron Butler,0.548,6.7,6.4,0.9,0.7,0.127,27.2,3.5,8.5,0.409,0.53,1.2,9.7
Thabo Sefolosha,0.517,7.8,8.3,0.9,2.1,0.092,26.0,2.3,5.6,0.415,0.485,1.5,6.3
Jeremy Lamb,0.522,6.9,11.8,1.4,1.8,0.102,19.7,3.4,7.8,0.432,0.504,1.5,8.5
Kendrick Perkins,0.474,14.2,7.6,-0.9,1.7,0.031,19.5,1.4,3.1,0.451,0.451,1.1,3.4
Derek Fisher,0.542,4.8,11.6,1.4,1.7,0.103,17.6,1.7,4.5,0.391,0.512,1.4,5.2
Nick Collison,0.599,12.2,10.9,2.0,1.6,0.128,16.7,1.7,3.0,0.556,0.564,1.3,4.2
Steven Adams,0.541,15.6,4.9,0.9,1.9,0.114,14.8,1.1,2.3,0.503,0.503,0.5,3.3
Perry Jones,0.541,8.4,4.9,0.7,0.8,0.094,12.3,1.3,2.9,0.459,0.519,0.4,3.5
Andre Roberson,0.518,13.3,5.2,0.2,0.6,0.099,10.0,0.8,1.7,0.485,0.5,0.4,1.9
Hasheem Thabeet,0.536,11.7,0.7,-0.2,0.3,0.012,8.3,0.6,1.0,0.565,0.565,0.0,1.2
Ryan Gomes,0.375,6.6,4.1,-0.1,0.0,-0.039,6.8,0.6,1.6,0.375,0.375,0.2,1.2
Reggie Williams,0.611,0.0,11.5,0.0,0.0,0.034,5.7,1.7,3.0,0.556,0.611,0.3,3.7
Mustafa Shakur,0.129,0.0,45.1,-0.1,0.0,-0.347,3.7,0.0,1.0,0.0,0.0,1.3,0.3
Royal Ivey,0.0,11.3,0.0,0.0,0.0,-0.362,2.5,0.0,1.0,0.0,0.0,0.0,0.0
LaMarcus Aldridge,0.507,16.5,13.0,4.0,3.5,0.144,36.2,9.4,20.6,0.458,0.459,2.6,23.2
Nicolas Batum,0.589,11.1,20.9,4.8,3.1,0.128,36.0,4.6,10.0,0.465,0.554,5.1,13.0
Damian Lillard,0.568,5.3,25.1,7.8,1.8,0.157,35.8,6.7,15.9,0.424,0.508,5.6,20.7
Wesley Matthews,0.588,5.6,10.9,6.3,1.9,0.142,33.9,5.4,12.3,0.441,0.541,2.4,16.4
Robin Lopez,0.605,14.5,4.2,7.0,2.6,0.176,31.7,4.3,7.9,0.551,0.551,0.9,11.1
Mo Williams,0.507,4.5,26.7,1.0,1.2,0.056,24.8,3.8,9.1,0.417,0.478,4.3,9.7
Dorell Wright,0.524,10.5,9.4,0.9,1.0,0.091,14.5,1.6,4.4,0.374,0.49,0.9,5.0
Joel Freeland,0.498,15.4,7.1,0.7,0.7,0.093,14.0,1.5,3.1,0.475,0.475,0.7,3.3
CJ McCollum,0.521,5.4,8.7,-0.2,0.3,0.019,12.5,1.9,4.7,0.416,0.5,0.7,5.3
Thomas Robinson,0.502,18.9,6.0,0.4,1.2,0.09,12.5,2.0,4.2,0.481,0.481,0.5,4.8
Will Barton,0.488,10.3,13.3,0.3,0.4,0.078,9.4,1.6,3.8,0.417,0.449,0.8,4.0
Meyers Leonard,0.489,16.8,7.3,0.2,0.5,0.086,8.9,1.0,2.3,0.451,0.451,0.5,2.5
Victor Claver,0.502,11.4,9.1,0.0,0.2,0.047,8.8,0.8,2.0,0.405,0.44,0.6,2.2
Allen Crabbe,0.475,4.8,8.7,0.0,0.1,0.037,6.7,0.8,2.2,0.364,0.455,0.4,2.2
Earl Watson,0.47,5.0,22.0,-0.2,0.1,-0.018,6.7,0.1,0.5,0.273,0.364,1.2,0.5
Kevin Love,0.591,18.7,21.4,10.6,3.7,0.245,36.3,8.4,18.5,0.457,0.524,4.4,26.1
Corey Brewer,0.55,4.3,7.9,2.4,2.7,0.095,32.2,4.8,10.0,0.481,0.517,1.7,12.3
Ricky Rubio,0.491,7.1,37.8,2.2,3.6,0.107,32.2,3.1,8.2,0.381,0.413,8.6,9.5
Kevin Martin,0.553,5.1,9.2,3.8,1.5,0.117,32.0,6.5,15.0,0.43,0.486,1.8,19.1
Nikola Peković,0.582,15.3,5.2,4.3,1.5,0.169,30.8,7.0,13.0,0.541,0.541,0.9,17.5
Dante Cunningham,0.474,11.0,7.7,0.9,2.0,0.085,20.2,2.9,6.3,0.464,0.464,1.0,6.3
Ronny Turiaf,0.578,15.6,5.7,0.6,0.9,0.122,19.5,2.1,3.5,0.598,0.598,0.8,4.8
J.J. Barea,0.471,5.7,32.7,-0.1,0.9,0.024,18.6,3.2,8.3,0.387,0.443,3.8,8.4
Chase Budinger,0.505,7.5,6.2,0.3,0.6,0.059,18.3,2.4,6.2,0.394,0.476,0.8,6.7
Luc Mbah a Moute,0.498,8.0,3.6,0.0,0.6,0.035,14.7,1.3,2.9,0.447,0.457,0.4,3.3
Derrick Williams,0.442,8.7,0.9,-0.1,0.2,0.008,14.7,1.7,4.9,0.352,0.37,0.1,4.9
Gorgui Dieng,0.534,20.0,7.2,0.7,1.5,0.129,13.6,1.9,3.8,0.498,0.5,0.7,4.8
Robbie Hummel,0.492,11.0,5.0,0.6,0.6,0.084,12.4,1.3,3.3,0.379,0.469,0.4,3.4
Alexey Shved,0.452,6.6,14.9,-0.4,0.7,0.017,10.5,1.2,3.8,0.321,0.384,1.1,4.0
Shabazz Muhammad,0.505,10.0,3.4,0.1,0.2,0.053,7.8,1.5,3.4,0.46,0.472,0.2,3.9
Othyus Jeffers,0.532,12.6,0.0,0.0,0.0,-0.02,6.5,0.0,0.5,0.0,0.0,0.0,1.0
A.J. Price,0.469,5.5,21.5,-0.1,0.0,-0.012,3.5,0.7,1.6,0.413,0.478,0.5,1.6
Ty Lawson,0.554,5.2,38.2,4.8,1.5,0.136,35.8,5.6,13.0,0.431,0.475,8.8,17.6
Wilson Chandler,0.526,8.2,9.3,1.8,1.2,0.076,31.1,5.0,11.9,0.416,0.499,1.8,13.6
Randy Foye,0.558,5.0,17.7,3.3,1.3,0.089,30.7,4.5,10.8,0.413,0.521,3.5,13.2
Aaron Brooks,0.508,5.0,27.7,0.6,0.4,0.058,29.0,4.4,11.0,0.406,0.472,5.2,11.9
Kenneth Faried,0.573,16.9,7.5,4.0,2.5,0.144,27.2,5.6,10.3,0.545,0.545,1.2,13.7
J.J. Hickson,0.521,18.3,8.4,1.3,2.1,0.086,26.9,4.8,9.5,0.508,0.508,1.4,11.8
Timofey Mozgov,0.584,16.1,5.5,2.6,1.9,0.123,21.6,3.5,6.6,0.523,0.527,0.8,9.4
Evan Fournier,0.533,7.3,11.6,0.6,0.8,0.043,19.8,3.0,7.2,0.419,0.501,1.5,8.4
Nate Robinson,0.544,5.0,21.3,1.3,0.5,0.101,19.7,3.7,8.7,0.428,0.504,2.5,10.4
Andre Miller,0.534,6.9,25.8,0.8,0.3,0.091,19.0,2.2,4.8,0.458,0.49,3.3,5.9
Jordan Hamilton,0.497,10.7,7.8,0.2,0.7,0.069,17.2,2.5,6.5,0.39,0.478,0.9,6.8
Darrell Arthur,0.459,9.8,8.0,-0.5,1.2,0.029,17.1,2.4,6.0,0.395,0.424,0.9,5.9
JaVale McGee,0.455,11.6,4.4,-0.1,0.1,-0.039,15.8,3.4,7.6,0.447,0.447,0.4,7.0
Quincy Miller,0.459,10.1,4.9,-0.7,0.7,0.002,15.2,1.8,4.9,0.367,0.426,0.5,4.9
Jan Veselý,0.503,13.8,5.4,0.1,0.6,0.109,14.6,2.0,3.9,0.506,0.506,0.5,4.4
Anthony Randolph,0.499,12.5,9.1,-0.1,0.7,0.055,12.3,1.6,4.1,0.386,0.438,0.7,4.8
Gordon Hayward,0.52,8.0,24.1,2.2,1.5,0.062,36.4,5.5,13.4,0.413,0.454,5.2,16.2
Trey Burke,0.473,5.3,29.4,1.0,0.0,0.02,32.3,4.9,12.8,0.38,0.442,5.7,12.8
Derrick Favors,0.556,16.7,7.3,2.9,2.3,0.112,30.2,5.3,10.2,0.522,0.522,1.2,13.3
Alec Burks,0.547,6.8,16.9,2.6,0.6,0.07,28.1,4.9,10.7,0.457,0.487,2.7,14.0
Richard Jefferson,0.573,5.7,9.6,2.3,0.4,0.058,27.0,3.6,8.0,0.45,0.544,1.6,10.1
Enes Freedom,0.523,16.1,6.4,1.3,0.9,0.05,26.7,5.2,10.7,0.491,0.491,0.9,12.3
Marvin Williams,0.54,11.5,7.7,1.9,1.0,0.084,25.4,3.5,8.0,0.439,0.519,1.2,9.1
Jeremy Evans,0.549,14.8,6.1,1.9,1.0,0.112,18.3,2.7,5.0,0.527,0.527,0.7,6.1
Diante Garrett,0.459,5.3,17.6,-1.1,0.3,-0.036,14.8,1.4,3.7,0.381,0.449,1.7,3.5
John Lucas III,0.403,3.8,11.1,-0.7,0.0,-0.058,14.1,1.5,4.5,0.326,0.392,1.0,3.8
Jamaal Tinsley,0.225,5.8,29.5,-0.3,0.0,-0.122,13.8,0.5,2.5,0.2,0.225,2.9,1.1
Mike Harris,0.576,8.4,3.6,0.3,0.2,0.116,11.3,1.5,3.1,0.475,0.475,0.3,4.2
Brandon Rush,0.428,6.1,8.5,-0.5,0.0,-0.05,11.0,0.8,2.4,0.333,0.422,0.6,2.1
Rudy Gobert,0.507,20.6,2.4,-0.2,0.6,0.045,9.6,0.8,1.6,0.486,0.486,0.2,2.3
Ian Clark,0.485,6.4,14.7,-0.2,0.1,-0.025,7.5,1.1,2.9,0.388,0.47,0.7,3.0
Andris Biedriņš,0.412,21.8,0.0,-0.1,0.0,-0.033,7.5,0.2,0.2,1.0,1.0,0.0,0.5
Malcolm Thomas,0.542,14.4,6.7,-0.2,0.0,-0.14,6.9,0.9,1.7,0.5,0.542,0.3,1.9
Blake Griffin,0.583,14.7,19.2,8.1,4.1,0.205,35.8,9.0,17.0,0.528,0.533,3.9,24.1
DeAndre Jordan,0.63,21.6,3.7,5.3,5.8,0.186,35.0,4.2,6.3,0.676,0.676,0.9,10.4
Chris Paul,0.58,6.9,48.9,9.0,3.2,0.27,35.0,6.5,14.0,0.467,0.511,10.7,19.1
Jamal Crawford,0.556,4.2,17.4,3.8,1.5,0.122,30.3,6.1,14.7,0.416,0.496,3.2,18.6
JJ Redick,0.598,4.2,12.6,2.3,0.7,0.147,28.2,5.2,11.4,0.455,0.546,2.2,15.2
Matt Barnes,0.552,9.3,10.6,1.5,2.0,0.097,27.5,3.7,8.4,0.438,0.53,2.0,9.9
Darren Collison,0.575,5.0,21.9,3.8,2.0,0.136,25.9,4.1,8.7,0.467,0.518,3.7,11.4
Jared Dudley,0.541,5.1,8.6,1.2,1.2,0.068,23.4,2.6,6.0,0.438,0.529,1.4,6.9
Danny Granger,0.532,8.0,6.6,0.1,0.2,0.07,16.2,3.0,7.0,0.429,0.5,0.7,8.0
Willie Green,0.477,5.0,8.3,-0.2,0.7,0.028,15.8,1.9,4.9,0.376,0.452,0.9,5.0
Glen Davis,0.527,12.4,3.3,0.1,0.4,0.079,13.4,1.7,3.5,0.481,0.481,0.3,4.2
Stephen Jackson,0.27,5.2,6.2,-0.3,0.1,-0.099,11.9,0.7,2.9,0.231,0.25,0.6,1.7
Antawn Jamison,0.408,12.3,4.1,-0.3,0.4,0.019,11.3,1.3,4.2,0.315,0.359,0.3,3.8
Hedo Türkoğlu,0.492,12.6,11.9,0.1,0.7,0.095,10.3,1.1,2.9,0.385,0.486,0.9,3.0
Reggie Bullock,0.46,7.6,4.3,-0.2,0.3,0.019,9.2,1.0,2.8,0.355,0.446,0.3,2.7
Ryan Hollins,0.73,10.4,2.4,0.7,0.6,0.126,7.9,0.9,1.2,0.736,0.736,0.1,2.3
Byron Mullens,0.503,10.6,5.5,-0.2,0.2,0.012,6.2,1.0,2.4,0.406,0.508,0.2,2.5
Darius Morris,0.324,5.1,12.5,-0.1,0.1,-0.041,5.4,0.4,1.3,0.308,0.308,0.5,0.9
Sasha Vujačić,0.5,16.7,0.0,-0.1,0.0,-0.289,5.0,1.0,2.5,0.4,0.5,0.0,2.5
Maalik Wayns,0.5,12.3,31.7,0.0,0.0,0.313,4.5,0.5,1.0,0.5,0.5,1.0,1.0
Stephen Curry,0.61,6.4,39.9,9.3,4.0,0.225,36.5,8.4,17.7,0.471,0.566,8.5,24.0
Klay Thompson,0.555,4.7,10.2,3.5,3.2,0.112,35.4,6.9,15.5,0.444,0.533,2.2,18.4
David Lee,0.566,15.3,10.9,4.1,3.5,0.16,33.2,7.4,14.2,0.523,0.523,2.1,18.2
Andre Iguodala,0.57,7.8,18.2,2.7,3.1,0.135,32.4,3.5,7.3,0.48,0.548,4.2,9.3
Harrison Barnes,0.486,7.7,7.6,0.4,2.8,0.07,28.3,3.5,8.7,0.399,0.448,1.5,9.5
Andrew Bogut,0.61,20.7,9.3,2.4,4.0,0.176,26.4,3.5,5.6,0.627,0.627,1.7,7.3
Draymond Green,0.498,12.4,11.9,0.7,3.8,0.119,21.9,2.3,5.6,0.407,0.467,1.9,6.2
Steve Blake,0.494,5.0,22.7,0.3,0.7,0.084,21.7,1.6,4.3,0.375,0.488,3.6,4.4
Jermaine O'Neal,0.57,15.0,4.2,1.3,1.4,0.146,20.1,2.8,5.6,0.504,0.504,0.6,7.9
Jordan Crawford,0.503,5.2,14.2,-0.2,0.7,0.033,15.7,3.3,7.9,0.417,0.477,1.4,8.4
Marreese Speights,0.507,16.1,5.3,0.6,1.5,0.103,12.4,2.5,5.6,0.441,0.45,0.4,6.4
Toney Douglas,0.492,5.4,10.3,-0.1,0.3,0.028,11.0,1.3,3.6,0.372,0.483,0.8,3.7
Hilton Armstrong,0.48,26.5,7.1,0.1,0.2,0.162,6.5,0.6,1.3,0.474,0.474,0.3,1.7
Kent Bazemore,0.448,8.1,10.9,-0.6,0.4,-0.034,6.1,0.8,2.2,0.371,0.423,0.5,2.3
Nemanja Nedović,0.306,5.8,12.1,-0.5,0.1,-0.132,5.9,0.3,1.6,0.205,0.244,0.5,1.1
Ognjen Kuzmić,0.42,12.5,2.9,-0.2,0.1,-0.025,4.4,0.2,0.6,0.385,0.385,0.1,0.7
MarShon Brooks,0.44,18.2,0.0,0.0,0.0,0.087,2.1,0.7,1.9,0.385,0.385,0.0,1.9
Dewayne Dedmon,0.266,0.0,0.0,0.0,0.0,-0.107,1.5,0.0,0.3,0.0,0.0,0.0,0.3
Goran Dragić,0.604,5.2,28.1,8.4,2.0,0.186,35.1,7.3,14.4,0.505,0.561,5.9,20.3
Eric Bledsoe,0.578,8.0,27.0,2.6,1.6,0.14,32.9,6.2,12.9,0.477,0.522,5.5,17.7
P.J. Tucker,0.54,11.9,8.1,3.3,2.8,0.117,30.7,3.3,7.6,0.431,0.491,1.7,9.4
Gerald Green,0.585,6.6,8.6,4.2,1.9,0.126,28.4,5.5,12.3,0.445,0.547,1.5,15.8
Channing Frye,0.555,10.1,6.4,2.9,2.4,0.109,28.2,4.1,9.5,0.432,0.535,1.2,11.1
Markieff Morris,0.564,12.6,10.9,4.0,2.4,0.143,26.6,5.1,10.4,0.486,0.507,1.8,13.8
Miles Plumlee,0.529,17.9,3.3,1.2,2.8,0.098,24.6,3.6,6.9,0.517,0.517,0.5,8.1
Marcus Morris,0.552,9.9,7.6,2.3,1.8,0.111,22.0,3.5,7.9,0.442,0.518,1.1,9.7
Leandro Barbosa,0.506,5.6,13.4,0.2,0.2,0.058,18.4,2.8,6.6,0.427,0.454,1.6,7.5
Ish Smith,0.438,7.2,26.0,0.0,1.0,0.048,14.4,1.7,4.0,0.423,0.425,2.6,3.7
Archie Goodwin,0.507,9.2,5.7,-0.3,0.5,0.018,10.3,1.5,3.2,0.455,0.47,0.4,3.7
Alex Len,0.469,15.3,1.6,-0.2,0.4,0.024,8.6,0.8,1.9,0.423,0.423,0.1,2.0
Shavlik Randolph,0.531,14.8,1.4,0.0,0.1,0.06,6.8,0.5,1.0,0.5,0.5,0.1,1.4
Dionte Christmas,0.489,10.8,5.8,0.2,0.1,0.083,6.4,0.7,2.0,0.355,0.427,0.3,2.3
Viacheslav Kravtsov,0.54,16.2,2.5,0.0,0.0,0.027,3.0,0.4,0.8,0.533,0.533,0.1,1.0
Isaiah Thomas,0.574,4.7,32.2,6.4,1.3,0.149,34.7,6.9,15.2,0.453,0.51,6.3,20.3
Rudy Gay,0.567,9.1,16.3,3.0,1.5,0.114,34.4,7.4,15.3,0.482,0.508,3.1,20.1
DeMarcus Cousins,0.555,20.4,17.8,4.1,3.8,0.166,32.4,8.3,16.8,0.496,0.496,2.9,22.7
Ben McLemore,0.485,6.1,5.8,-0.1,0.9,0.016,26.7,3.1,8.3,0.376,0.446,1.0,8.8
Greivis Vásquez,0.536,4.1,32.8,0.9,0.1,0.097,25.8,3.6,8.3,0.433,0.487,5.3,9.8
Derrick Williams,0.533,10.1,5.1,1.4,1.1,0.073,24.7,2.8,6.4,0.437,0.465,0.8,8.5
John Salmons,0.437,5.8,14.7,0.0,0.3,0.029,24.7,2.3,6.5,0.35,0.419,2.4,5.8
Jason Thompson,0.523,14.8,4.1,0.9,1.7,0.064,24.5,3.1,6.0,0.506,0.506,0.6,7.1
Patrick Patterson,0.457,13.5,5.6,0.0,0.3,0.042,24.4,2.9,7.2,0.41,0.447,0.9,6.9
Marcus Thornton,0.484,6.2,6.6,0.4,0.5,0.038,24.4,3.1,8.1,0.381,0.457,1.0,8.3
Luc Mbah a Moute,0.53,7.8,11.1,0.3,0.2,0.106,21.8,1.7,3.6,0.469,0.484,1.7,4.4
Reggie Evans,0.556,20.9,4.8,0.5,0.7,0.107,20.8,2.0,3.8,0.527,0.527,0.7,5.5
Ray McCallum,0.439,5.0,21.0,0.0,0.4,0.02,19.9,2.5,6.7,0.377,0.413,2.7,6.2
Travis Outlaw,0.492,8.9,7.0,0.8,0.6,0.062,16.9,2.1,5.2,0.399,0.462,0.8,5.4
Quincy Acy,0.518,14.4,4.4,0.5,0.7,0.078,14.0,1.1,2.3,0.472,0.48,0.4,2.7
Carl Landry,0.563,13.8,3.4,0.3,0.1,0.088,12.9,1.7,3.3,0.517,0.517,0.3,4.2
Jimmer Fredette,0.584,5.5,23.5,0.6,0.2,0.082,11.3,2.3,4.8,0.475,0.566,1.5,5.9
Chuck Hayes,0.47,14.8,4.9,0.1,0.2,0.081,11.2,0.9,2.0,0.438,0.438,0.4,2.1
Aaron Gray,0.455,17.4,8.2,-0.2,0.4,0.018,10.2,0.8,1.8,0.431,0.431,0.6,1.8
Jared Cunningham,0.477,4.9,12.7,0.1,0.0,0.145,7.3,0.6,2.4,0.263,0.289,0.6,3.0
Orlando Johnson,0.24,4.5,11.4,-0.2,0.0,-0.144,7.1,0.4,2.4,0.176,0.206,0.6,1.3
Hamady N'Diaye,0.318,13.7,5.6,-0.1,0.1,-0.008,5.3,0.2,0.6,0.333,0.333,0.2,0.4
Royce White,0.0,0.0,0.0,0.0,0.0,-0.121,3.0,0.0,0.3,0.0,0.0,0.0,0.0
Jodie Meeks,0.601,4.1,8.5,3.8,0.7,0.084,33.2,5.4,11.6,0.463,0.554,1.8,15.7
Steve Blake,0.515,6.2,33.0,0.4,0.3,0.041,33.0,3.3,8.6,0.378,0.489,7.6,9.5
Pau Gasol,0.522,16.4,18.7,1.3,1.7,0.076,31.4,7.1,14.8,0.48,0.482,3.4,17.4
Kobe Bryant,0.505,7.8,34.6,-0.5,0.1,-0.097,29.5,5.2,12.2,0.425,0.445,6.3,13.8
Kendall Marshall,0.494,5.3,44.3,0.6,0.3,0.029,29.0,3.1,7.8,0.406,0.49,8.8,8.0
Wesley Johnson,0.522,8.3,8.2,0.4,1.5,0.041,28.4,3.5,8.2,0.425,0.502,1.6,9.1
Nick Young,0.564,4.9,9.0,2.3,0.3,0.067,28.3,6.0,13.9,0.435,0.511,1.5,17.9
Kent Bazemore,0.543,6.4,17.7,0.0,0.4,0.029,28.0,4.8,10.7,0.451,0.518,3.1,13.1
Ryan Kelly,0.548,8.9,10.7,1.5,0.7,0.081,22.2,2.7,6.3,0.423,0.488,1.6,8.0
Jordan Farmar,0.533,6.1,34.6,0.4,0.4,0.039,22.2,3.7,8.9,0.415,0.511,4.9,10.1
Xavier Henry,0.511,6.7,8.8,-0.1,0.5,0.017,21.1,3.3,8.0,0.417,0.458,1.2,10.0
Steve Nash,0.488,4.9,40.3,0.1,0.0,0.017,20.9,2.4,6.3,0.383,0.426,5.7,6.8
Shawne Williams,0.503,11.9,5.7,0.1,0.6,0.045,20.9,2.0,5.3,0.38,0.49,0.8,5.6
Jordan Hill,0.579,19.0,5.9,3.1,1.3,0.141,20.8,4.0,7.2,0.549,0.549,0.8,9.7
Manny Harris,0.485,10.1,9.5,-0.1,0.1,0.002,20.0,3.1,7.8,0.4,0.45,1.2,8.1
Chris Kaman,0.537,16.6,14.1,-0.2,0.7,0.036,18.9,4.5,8.9,0.509,0.509,1.5,10.4
Robert Sacre,0.513,12.5,7.0,0.7,0.7,0.061,16.8,2.2,4.6,0.477,0.477,0.8,5.4
