,ts_pct,trb_pct,ast_pct,ows,dws,ws_per_48,mp_per_g,fg_per_g,fga_per_g,fg_pct,efg_pct,ast_per_g,pts_per_g
Hilton Armstrong,0.457,13.5,7.8,-0.1,0.1,0.054,6.3,0.5,1.0,0.5,0.542,0.3,1.3
Etan Thomas,0.58,16.9,3.9,0.1,0.1,0.13,6.3,0.8,1.6,0.476,0.476,0.2,2.5
Gerald Wallace,0.53,12.7,10.5,1.3,2.3,0.092,39.0,5.3,12.1,0.433,0.463,2.4,15.6
Stephen Jackson,0.52,7.7,18.4,-0.2,2.1,0.039,35.9,6.5,15.8,0.411,0.468,3.6,18.5
Boris Diaw,0.558,9.0,20.6,2.4,2.3,0.082,33.9,4.6,9.4,0.492,0.543,4.1,11.3
D.J. Augustin,0.541,4.9,31.1,4.9,1.3,0.108,33.6,4.9,11.7,0.416,0.474,6.1,14.4
Kwame Brown,0.55,15.9,4.1,1.8,1.7,0.097,26.0,2.9,5.7,0.517,0.517,0.7,7.9
Gerald Henderson,0.509,7.5,10.7,0.9,1.4,0.068,24.4,3.8,8.4,0.454,0.461,1.5,9.6
Dante Cunningham,0.525,10.1,4.5,0.2,0.5,0.065,24.0,4.2,8.2,0.508,0.511,0.6,9.0
Tyrus Thomas,0.536,15.8,6.2,0.4,1.5,0.103,21.0,3.8,8.1,0.471,0.471,0.7,10.2
D.J. White,0.571,13.8,5.8,1.1,0.4,0.161,19.4,3.4,6.4,0.526,0.526,0.6,8.5
Shaun Livingston,0.53,7.2,22.5,0.7,1.2,0.073,17.3,2.5,5.4,0.466,0.467,2.2,6.6
Nazr Mohammed,0.52,17.9,3.7,0.3,1.1,0.08,16.7,3.1,6.2,0.502,0.502,0.3,7.3
Joel Przybilla,0.383,19.6,0.0,-0.2,0.1,-0.074,14.8,0.8,2.0,0.4,0.4,0.0,1.8
Dominic McGuire,0.437,15.9,9.0,0.1,0.9,0.059,14.6,1.4,3.5,0.396,0.396,0.8,3.3
Eduardo Nájera,0.449,7.2,8.2,-0.1,0.3,0.02,12.0,0.8,2.3,0.361,0.438,0.6,2.2
Derrick Brown,0.565,10.4,9.9,0.3,0.4,0.074,11.9,1.5,2.8,0.549,0.558,0.7,3.7
DeSagana Diop,0.347,13.4,5.7,-0.3,0.3,-0.016,11.3,0.5,1.5,0.333,0.333,0.4,1.3
Matt Carroll,0.53,7.1,6.9,0.3,0.5,0.062,10.8,1.6,3.7,0.447,0.49,0.4,4.4
Garrett Temple,0.406,7.2,30.2,-0.5,0.2,-0.119,10.5,1.0,3.5,0.286,0.369,2.0,3.2
Sherron Collins,0.334,4.6,19.6,-0.2,0.0,-0.121,3.3,0.4,1.3,0.28,0.32,0.4,0.9
John Wall,0.494,6.9,36.0,0.3,1.9,0.041,37.8,5.8,14.1,0.409,0.427,8.3,16.4
Gilbert Arenas,0.505,5.5,27.5,0.0,0.4,0.025,34.6,6.2,15.7,0.394,0.465,5.6,17.3
Andray Blatche,0.497,13.8,11.7,0.3,2.1,0.053,33.9,6.7,15.0,0.445,0.447,2.3,16.8
Jordan Crawford,0.462,5.1,20.5,-0.6,0.3,-0.014,33.3,6.3,16.3,0.39,0.418,3.9,16.3
Nick Young,0.538,4.9,6.6,2.3,0.4,0.065,31.8,6.4,14.6,0.441,0.497,1.2,17.4
Rashard Lewis,0.544,10.4,9.9,0.8,0.7,0.07,31.7,4.3,9.8,0.446,0.514,2.0,11.4
Kirk Hinrich,0.548,5.0,22.7,1.7,0.6,0.076,30.6,4.1,9.1,0.452,0.501,4.4,11.1
JaVale McGee,0.566,16.5,2.8,2.7,2.5,0.115,27.8,4.2,7.6,0.55,0.55,0.5,10.1
Maurice Evans,0.531,5.8,3.4,0.7,0.2,0.058,27.4,3.8,8.6,0.439,0.5,0.6,9.7
Josh Howard,0.416,10.3,9.4,-0.5,0.3,-0.027,22.7,3.2,9.0,0.358,0.38,1.3,8.4
Larry Owens,0.55,5.6,9.5,0.0,0.1,0.064,22.4,2.4,5.2,0.462,0.558,1.4,6.2
Al Thornton,0.525,8.3,7.7,0.9,0.4,0.058,21.8,3.1,6.7,0.471,0.477,1.0,8.0
Othyus Jeffers,0.553,11.8,9.0,0.4,0.3,0.104,19.6,1.9,3.9,0.484,0.492,1.2,5.7
Yi Jianlian,0.459,12.7,3.5,-0.4,0.8,0.016,17.7,2.3,5.5,0.418,0.422,0.4,5.6
Trevor Booker,0.582,13.5,5.2,1.8,0.8,0.119,16.4,2.1,3.9,0.549,0.549,0.5,5.3
Mike Bibby,0.111,5.9,37.8,-0.1,0.0,-0.161,14.5,0.5,4.5,0.111,0.111,4.0,1.0
Alonzo Gee,0.496,9.9,5.9,0.0,0.1,0.023,11.5,1.1,2.5,0.444,0.444,0.5,2.9
Kevin Séraphin,0.479,13.7,2.4,-0.2,0.5,0.017,10.9,1.1,2.5,0.449,0.449,0.2,2.7
Cartier Martin,0.524,7.8,5.2,0.5,0.3,0.071,10.4,1.4,3.5,0.39,0.497,0.3,4.0
Hilton Armstrong,0.519,15.8,3.5,-0.1,0.4,0.043,10.0,0.8,1.6,0.484,0.492,0.2,1.9
Mustafa Shakur,0.389,7.9,24.9,-0.5,0.1,-0.112,7.2,1.0,2.7,0.356,0.364,1.1,2.3
Lester Hudson,0.349,3.9,34.1,-0.2,0.0,-0.082,6.6,0.5,2.2,0.25,0.333,1.5,1.6
Hamady N'Diaye,0.681,5.0,0.0,0.0,0.0,0.046,5.0,0.3,0.3,0.8,0.8,0.0,0.9
Kevin Durant,0.589,10.3,13.2,8.6,3.3,0.189,38.9,9.1,19.7,0.462,0.509,2.7,27.7
Jeff Green,0.533,8.8,7.9,1.9,1.4,0.087,37.0,5.5,12.6,0.437,0.482,1.8,15.2
Russell Westbrook,0.538,7.8,42.7,6.3,3.1,0.159,34.7,7.5,17.0,0.442,0.454,8.2,21.9
Serge Ibaka,0.579,16.4,1.6,4.3,3.2,0.164,27.0,4.1,7.5,0.543,0.543,0.3,9.9
James Harden,0.598,6.8,12.8,5.0,2.1,0.156,26.7,3.6,8.3,0.436,0.518,2.1,12.2
Thabo Sefolosha,0.545,9.9,7.9,1.6,2.5,0.097,25.9,2.0,4.2,0.471,0.514,1.4,5.1
Kendrick Perkins,0.511,18.4,5.4,-0.1,0.6,0.046,25.2,2.1,4.2,0.493,0.493,0.9,5.1
Nenad Krstić,0.534,11.9,3.0,1.2,0.8,0.096,21.7,3.2,6.5,0.498,0.498,0.4,7.6
Nick Collison,0.6,12.1,6.7,2.1,1.5,0.113,21.5,1.9,3.4,0.566,0.566,1.0,4.6
Nazr Mohammed,0.583,15.8,2.4,0.7,0.5,0.139,17.9,3.1,5.5,0.573,0.573,0.3,6.9
Eric Maynor,0.485,5.9,30.3,0.7,0.8,0.061,14.6,1.6,4.1,0.402,0.458,2.9,4.2
Daequan Cook,0.63,7.0,5.3,1.2,0.4,0.126,13.9,1.8,4.2,0.436,0.616,0.5,5.6
D.J. White,0.468,13.9,2.9,0.0,0.3,0.056,9.5,1.3,2.8,0.462,0.462,0.2,2.8
Cole Aldrich,0.537,14.4,4.0,0.0,0.2,0.066,7.9,0.4,0.8,0.533,0.533,0.2,1.0
Nate Robinson,0.388,2.0,31.6,0.0,0.0,-0.063,7.5,1.0,3.8,0.267,0.333,1.5,3.3
Byron Mullens,0.366,16.5,0.0,-0.3,0.1,-0.113,6.5,0.7,2.2,0.321,0.321,0.0,1.9
Royal Ivey,0.527,6.0,6.8,0.1,0.1,0.06,6.2,0.6,1.5,0.421,0.513,0.3,1.6
Morris Peterson,0.4,7.6,6.4,0.0,0.0,0.015,5.8,0.5,1.3,0.4,0.4,0.3,1.0
Carmelo Anthony,0.547,12.4,14.3,2.8,1.9,0.127,35.5,8.7,19.3,0.452,0.474,2.8,25.2
Arron Afflalo,0.62,6.2,10.9,4.8,1.4,0.128,33.7,4.5,9.1,0.498,0.581,2.4,12.6
Chauncey Billups,0.634,4.4,25.1,4.7,1.1,0.171,32.3,4.6,10.5,0.438,0.536,5.3,16.5
Raymond Felton,0.523,6.5,31.1,0.7,0.6,0.097,31.6,4.2,9.7,0.431,0.5,6.5,11.5
Danilo Gallinari,0.587,10.1,7.5,0.7,0.5,0.133,30.9,3.9,9.4,0.412,0.489,1.6,14.7
Wilson Chandler,0.505,9.4,8.3,-0.2,0.7,0.037,30.6,4.8,11.5,0.419,0.473,1.6,12.5
Nenê,0.657,14.4,10.4,6.4,3.1,0.201,30.5,5.4,8.7,0.615,0.615,2.0,14.5
Ty Lawson,0.593,5.7,28.3,5.1,1.6,0.153,26.3,4.3,8.6,0.503,0.553,4.7,11.7
Kenyon Martin,0.526,13.9,13.6,1.0,1.6,0.104,25.7,3.9,7.5,0.511,0.514,2.3,8.6
J.R. Smith,0.55,9.4,14.2,2.6,2.3,0.121,24.9,4.3,9.9,0.435,0.514,2.2,12.3
Al Harrington,0.527,11.5,9.6,0.6,1.5,0.06,22.8,3.8,9.2,0.416,0.503,1.4,10.5
Shelden Williams,0.492,18.0,3.9,0.2,0.9,0.078,17.0,2.0,4.3,0.453,0.453,0.5,4.7
Chris Andersen,0.636,17.3,4.0,1.9,1.2,0.207,16.3,1.8,3.0,0.599,0.599,0.4,5.6
Gary Forbes,0.524,8.5,9.7,0.3,0.7,0.055,12.6,2.0,4.3,0.454,0.489,0.8,5.2
Melvin Ely,0.573,11.7,5.3,0.3,0.3,0.083,12.2,0.9,1.7,0.549,0.549,0.5,2.3
Anthony Carter,0.421,4.5,23.2,-0.2,0.2,-0.018,10.9,0.7,2.1,0.333,0.4,1.9,1.9
Kosta Koufos,0.536,19.4,0.0,0.1,0.1,0.133,8.9,1.9,3.8,0.5,0.5,0.0,4.9
Renaldo Balkman,0.604,5.2,6.6,0.1,0.1,0.182,8.8,1.0,1.8,0.556,0.556,0.4,2.6
Timofey Mozgov,0.571,14.9,0.0,0.1,0.1,0.112,6.0,1.0,1.9,0.524,0.524,0.0,2.5
LaMarcus Aldridge,0.549,13.5,10.1,7.6,3.5,0.166,39.6,8.7,17.5,0.5,0.501,2.1,21.8
Gerald Wallace,0.59,13.0,11.9,1.3,1.3,0.153,35.7,5.8,11.7,0.498,0.548,2.5,15.8
Wesley Matthews,0.582,5.7,10.2,5.0,2.3,0.126,33.6,5.4,11.9,0.449,0.528,2.0,15.9
Andre Miller,0.529,7.0,35.7,4.6,2.4,0.127,32.7,4.8,10.4,0.46,0.462,7.0,12.7
Nicolas Batum,0.563,8.8,8.1,4.4,2.3,0.126,31.5,4.6,10.1,0.455,0.528,1.5,12.4
Brandon Roy,0.491,5.6,16.8,1.2,0.9,0.077,27.9,4.4,11.1,0.4,0.436,2.7,12.2
Marcus Camby,0.426,24.1,11.7,0.8,3.0,0.116,26.1,2.0,5.0,0.398,0.398,2.1,4.7
Rudy Fernández,0.522,5.8,16.9,2.0,1.8,0.1,23.3,2.7,7.4,0.37,0.471,2.5,8.6
Dante Cunningham,0.457,10.4,4.3,0.1,1.2,0.057,19.8,2.3,5.2,0.433,0.433,0.5,5.1
Earl Barron,0.295,23.1,12.2,-0.1,0.0,-0.093,18.5,1.5,5.5,0.273,0.273,1.5,3.5
Joel Przybilla,0.623,16.6,4.2,0.1,0.6,0.066,14.4,0.7,1.1,0.618,0.618,0.4,1.8
Patty Mills,0.506,4.0,24.3,0.2,0.5,0.044,12.2,2.1,5.1,0.412,0.483,1.7,5.5
Chris Johnson,0.521,15.6,2.8,0.0,0.2,0.069,10.6,0.7,1.8,0.389,0.389,0.2,2.7
Fabricio Oberto,0.595,9.5,0.0,0.0,0.0,-0.012,9.0,0.6,1.0,0.6,0.6,0.0,1.4
Armon Johnson,0.497,7.9,28.1,-0.4,0.2,-0.044,7.3,1.2,2.7,0.455,0.48,1.2,2.9
Sean Marks,0.473,11.8,2.9,-0.1,0.2,0.019,7.2,0.7,1.5,0.432,0.455,0.1,1.6
Luke Babbitt,0.305,13.4,6.9,-0.6,0.1,-0.143,5.7,0.6,2.3,0.273,0.3,0.3,1.5
Jarron Collins,0.167,17.8,5.9,-0.1,0.0,-0.124,4.8,0.2,1.2,0.167,0.167,0.2,0.4
Deron Williams,0.587,6.2,43.6,5.9,0.8,0.159,37.9,7.0,15.2,0.458,0.513,9.7,21.3
Al Jefferson,0.528,16.3,9.2,5.1,2.7,0.128,35.9,8.0,16.1,0.496,0.496,1.8,18.6
Paul Millsap,0.578,13.4,12.6,5.2,2.5,0.143,34.3,6.9,13.0,0.531,0.536,2.5,17.3
Devin Harris,0.552,4.6,28.3,0.7,0.1,0.068,31.2,4.9,11.8,0.413,0.475,5.4,15.8
Andrei Kirilenko,0.567,9.9,14.9,2.9,1.7,0.109,31.2,4.0,8.5,0.467,0.5,3.0,11.7
Raja Bell,0.528,5.1,8.3,1.2,0.5,0.04,30.8,2.8,6.9,0.409,0.482,1.7,8.0
C.J. Miles,0.507,7.8,11.7,1.2,1.3,0.061,25.2,4.7,11.5,0.407,0.468,1.7,12.8
Derrick Favors,0.545,15.6,6.7,0.6,0.4,0.11,20.2,3.4,6.4,0.529,0.529,0.8,8.2
Earl Watson,0.5,7.0,25.7,0.2,0.8,0.03,19.6,1.6,3.8,0.41,0.469,3.5,4.3
Gordon Hayward,0.578,6.9,10.2,0.8,0.4,0.048,16.9,2.0,4.1,0.485,0.544,1.1,5.4
Kyle Weaver,0.491,8.7,15.8,-0.1,0.0,-0.018,13.8,1.8,5.0,0.36,0.42,1.4,5.6
Mehmet Okur,0.452,10.8,17.7,0.1,0.1,0.048,12.9,1.7,4.8,0.355,0.395,1.5,4.9
Ronnie Price,0.434,5.1,11.7,-1.2,0.5,-0.048,12.2,1.3,3.6,0.352,0.4,0.9,3.3
Francisco Elson,0.529,11.4,7.9,0.1,0.5,0.046,9.8,0.9,1.8,0.478,0.478,0.5,2.2
Jeremy Evans,0.678,12.6,8.5,1.2,0.4,0.167,9.4,1.6,2.3,0.661,0.661,0.5,3.6
Kyrylo Fesenko,0.441,14.3,5.9,-0.4,0.3,-0.011,8.6,0.8,1.9,0.44,0.44,0.3,2.0
Marcus Cousin,0.667,10.1,0.0,0.0,0.0,0.008,4.5,0.5,0.8,0.667,0.667,0.0,1.0
Kevin Love,0.593,23.6,11.8,8.9,2.5,0.21,35.8,6.6,14.1,0.47,0.513,2.5,20.2
Michael Beasley,0.51,9.6,12.3,0.7,1.0,0.035,32.3,7.7,17.1,0.45,0.474,2.2,19.2
Luke Ridnour,0.567,5.1,28.1,3.2,0.8,0.089,30.4,4.5,9.6,0.468,0.528,5.4,11.8
Wesley Johnson,0.491,6.4,11.0,0.4,0.9,0.03,26.2,3.4,8.6,0.397,0.473,1.9,9.0
Darko Miličić,0.482,11.8,9.9,-1.5,1.7,0.007,24.4,3.9,8.4,0.469,0.469,1.5,8.8
Corey Brewer,0.471,6.2,8.6,-0.4,1.0,0.023,24.3,3.0,7.8,0.384,0.414,1.4,8.6
Martell Webster,0.575,7.5,7.5,1.4,0.3,0.077,23.8,3.3,7.4,0.447,0.528,1.2,9.8
Anthony Tolliver,0.585,12.0,8.9,2.6,0.7,0.115,21.0,2.2,4.8,0.45,0.526,1.3,6.7
Anthony Randolph,0.537,14.4,10.3,0.2,0.5,0.069,20.1,4.7,9.5,0.498,0.498,1.1,11.7
Sebastian Telfair,0.497,4.2,24.2,0.0,0.2,0.008,19.2,2.6,6.5,0.402,0.461,3.0,7.2
Wayne Ellington,0.488,5.1,9.4,0.1,0.1,0.01,19.0,2.6,6.4,0.403,0.463,1.2,6.6
Jonny Flynn,0.444,4.3,27.6,-1.6,0.2,-0.064,18.5,2.0,5.6,0.365,0.417,3.4,5.3
Nikola Peković,0.573,12.1,4.8,0.2,0.5,0.035,13.6,2.1,4.0,0.517,0.517,0.4,5.5
Lazar Hayward,0.464,9.3,10.3,0.1,0.2,0.035,10.0,1.3,3.7,0.357,0.412,0.7,3.8
Kosta Koufos,0.447,16.0,3.2,-0.3,0.3,-0.004,8.6,1.2,2.8,0.435,0.435,0.2,2.7
Sundiata Gaines,0.398,5.1,13.7,-0.2,0.0,-0.102,8.1,0.9,2.8,0.318,0.364,0.8,2.6
Maurice Ager,0.682,3.8,6.0,0.0,0.0,-0.015,7.3,1.5,2.8,0.545,0.682,0.3,3.8
Pau Gasol,0.589,15.6,15.1,10.0,4.7,0.232,37.0,7.2,13.7,0.529,0.53,3.3,18.8
Kobe Bryant,0.548,8.5,26.7,6.8,3.5,0.178,33.9,9.0,20.0,0.451,0.487,4.7,25.3
Lamar Odom,0.589,15.2,15.5,6.1,4.0,0.184,32.2,5.8,10.9,0.53,0.568,3.0,14.4
Metta World Peace,0.485,6.3,10.7,1.2,3.2,0.088,29.4,3.2,8.0,0.397,0.46,2.1,8.5
Derek Fisher,0.486,3.7,14.0,1.2,2.5,0.078,28.0,2.5,6.5,0.389,0.449,2.7,6.8
Andrew Bynum,0.606,19.2,7.7,3.8,2.8,0.21,27.8,4.4,7.6,0.574,0.574,1.4,11.3
Steve Blake,0.5,5.6,15.0,0.3,1.5,0.055,20.0,1.4,3.9,0.359,0.479,2.2,4.0
Matt Barnes,0.569,12.7,10.5,1.4,1.6,0.142,19.2,2.5,5.3,0.47,0.53,1.3,6.7
Shannon Brown,0.518,5.7,10.0,1.1,1.9,0.093,19.1,3.3,7.8,0.425,0.482,1.2,8.7
Trey Johnson,0.773,0.0,0.0,0.1,0.0,0.23,13.0,2.0,3.0,0.667,0.667,0.0,6.0
Luke Walton,0.378,7.8,18.0,-0.7,0.5,-0.016,9.0,0.7,2.1,0.328,0.362,1.1,1.7
Theo Ratliff,0.145,10.4,5.5,-0.1,0.1,0.0,7.1,0.1,0.6,0.167,0.167,0.3,0.2
Devin Ebanks,0.507,13.0,2.8,0.2,0.2,0.144,5.9,1.1,2.6,0.412,0.431,0.1,3.1
Derrick Caracter,0.532,11.3,5.1,0.0,0.3,0.057,5.2,0.8,1.6,0.485,0.485,0.2,2.0
Sasha Vujačić,0.419,4.2,14.5,-0.1,0.0,-0.082,4.9,0.7,2.1,0.348,0.413,0.5,1.8
Joe Smith,0.233,23.2,9.2,-0.2,0.1,-0.065,3.7,0.2,1.0,0.167,0.167,0.3,0.5
Steve Nash,0.601,6.0,53.1,7.3,0.7,0.153,33.3,5.3,10.8,0.492,0.542,11.4,14.7
Channing Frye,0.557,11.7,5.7,2.7,2.1,0.09,33.0,4.6,10.8,0.432,0.535,1.2,12.7
Jason Richardson,0.574,8.0,7.9,1.5,0.4,0.117,31.8,7.3,15.6,0.47,0.55,1.4,19.3
Grant Hill,0.563,8.1,13.0,3.1,1.3,0.087,30.1,5.0,10.3,0.484,0.511,2.5,13.2
Marcin Gortat,0.598,18.1,5.2,3.2,1.9,0.151,29.7,5.3,9.5,0.563,0.564,1.0,13.0
Vince Carter,0.516,7.7,9.6,0.9,0.8,0.06,27.2,5.2,12.3,0.422,0.494,1.6,13.5
Jared Dudley,0.598,8.6,7.6,4.2,1.4,0.126,26.1,3.7,7.7,0.477,0.56,1.3,10.6
Hedo Türkoğlu,0.567,9.2,13.7,0.8,0.4,0.092,25.2,3.4,7.7,0.44,0.547,2.3,9.5
Aaron Brooks,0.533,3.3,35.3,0.6,0.1,0.07,18.9,3.4,8.0,0.43,0.485,4.2,9.6
Mickaël Piétrus,0.519,6.4,5.0,0.1,0.4,0.039,18.1,2.6,6.6,0.392,0.494,0.6,7.4
Goran Dragić,0.492,5.8,26.8,-0.7,0.5,-0.012,17.8,2.8,6.6,0.421,0.465,3.1,7.4
Hakim Warrick,0.581,12.1,7.6,2.6,0.8,0.116,17.7,2.9,5.6,0.511,0.512,0.9,8.4
Josh Childress,0.567,10.0,7.0,0.8,0.6,0.076,16.6,2.2,4.0,0.565,0.568,0.8,5.0
Earl Barron,0.301,12.6,3.0,-0.5,0.1,-0.106,15.3,1.0,4.3,0.235,0.235,0.3,3.0
Robin Lopez,0.539,12.6,1.3,0.8,0.8,0.074,14.8,2.7,5.3,0.501,0.501,0.1,6.4
Zabian Dowdell,0.457,4.0,27.7,-0.4,0.2,-0.019,12.2,2.1,5.2,0.408,0.42,2.1,5.0
Earl Clark,0.41,13.6,8.7,-0.1,0.1,-0.01,8.0,1.3,3.4,0.387,0.387,0.4,3.2
Garret Siler,0.553,16.0,4.7,0.1,0.1,0.054,4.8,0.8,1.5,0.548,0.548,0.1,2.1
Gani Lawal,,0.0,0.0,0.0,0.0,-0.009,2.0,0.0,0.0,,,0.0,0.0
Monta Ellis,0.536,4.9,23.4,4.3,1.7,0.089,40.3,9.1,20.1,0.451,0.493,5.6,24.1
Dorell Wright,0.539,7.8,11.6,3.9,1.8,0.088,38.4,5.9,14.0,0.423,0.508,3.0,16.4
David Lee,0.549,15.4,14.0,4.1,2.0,0.11,36.1,6.8,13.4,0.507,0.508,3.2,16.5
Stephen Curry,0.595,6.5,28.1,5.4,1.3,0.128,33.6,6.8,14.2,0.48,0.551,5.8,18.6
Andris Biedriņš,0.526,17.3,6.0,1.1,1.5,0.088,23.7,2.4,4.5,0.534,0.534,1.0,5.0
Reggie Williams,0.585,7.5,11.4,3.4,0.3,0.109,20.3,3.4,7.2,0.469,0.558,1.5,9.2
Ekpe Udoh,0.472,10.0,5.4,0.0,0.7,0.032,17.8,1.7,3.8,0.437,0.437,0.7,4.1
Acie Law,0.532,4.7,15.9,0.5,0.2,0.052,15.8,2.0,4.2,0.467,0.485,1.8,5.1
Vladimir Radmanović,0.562,10.3,9.6,1.2,0.9,0.086,15.8,1.9,4.3,0.431,0.541,1.1,5.1
Lou Amundson,0.452,15.2,3.5,0.2,0.5,0.044,15.0,1.8,4.0,0.454,0.454,0.4,4.3
Al Thornton,0.549,10.3,5.3,0.1,0.2,0.042,14.3,2.3,4.7,0.49,0.49,0.5,6.0
Rodney Carney,0.526,8.0,4.9,0.1,0.2,0.038,13.2,1.8,4.3,0.421,0.5,0.4,5.0
Dan Gadzuric,0.419,16.4,5.3,-0.2,0.2,0.013,10.6,1.3,3.1,0.42,0.42,0.4,2.8
Jeremy Lin,0.458,6.8,20.4,0.0,0.4,0.078,9.8,1.0,2.5,0.389,0.396,1.4,2.6
Brandan Wright,0.6,11.9,4.1,0.3,0.1,0.091,9.3,1.8,3.0,0.603,0.603,0.2,4.0
Charlie Bell,0.357,6.0,10.1,-0.2,0.0,-0.04,9.0,0.6,2.3,0.279,0.349,0.7,1.7
Jeff Adrien,0.457,16.8,7.3,0.1,0.1,0.051,8.5,1.0,2.3,0.426,0.426,0.4,2.5
Blake Griffin,0.549,18.6,18.7,6.5,3.4,0.152,38.0,8.5,16.8,0.506,0.508,3.8,22.5
Eric Gordon,0.566,4.5,20.7,4.2,1.1,0.12,37.7,7.6,16.9,0.45,0.506,4.4,22.3
Mo Williams,0.556,4.5,28.2,0.8,0.3,0.073,32.9,5.1,12.2,0.422,0.502,5.6,15.2
Baron Davis,0.492,5.5,39.9,1.0,1.1,0.079,29.5,5.0,12.0,0.416,0.459,7.0,12.8
Ryan Gomes,0.504,7.1,8.5,1.3,1.2,0.057,27.6,2.7,6.6,0.41,0.481,1.6,7.2
Chris Kaman,0.495,15.7,10.0,-0.2,1.1,0.047,26.2,5.5,11.8,0.471,0.471,1.4,12.4
DeAndre Jordan,0.648,16.5,3.2,2.6,2.6,0.122,25.6,2.9,4.3,0.686,0.686,0.5,7.1
Randy Foye,0.516,3.9,17.5,0.9,0.8,0.051,24.6,3.3,8.4,0.388,0.455,2.7,9.8
Eric Bledsoe,0.499,7.1,24.2,-1.3,1.6,0.008,22.7,2.5,6.0,0.424,0.457,3.6,6.7
Rasual Butler,0.433,6.0,5.5,-0.5,0.3,-0.013,18.1,1.8,5.5,0.323,0.416,0.7,5.0
Al-Farouq Aminu,0.499,10.8,6.4,-0.8,1.4,0.022,17.9,2.0,5.0,0.394,0.45,0.7,5.6
Jamario Moon,0.535,9.9,3.8,0.2,0.2,0.068,14.6,1.3,3.1,0.424,0.517,0.4,3.5
Ike Diogu,0.59,14.3,0.7,0.7,0.3,0.104,13.1,2.3,4.1,0.561,0.561,0.1,5.8
Craig Smith,0.592,11.7,9.1,1.0,0.4,0.12,12.2,2.2,3.9,0.553,0.553,0.6,5.4
Brian Cook,0.534,12.6,5.6,0.1,0.5,0.064,11.2,1.8,4.3,0.424,0.524,0.4,4.8
Willie Warren,0.48,5.2,30.4,0.1,0.1,0.065,7.1,0.7,1.8,0.371,0.443,1.4,1.9
Jarron Collins,0.438,6.3,0.9,-0.1,0.1,0.0,6.8,0.2,0.7,0.333,0.333,0.0,0.7
Marcus Thornton,0.547,7.0,15.3,1.9,0.8,0.123,38.1,7.9,17.5,0.45,0.506,3.4,21.3
Tyreke Evans,0.482,7.4,24.9,-0.1,1.7,0.036,37.0,6.7,16.4,0.409,0.432,5.6,17.8
Beno Udrih,0.587,5.5,22.1,5.6,1.6,0.126,34.6,5.2,10.4,0.5,0.539,4.9,13.7
DeMarcus Cousins,0.484,17.2,14.7,-1.9,2.9,0.022,28.5,5.3,12.4,0.43,0.432,2.5,14.1
Carl Landry,0.545,10.2,5.7,1.8,0.7,0.086,26.5,4.5,9.1,0.492,0.492,0.9,11.9
Samuel Dalembert,0.509,19.3,5.3,0.4,2.5,0.072,24.2,3.4,7.1,0.473,0.473,0.8,8.1
Omri Casspi,0.517,10.3,6.6,1.1,1.3,0.069,24.0,3.2,7.7,0.412,0.496,1.0,8.6
Francisco García,0.551,5.5,8.0,1.9,1.1,0.104,23.9,3.6,8.2,0.436,0.521,1.2,9.7
Jason Thompson,0.533,14.8,7.9,1.4,1.5,0.079,23.3,3.6,7.1,0.507,0.507,1.2,8.8
Donté Greene,0.482,7.4,6.5,-0.2,0.8,0.022,16.3,2.3,5.6,0.404,0.462,0.7,5.8
Luther Head,0.538,5.8,17.7,0.6,0.2,0.073,16.3,1.9,4.6,0.415,0.491,1.9,5.6
Jermaine Taylor,0.53,7.4,12.4,-0.1,0.2,0.011,15.6,3.0,6.3,0.476,0.512,1.2,7.1
Eugene Jeter,0.46,4.6,28.4,0.2,0.5,0.037,13.8,1.7,4.2,0.409,0.421,2.6,4.1
Darnell Jackson,0.521,11.0,4.6,0.4,0.3,0.069,8.2,1.3,2.7,0.487,0.497,0.2,3.2
Antoine Wright,0.125,5.5,0.0,-0.1,0.0,-0.179,4.4,0.1,1.1,0.125,0.125,0.0,0.3
Hassan Whiteside,,0.0,0.0,0.0,0.0,0.007,2.0,0.0,0.0,,,0.0,0.0
Tony Parker,0.569,5.5,35.2,5.8,2.4,0.156,32.4,7.1,13.7,0.519,0.531,6.6,17.5
Richard Jefferson,0.612,7.3,6.5,3.7,2.1,0.115,30.4,3.8,7.9,0.474,0.579,1.3,11.0
Manu Ginóbili,0.581,7.1,26.4,6.6,3.2,0.195,30.3,5.5,12.7,0.433,0.509,4.9,17.4
Tim Duncan,0.537,18.3,15.7,3.7,4.0,0.171,28.4,5.5,11.0,0.5,0.5,2.7,13.4
George Hill,0.588,5.4,13.6,4.0,2.1,0.136,28.3,3.8,8.3,0.453,0.514,2.5,11.6
Matt Bonner,0.617,9.7,6.2,3.0,1.4,0.147,21.7,2.6,5.6,0.464,0.605,0.9,7.3
DeJuan Blair,0.524,18.9,7.1,1.5,3.2,0.132,21.4,3.6,7.2,0.501,0.501,1.0,8.3
Gary Neal,0.578,6.8,9.1,2.1,1.4,0.099,21.1,3.6,7.9,0.451,0.553,1.2,9.8
Antonio McDyess,0.516,16.5,9.0,1.0,2.1,0.105,19.0,2.3,4.7,0.491,0.491,1.2,5.3
Tiago Splitter,0.55,15.8,5.3,1.1,1.1,0.149,12.3,1.7,3.2,0.529,0.529,0.4,4.6
Danny Green,0.586,9.5,3.6,0.0,0.1,0.076,11.5,2.1,4.4,0.486,0.586,0.3,5.1
